Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2004/05

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Dals-Ed;Kommunal;36;49,3;83,3;~100;222,6;37;50,7;75,7;~100;204,7;
Danderyd;Samtliga;178;47,6;95,5;~100;255,6;196;52,4;91,8;~100;236,5;
Danderyd;Kommunal;144;52,6;96,5;~100;255,2;130;47,4;92,3;~100;232,0;
Danderyd;Enskild;34;34,0;91,2;~100;257,2;66;66,0;90,9;~100;245,5;
Degerfors;Samtliga;68;46,6;76,5;~100;199,8;78;53,4;64,1;83,3;170,4;
Degerfors;Kommunal;68;46,6;76,5;~100;199,8;78;53,4;64,1;83,3;170,4;
Dorotea;Samtliga;20;36,4;90,0;~100;224,5;35;63,6;82,9;~100;203,6;
Dorotea;Kommunal;20;36,4;90,0;~100;224,5;35;63,6;82,9;~100;203,6;
Eda;Samtliga;49;48,5;98,0;100,0;234,4;52;51,5;71,2;~100;186,2;
Eda;Kommunal;49;48,5;98,0;100,0;234,4;52;51,5;71,2;~100;186,2;
Ekerö;Samtliga;184;47,1;84,4;96,1;228,9;207;52,9;75,7;89,8;196,0;
Ekerö;Kommunal;169;46,7;84,0;95,9;226,2;193;53,3;74,1;89,1;192,5;
Ekerö;Enskild;15;51,7;90,9;100,0;271,8;14;48,3;100,0;100,0;247,7;
Eksjö;Samtliga;127;50,4;82,7;94,5;215,0;125;49,6;80,0;92,8;198,6;
Eksjö;Kommunal;125;50,0;84,0;95,2;216,3;125;50,0;80,0;92,8;198,6;
Eksjö;Enskild;..;..;.;..;..;..;..;.;.;.;
Emmaboda;Samtliga;70;51,5;80,0;~100;230,8;66;48,5;78,8;87,9;201,7;
Emmaboda;Kommunal;70;51,5;80,0;~100;230,8;66;48,5;78,8;87,9;201,7;
Enköping;Samtliga;279;48,2;81,0;93,2;214,7;300;51,8;73,3;86,7;189,9;
Enköping;Kommunal;231;47,4;78,8;92,2;208,0;256;52,6;72,7;85,9;185,6;
Enköping;Enskild;48;52,2;91,7;~100;246,5;44;47,8;77,3;~100;214,9;
Eskilstuna;Samtliga;617;48,9;69,4;86,5;200,9;645;51,1;63,9;82,3;182,6;
Eskilstuna;Kommunal;606;48,6;70,0;87,0;201,7;641;51,4;64,1;82,5;183,0;
Eskilstuna;Enskild;..;..;..;..;159,5;..;..;..;..;..;
Eslöv;Samtliga;190;46,7;76,3;88,9;206,9;217;53,3;73,7;84,3;194,7;
Eslöv;Kommunal;190;46,7;76,3;88,9;206,9;217;53,3;73,7;84,3;194,7;
Essunga;Samtliga;53;48,6;84,9;~100;221,4;56;51,4;78,6;83,9;199,4;
Essunga;Kommunal;53;48,6;84,9;~100;221,4;56;51,4;78,6;83,9;199,4;
Fagersta;Samtliga;83;50,6;80,7;91,6;221,9;81;49,4;65,4;84,0;185,4;
Fagersta;Kommunal;83;50,6;80,7;91,6;221,9;81;49,4;65,4;84,0;185,4;
Falkenberg;Samtliga;267;45,3;83,5;91,0;220,6;323;54,7;70,9;87,6;193,2;
Falkenberg;Kommunal;267;45,3;83,5;91,0;220,6;323;54,7;70,9;87,6;193,2;
Falköping;Samtliga;213;47,9;82,2;92,0;217,9;232;52,1;75,4;87,1;198,7;
Falköping;Kommunal;213;48,1;82,2;92,0;217,9;230;51,9;76,1;87,4;199,7;
Falköping;Enskild;..;..;.;.;.;..;..;.;..;..;
Falun;Samtliga;387;49,0;84,5;92,0;219,9;402;51,0;83,6;93,0;204,5;
Falun;Kommunal;366;49,1;84,2;91,5;217,6;380;50,9;83,2;92,6;204,1;
Falun;Enskild;21;48,8;90,5;100,0;260,0;22;51,2;90,9;100,0;210,2;
Filipstad;Samtliga;58;45,3;63,8;86,2;195,1;70;54,7;68,6;88,6;184,1;
Filipstad;Kommunal;58;45,3;63,8;86,2;195,1;70;54,7;68,6;88,6;184,1;
Finspång;Samtliga;145;51,4;71,0;84,8;193,5;137;48,6;66,4;81,0;182,1;
Finspång;Kommunal;145;51,4;71,0;84,8;193,5;137;48,6;66,4;81,0;182,1;
Flen;Samtliga;117;45,3;71,8;88,0;215,0;141;54,7;65,2;82,3;181,5;
Flen;Kommunal;115;46,2;72,2;87,8;215,7;134;53,8;64,2;82,1;179,6;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;85;48,3;74,1;84,7;213,8;91;51,7;64,8;82,4;193,0;
Forshaga;Kommunal;85;48,3;74,1;84,7;213,8;91;51,7;64,8;82,4;193,0;
Färgelanda;Samtliga;47;43,1;87,2;~100;217,7;62;56,9;66,1;83,9;173,7;
Färgelanda;Kommunal;47;43,1;87,2;~100;217,7;62;56,9;66,1;83,9;173,7;
Gagnef;Samtliga;95;49,5;78,9;91,6;219,8;97;50,5;78,4;91,8;199,4;
Gagnef;Kommunal;95;49,5;78,9;91,6;219,8;97;50,5;78,4;91,8;199,4;
Gislaved;Samtliga;220;50,2;72,3;88,2;203,8;218;49,8;61,0;79,8;183,6;
Gislaved;Kommunal;220;50,2;72,3;88,2;203,8;218;49,8;61,0;79,8;183,6;
Gnesta;Samtliga;85;49,7;80,0;89,4;198,6;86;50,3;69,8;88,4;187,4;
Gnesta;Kommunal;83;51,2;81,9;90,4;200,8;79;48,8;75,9;88,6;192,1;
Gnesta;Enskild;..;..;.;..;..;..;..;.;..;..;
Gnosjö;Samtliga;83;50,6;88,0;~100;222,1;81;49,4;80,2;87,7;196,8;
Gnosjö;Kommunal;83;50,6;88,0;~100;222,1;81;49,4;80,2;87,7;196,8;
Gotland;Samtliga;444;50,2;78,4;90,3;208,1;441;49,8;76,0;87,5;193,4;
Gotland;Kommunal;422;49,9;79,1;91,2;209,5;424;50,1;76,7;87,5;194,3;
Gotland;Enskild;22;56,4;63,6;72,7;180,7;17;43,6;58,8;~100;171,2;
Grums;Samtliga;57;45,2;70,2;82,5;211,3;69;54,8;69,6;92,8;171,3;
Grums;Kommunal;57;45,2;70,2;82,5;211,3;69;54,8;69,6;92,8;171,3;
Grästorp;Samtliga;40;50,0;87,5;100,0;216,9;40;50,0;85,0;~100;197,3;
Grästorp;Kommunal;40;50,0;87,5;100,0;216,9;40;50,0;85,0;~100;197,3;
Gullspång;Samtliga;35;46,7;68,6;85,7;213,2;40;53,3;82,5;~100;200,1;
Gullspång;Kommunal;35;46,7;68,6;85,7;213,2;40;53,3;82,5;~100;200,1;
Gällivare;Samtliga;146;52,0;79,5;93,2;231,9;135;48,0;77,8;88,1;203,5;
Gällivare;Kommunal;136;52,1;79,4;92,6;231,4;125;47,9;76,8;88,0;203,6;
Gällivare;Enskild;10;50,0;..;100,0;239,0;10;50,0;..;..;201,5;
Gävle;Samtliga;547;47,1;75,0;89,6;214,8;615;52,9;72,2;88,1;195,5;
Gävle;Kommunal;474;44,9;72,6;88,4;207,8;582;55,1;71,5;87,6;192,9;
Gävle;Enskild;73;68,9;90,4;~100;259,5;33;31,1;84,8;~100;241,5;
Göteborg;Samtliga;2 515;49,2;76,6;89,3;221,3;2 597;50,8;70,4;87,2;202,7;
Göteborg;Kommunal;2 062;48,8;74,9;87,7;216,9;2 163;51,2;69,0;86,2;199,0;
Göteborg;Enskild;453;51,1;85,4;97,5;243,6;434;48,9;78,1;93,0;223,4;
Götene;Samtliga;88;50,9;85,2;~100;219,7;85;49,1;77,6;89,4;189,1;
Götene;Kommunal;88;50,9;85,2;~100;219,7;85;49,1;77,6;89,4;189,1;
Habo;Samtliga;82;55,8;84,1;90,2;222,4;65;44,2;76,9;89,2;181,5;
Habo;Kommunal;82;55,8;84,1;90,2;222,4;65;44,2;76,9;89,2;181,5;
Hagfors;Samtliga;74;44,0;82,4;~100;201,2;94;56,0;73,4;91,5;183,7;
Hagfors;Kommunal;74;44,0;82,4;~100;201,2;94;56,0;73,4;91,5;183,7;
Hallsberg;Samtliga;104;46,6;76,9;84,6;212,3;119;53,4;62,2;81,5;190,9;
Hallsberg;Kommunal;104;46,6;76,9;84,6;212,3;119;53,4;62,2;81,5;190,9;
Hallstahammar;Samtliga;110;48,7;75,5;88,2;203,6;116;51,3;74,1;88,8;189,7;
Hallstahammar;Kommunal;110;48,7;75,5;88,2;203,6;116;51,3;74,1;88,8;189,7;
Halmstad;Samtliga;610;51,3;86,4;96,1;226,5;579;48,7;78,4;93,8;203,6;
Halmstad;Kommunal;567;50,7;86,1;95,8;225,6;551;49,3;77,7;93,5;202,2;
Halmstad;Enskild;43;60,6;90,7;100,0;238,1;28;39,4;92,9;100,0;231,3;
Hammarö;Samtliga;102;45,3;89,2;~100;228,2;123;54,7;81,3;91,1;207,9;
Hammarö;Kommunal;102;45,3;89,2;~100;228,2;123;54,7;81,3;91,1;207,9;
Haninge;Samtliga;460;50,3;67,0;86,1;204,2;454;49,7;58,1;81,9;184,0;
Haninge;Kommunal;460;50,3;67,0;86,1;204,2;454;49,7;58,1;81,9;184,0;
Haparanda;Samtliga;88;56,8;79,5;88,6;220,7;67;43,2;64,2;80,6;174,5;
Haparanda;Kommunal;88;56,8;79,5;88,6;220,7;67;43,2;64,2;80,6;174,5;
Heby;Samtliga;96;42,1;72,9;93,8;207,9;132;57,9;68,2;88,6;186,8;
Heby;Kommunal;96;42,1;72,9;93,8;207,9;132;57,9;68,2;88,6;186,8;
Hedemora;Samtliga;128;51,2;80,3;91,0;216,2;122;48,8;82,1;93,2;196,1;
Hedemora;Kommunal;122;51,5;80,3;91,0;216,2;115;48,5;83,5;94,8;196,1;
Hedemora;Enskild;..;..;.;.;.;..;..;.;.;.;
Helsingborg;Samtliga;754;48,0;78,6;90,5;219,2;816;52,0;64,6;83,0;188,6;
Helsingborg;Kommunal;602;47,4;77,4;90,5;217,6;669;52,6;63,5;81,9;186,4;
Helsingborg;Enskild;152;50,8;83,6;90,1;225,6;147;49,2;69,4;87,8;198,2;
Herrljunga;Samtliga;67;46,5;76,1;88,1;204,8;77;53,5;72,7;81,8;186,1;
Herrljunga;Kommunal;67;46,5;76,1;88,1;204,8;77;53,5;72,7;81,8;186,1;
Hjo;Samtliga;43;40,6;86,0;~100;211,3;63;59,4;76,2;88,9;188,7;
Hjo;Kommunal;43;40,6;86,0;~100;211,3;63;59,4;76,2;88,9;188,7;
Hofors;Samtliga;73;50,3;71,2;86,3;198,5;72;49,7;66,7;88,9;188,8;
Hofors;Kommunal;73;50,3;71,2;86,3;198,5;72;49,7;66,7;88,9;188,8;
Huddinge;Samtliga;551;47,1;76,6;88,7;213,6;618;52,9;73,6;89,2;197,1;
Huddinge;Kommunal;499;46,5;77,4;89,2;214,3;574;53,5;75,3;89,0;198,4;
Huddinge;Enskild;52;54,2;69,2;84,6;206,2;44;45,8;52,3;~100;181,3;
Hudiksvall;Samtliga;264;50,0;80,7;91,3;221,0;264;50,0;72,2;85,9;193,1;
Hudiksvall;Kommunal;264;50,1;80,7;91,3;221,0;263;49,9;72,2;85,9;193,1;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;119;52,7;69,7;85,7;206,4;107;47,3;55,1;78,5;175,5;
Hultsfred;Kommunal;119;52,7;69,7;85,7;206,4;107;47,3;55,1;78,5;175,5;
Hylte;Samtliga;73;45,3;64,4;84,9;199,2;88;54,7;71,6;92,0;200,0;
Hylte;Kommunal;73;45,3;64,4;84,9;199,2;88;54,7;71,6;92,0;200,0;
Håbo;Samtliga;150;49,0;74,0;91,3;216,9;156;51,0;60,3;87,8;180,2;
Håbo;Kommunal;147;49,7;74,8;91,2;217,6;149;50,3;59,7;87,9;176,0;
Håbo;Enskild;..;..;..;..;..;..;..;..;..;..;
Hällefors;Samtliga;46;50,0;87,0;~100;217,9;46;50,0;60,9;~100;181,3;
Hällefors;Kommunal;46;50,0;87,0;~100;217,9;46;50,0;60,9;~100;181,3;
Härjedalen;Samtliga;84;51,2;79,8;84,5;210,1;80;48,8;65,0;80,0;190,5;
Härjedalen;Kommunal;84;51,2;79,8;84,5;210,1;80;48,8;65,0;80,0;190,5;
Härnösand;Samtliga;181;51,3;76,8;92,3;210,2;172;48,7;73,8;86,6;186,3;
Härnösand;Kommunal;181;51,3;76,8;92,3;210,2;172;48,7;73,8;86,6;186,3;
Härryda;Samtliga;222;47,5;86,9;95,0;227,2;245;52,5;76,7;91,0;201,9;
Härryda;Kommunal;212;47,1;86,3;94,8;226,2;238;52,9;76,5;90,8;201,9;
Härryda;Enskild;..;..;100,0;100,0;249,0;..;..;..;..;..;
Hässleholm;Samtliga;344;52,6;80,2;90,7;211,0;310;47,4;71,9;87,1;188,8;
Hässleholm;Kommunal;344;52,6;80,2;90,7;211,0;310;47,4;71,9;87,1;188,8;
Höganäs;Samtliga;131;47,8;84,0;90,8;223,6;143;52,2;80,4;93,0;200,1;
Höganäs;Kommunal;115;46,6;82,6;89,6;220,3;132;53,4;80,3;93,2;197,7;
Höganäs;Enskild;16;59,3;93,8;100,0;246,6;11;40,7;..;~100;229,5;
Högsby;Samtliga;44;52,4;77,3;88,6;208,5;40;47,6;77,5;85,0;195,3;
Högsby;Kommunal;44;52,4;77,3;88,6;208,5;40;47,6;77,5;85,0;195,3;
Hörby;Samtliga;99;47,6;87,9;~100;216,2;109;52,4;89,0;~100;212,9;
Hörby;Kommunal;99;47,6;87,9;~100;216,2;109;52,4;89,0;~100;212,9;
Höör;Samtliga;111;49,1;77,9;94,2;211,4;115;50,9;64,2;88,1;192,3;
Höör;Kommunal;103;48,8;77,7;94,2;211,1;108;51,2;63,9;88,0;192,5;
Höör;Enskild;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;Samtliga;38;44,7;81,6;86,8;237,5;47;55,3;61,7;74,5;187,4;
Jokkmokk;Kommunal;38;44,7;81,6;86,8;237,5;47;55,3;61,7;74,5;187,4;
Järfälla;Samtliga;412;49,3;79,4;92,7;223,9;424;50,7;75,0;89,4;199,8;
Järfälla;Kommunal;342;49,0;78,9;91,8;221,4;356;51,0;74,7;89,0;197,2;
Järfälla;Enskild;70;50,7;81,4;~100;235,8;68;49,3;76,5;91,2;213,2;
Jönköping;Samtliga;745;46,9;80,1;89,7;217,8;842;53,1;75,7;87,6;199,6;
Jönköping;Kommunal;701;48,2;80,0;89,6;217,8;752;51,8;74,2;86,7;198,2;
Jönköping;Enskild;44;32,8;81,8;~100;217,1;90;67,2;87,8;~100;211,1;
Kalix;Samtliga;128;50,0;64,1;79,7;188,2;128;50,0;57,8;82,8;164,2;
Kalix;Kommunal;128;50,0;64,1;79,7;188,2;128;50,0;57,8;82,8;164,2;
Kalmar;Samtliga;386;49,1;86,8;93,3;217,2;400;50,9;81,0;91,9;194,8;
Kalmar;Kommunal;371;48,4;86,8;93,3;217,2;395;51,6;81,0;91,9;194,8;
Kalmar;Enskild;..;..;.;.;.;..;..;.;.;.;
Karlsborg;Samtliga;50;51,5;94,0;~100;215,1;47;48,5;74,5;~100;187,7;
Karlsborg;Kommunal;50;51,5;94,0;~100;215,1;47;48,5;74,5;~100;187,7;
Karlshamn;Samtliga;159;46,1;78,6;93,7;206,5;186;53,9;70,4;90,9;197,7;
Karlshamn;Kommunal;159;46,1;78,6;93,7;206,5;186;53,9;70,4;90,9;197,7;
Karlskoga;Samtliga;172;45,6;77,3;89,5;208,5;205;54,4;74,1;89,8;187,5;
Karlskoga;Kommunal;172;45,6;77,3;89,5;208,5;205;54,4;74,1;89,8;187,5;
Karlskrona;Samtliga;357;47,6;79,3;91,9;209,5;393;52,4;72,0;86,3;190,7;
Karlskrona;Kommunal;321;48,0;78,2;91,3;206,1;348;52,0;70,4;85,1;185,9;
Karlskrona;Enskild;36;44,4;88,9;~100;239,4;45;55,6;84,4;~100;226,7;
Karlstad;Samtliga;483;49,0;86,3;94,2;216,0;503;51,0;82,1;89,7;198,6;
Karlstad;Kommunal;483;49,0;86,3;94,2;216,0;503;51,0;82,1;89,7;198,6;
Katrineholm;Samtliga;225;48,1;75,6;87,1;213,6;243;51,9;61,3;81,5;179,9;
Katrineholm;Kommunal;225;48,1;75,6;87,1;213,6;243;51,9;61,3;81,5;179,9;
Kil;Samtliga;115;53,0;78,3;92,2;204,7;102;47,0;72,5;92,2;203,3;
Kil;Kommunal;115;53,0;78,3;92,2;204,7;102;47,0;72,5;92,2;203,3;
Kinda;Samtliga;74;49,7;81,1;~100;226,8;75;50,3;66,7;85,3;186,2;
Kinda;Kommunal;74;49,7;81,1;~100;226,8;75;50,3;66,7;85,3;186,2;
Kiruna;Samtliga;181;52,8;83,4;88,4;219,4;162;47,2;71,6;81,5;188,1;
Kiruna;Kommunal;181;52,8;83,4;88,4;219,4;162;47,2;71,6;81,5;188,1;
Klippan;Samtliga;91;41,6;79,1;89,0;221,0;128;58,4;76,6;88,3;194,8;
Klippan;Kommunal;91;41,6;79,1;89,0;221,0;128;58,4;76,6;88,3;194,8;
Knivsta;Samtliga;117;55,5;76,9;94,9;219,3;94;44,5;70,2;86,2;200,8;
Knivsta;Kommunal;107;56,0;74,8;94,4;217,1;84;44,0;67,9;84,5;196,8;
Knivsta;Enskild;10;50,0;100,0;100,0;243,0;10;50,0;..;100,0;234,0;
Kramfors;Samtliga;126;44,8;74,6;87,3;203,9;155;55,2;71,6;86,5;190,3;
Kramfors;Kommunal;126;44,8;74,6;87,3;203,9;155;55,2;71,6;86,5;190,3;
Kristianstad;Samtliga;501;49,2;77,2;89,0;210,5;518;50,8;69,3;89,6;193,7;
Kristianstad;Kommunal;474;48,9;77,0;88,8;209,7;496;51,1;69,4;89,1;192,6;
Kristianstad;Enskild;27;55,1;81,5;~100;225,9;22;44,9;68,2;100,0;219,3;
Kristinehamn;Samtliga;160;50,8;84,4;93,1;218,5;155;49,2;74,2;87,1;201,0;
Kristinehamn;Kommunal;160;50,8;84,4;93,1;218,5;155;49,2;74,2;87,1;201,0;
Krokom;Samtliga;101;49,3;86,1;94,1;212,0;104;50,7;81,7;95,2;198,5;
Krokom;Kommunal;101;49,3;86,1;94,1;212,0;104;50,7;81,7;95,2;198,5;
Kumla;Samtliga;144;50,0;75,7;84,0;195,8;144;50,0;70,8;87,5;181,1;
Kumla;Kommunal;144;50,0;75,7;84,0;195,8;144;50,0;70,8;87,5;181,1;
Kungsbacka;Samtliga;500;48,6;86,4;97,1;230,8;528;51,4;83,9;92,6;204,3;
Kungsbacka;Kommunal;445;48,6;85,8;96,9;229,4;471;51,4;83,0;92,4;202,4;
Kungsbacka;Enskild;55;49,1;94,1;100,0;249,4;57;50,9;93,5;~100;224,0;
Kungsör;Samtliga;45;40,2;60,0;~100;188,7;67;59,8;64,2;88,1;193,8;
Kungsör;Kommunal;45;40,2;60,0;~100;188,7;67;59,8;64,2;88,1;193,8;
Kungälv;Samtliga;269;46,2;82,5;90,9;211,2;313;53,8;78,3;87,6;197,0;
Kungälv;Kommunal;226;45,7;82,3;91,2;211,7;268;54,3;76,5;86,2;194,8;
Kungälv;Enskild;43;48,9;84,6;~100;206,5;45;51,1;93,5;100,0;215,2;
Kävlinge;Samtliga;187;48,6;73,3;88,2;210,9;198;51,4;70,2;87,4;196,4;
Kävlinge;Kommunal;187;48,6;73,3;88,2;210,9;198;51,4;70,2;87,4;196,4;
Köping;Samtliga;160;44,6;73,8;85,0;205,9;199;55,4;73,9;85,9;200,7;
Köping;Kommunal;160;44,6;73,8;85,0;205,9;199;55,4;73,9;85,9;200,7;
Laholm;Samtliga;173;49,7;82,1;89,0;218,3;175;50,3;72,0;86,9;197,5;
Laholm;Kommunal;173;49,7;82,1;89,0;218,3;175;50,3;72,0;86,9;197,5;
Landskrona;Samtliga;261;52,5;70,5;83,9;200,2;236;47,5;63,1;82,6;178,2;
Landskrona;Kommunal;208;50,7;70,2;84,1;197,8;202;49,3;64,9;82,2;180,4;
Landskrona;Enskild;53;60,9;71,7;83,0;209,9;34;39,1;52,9;85,3;165,4;
Laxå;Samtliga;35;37,2;80,0;80,0;216,8;59;62,8;72,9;~100;179,4;
Laxå;Kommunal;35;37,2;80,0;80,0;216,8;59;62,8;72,9;~100;179,4;
Lekeberg;Samtliga;41;47,1;75,6;87,8;222,4;46;52,9;71,7;80,4;191,8;
Lekeberg;Kommunal;41;47,1;75,6;87,8;222,4;46;52,9;71,7;80,4;191,8;
Leksand;Samtliga;119;49,4;83,2;91,6;224,7;122;50,6;80,3;84,4;193,0;
Leksand;Kommunal;116;48,7;82,8;91,4;224,0;122;51,3;80,3;84,4;193,0;
Leksand;Enskild;..;..;..;..;..;..;..;.;.;.;
Lerum;Samtliga;335;53,3;73,4;92,5;222,9;293;46,7;75,5;92,2;200,4;
Lerum;Kommunal;319;53,1;73,4;92,5;222,9;282;46,9;75,5;92,2;200,4;
Lerum;Enskild;16;59,3;.;.;.;11;40,7;.;.;.;
Lessebo;Samtliga;42;42,0;78,6;88,1;222,3;58;58,0;75,9;91,4;189,0;
Lessebo;Kommunal;42;42,0;78,6;88,1;222,3;58;58,0;75,9;91,4;189,0;
Lidingö;Samtliga;243;51,8;92,2;97,9;250,3;226;48,2;87,6;96,9;225,7;
Lidingö;Kommunal;222;51,3;91,4;97,7;248,5;211;48,7;87,2;96,7;223,9;
Lidingö;Enskild;21;58,3;100,0;100,0;269,3;15;41,7;93,3;100,0;251,3;
Lidköping;Samtliga;271;49,9;80,4;92,6;216,4;272;50,1;75,7;91,5;199,9;
Lidköping;Kommunal;271;49,9;80,4;92,6;216,4;272;50,1;75,7;91,5;199,9;
Lilla Edet;Samtliga;90;54,2;53,3;76,7;187,5;76;45,8;65,8;77,6;189,3;
