Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2014/15

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Arvika;Enskild;31;75,6;83,9;~100;235,2;10;24,4;..;..;199,8;
Askersund;Samtliga;49;49,0;79,6;83,7;230,2;51;51,0;43,1;72,5;165,6;
Askersund;Kommunal;49;49,0;79,6;83,7;230,2;51;51,0;43,1;72,5;165,6;
Avesta;Samtliga;105;49,1;70,5;81,9;227,8;109;50,9;65,1;81,7;202,7;
Avesta;Kommunal;105;49,1;70,5;81,9;227,8;109;50,9;65,1;81,7;202,7;
Bengtsfors;Samtliga;47;48,5;63,8;72,3;200,7;50;51,5;54,0;64,0;184,9;
Bengtsfors;Kommunal;47;48,5;63,8;72,3;200,7;50;51,5;54,0;64,0;184,9;
Berg;Samtliga;34;48,6;73,5;79,4;217,1;36;51,4;58,3;69,4;178,2;
Berg;Kommunal;34;48,6;73,5;79,4;217,1;36;51,4;58,3;69,4;178,2;
Bjurholm;Samtliga;18;58,1;72,2;~100;201,8;13;41,9;76,9;~100;199,2;
Bjurholm;Kommunal;18;58,1;72,2;~100;201,8;13;41,9;76,9;~100;199,2;
Bjuv;Samtliga;55;43,0;81,8;89,1;224,7;73;57,0;75,3;93,2;204,1;
Bjuv;Kommunal;55;43,0;81,8;89,1;224,7;73;57,0;75,3;93,2;204,1;
Boden;Samtliga;156;52,7;85,3;91,0;241,2;140;47,3;75,7;82,1;210,7;
Boden;Kommunal;121;53,5;83,5;90,9;237,4;105;46,5;69,5;76,2;202,5;
Boden;Enskild;35;50,0;91,4;~100;254,1;35;50,0;94,3;100,0;233,3;
Bollebygd;Samtliga;27;40,9;85,2;~100;240,1;39;59,1;84,6;~100;216,8;
Bollebygd;Kommunal;27;40,9;85,2;~100;240,1;39;59,1;84,6;~100;216,8;
Bollnäs;Samtliga;134;49,3;70,1;76,9;212,7;138;50,7;71,7;78,3;193,0;
Bollnäs;Kommunal;74;51,0;52,7;60,8;177,9;71;49,0;54,9;60,6;168,4;
Bollnäs;Enskild;60;47,2;91,7;~100;253,9;67;52,8;89,6;~100;216,9;
Borgholm;Samtliga;36;40,9;83,3;~100;248,7;52;59,1;76,9;82,7;203,7;
Borgholm;Kommunal;36;40,9;83,3;~100;248,7;52;59,1;76,9;82,7;203,7;
Borlänge;Samtliga;289;48,5;72,3;80,3;222,4;307;51,5;61,2;72,6;192,2;
Borlänge;Kommunal;258;47,8;71,7;80,6;222,3;282;52,2;60,6;71,6;190,7;
Borlänge;Enskild;31;55,4;77,4;77,4;223,2;25;44,6;68,0;~100;208,4;
Borås;Samtliga;553;49,9;81,2;87,2;242,9;555;50,1;77,5;85,8;216,8;
Borås;Kommunal;411;47,9;77,9;84,4;233,9;447;52,1;73,4;83,2;208,3;
Borås;Enskild;142;56,8;90,8;95,1;268,7;108;43,2;94,4;~100;251,8;
Botkyrka;Samtliga;436;51,1;71,3;83,3;227,1;417;48,9;71,0;80,8;204,4;
Botkyrka;Kommunal;367;50,1;68,7;80,9;223,1;365;49,9;69,9;79,2;200,3;
Botkyrka;Enskild;69;57,0;85,5;~100;248,0;52;43,0;78,8;~100;232,7;
Boxholm;Samtliga;32;64,0;71,9;~100;208,0;18;36,0;72,2;~100;191,0;
Boxholm;Kommunal;32;64,0;71,9;~100;208,0;18;36,0;72,2;~100;191,0;
Bromölla;Samtliga;56;46,7;75,0;87,5;216,9;64;53,3;73,4;82,8;204,8;
Bromölla;Kommunal;56;46,7;75,0;87,5;216,9;64;53,3;73,4;82,8;204,8;
Bräcke;Samtliga;36;41,4;77,8;83,3;228,8;51;58,6;82,4;86,3;215,3;
Bräcke;Kommunal;36;41,4;77,8;83,3;228,8;51;58,6;82,4;86,3;215,3;
Burlöv;Samtliga;89;50,9;79,8;86,5;241,7;86;49,1;68,6;77,9;204,7;
Burlöv;Kommunal;89;50,9;79,8;86,5;241,7;86;49,1;68,6;77,9;204,7;
Båstad;Samtliga;53;44,9;90,6;~100;249,9;65;55,1;76,9;87,7;212,8;
Båstad;Kommunal;53;44,9;90,6;~100;249,9;65;55,1;76,9;87,7;212,8;
Dals-Ed;Samtliga;25;52,1;80,0;80,0;231,8;23;47,9;47,8;60,9;160,8;
Dals-Ed;Kommunal;25;52,1;80,0;80,0;231,8;23;47,9;47,8;60,9;160,8;
Danderyd;Samtliga;228;46,5;93,0;96,9;271,5;262;53,5;91,2;96,2;248,2;
Danderyd;Kommunal;148;48,5;91,9;96,6;274,2;157;51,5;89,8;96,2;244,0;
Danderyd;Enskild;80;43,2;95,0;~100;266,3;105;56,8;93,3;~100;254,5;
Degerfors;Samtliga;61;48,4;72,1;80,3;225,6;65;51,6;52,3;73,8;189,9;
Degerfors;Kommunal;61;48,4;72,1;80,3;225,6;65;51,6;52,3;73,8;189,9;
Dorotea;Samtliga;..;..;..;..;168,3;..;..;..;..;..;
Dorotea;Kommunal;..;..;..;..;168,3;..;..;..;..;..;
Eda;Samtliga;33;50,0;81,8;~100;226,3;33;50,0;69,7;75,8;203,6;
Eda;Kommunal;33;50,0;81,8;~100;226,3;33;50,0;69,7;75,8;203,6;
Ekerö;Samtliga;110;39,7;88,2;92,7;261,5;167;60,3;92,2;95,8;239,0;
Ekerö;Kommunal;99;40,2;86,9;91,9;256,3;147;59,8;91,8;95,2;234,8;
Ekerö;Enskild;11;35,5;100,0;100,0;307,3;20;64,5;95,0;100,0;270,4;
Eksjö;Samtliga;83;50,3;75,9;78,3;231,3;82;49,7;62,2;68,3;191,9;
Eksjö;Kommunal;80;51,6;78,8;81,3;237,2;75;48,4;68,0;73,3;200,0;
Eksjö;Enskild;..;..;.;.;..;..;..;.;..;..;
Emmaboda;Samtliga;46;50,5;84,8;89,1;228,3;45;49,5;57,8;77,8;173,5;
Emmaboda;Kommunal;46;50,5;84,8;89,1;228,3;45;49,5;57,8;77,8;173,5;
Enköping;Samtliga;207;47,8;77,3;89,4;224,2;226;52,2;76,5;86,3;210,1;
Enköping;Kommunal;157;47,4;76,4;88,5;222,1;174;52,6;77,0;83,9;204,4;
Enköping;Enskild;50;49,0;80,0;~100;230,7;52;51,0;75,0;~100;229,6;
Eskilstuna;Samtliga;595;52,7;78,3;86,1;238,1;534;47,3;72,3;82,6;205,1;
Eskilstuna;Kommunal;468;52,0;74,8;83,1;226,4;432;48,0;66,4;78,5;192,7;
Eskilstuna;Enskild;127;55,5;91,3;~100;281,6;102;44,5;97,1;100,0;256,6;
Eslöv;Samtliga;160;52,1;74,4;81,3;221,5;147;47,9;74,8;86,4;211,8;
Eslöv;Kommunal;160;52,1;74,4;81,3;221,5;147;47,9;74,8;86,4;211,8;
Essunga;Samtliga;36;51,4;83,3;~100;230,2;34;48,6;73,5;~100;195,6;
Essunga;Kommunal;36;51,4;83,3;~100;230,2;34;48,6;73,5;~100;195,6;
Fagersta;Samtliga;80;53,0;63,8;73,8;203,9;71;47,0;60,6;64,8;178,6;
Fagersta;Kommunal;68;50,7;58,8;70,6;201,4;66;49,3;60,6;65,2;180,5;
Fagersta;Enskild;..;..;91,7;~100;217,9;..;..;..;..;..;
Falkenberg;Samtliga;216;48,1;75,9;87,5;230,3;233;51,9;73,0;86,3;206,4;
Falkenberg;Kommunal;191;48,0;72,8;85,9;223,0;207;52,0;70,5;85,0;202,9;
Falkenberg;Enskild;25;49,0;100,0;100,0;286,1;26;51,0;92,3;~100;233,7;
Falköping;Samtliga;158;44,5;70,3;77,8;208,2;197;55,5;66,5;75,6;196,4;
Falköping;Kommunal;144;43,0;68,8;76,4;206,9;191;57,0;67,0;76,4;196,6;
Falköping;Enskild;..;..;85,7;~100;220,4;..;..;..;..;..;
Falun;Samtliga;293;50,3;80,5;86,7;229,1;290;49,7;74,5;84,5;205,8;
Falun;Kommunal;251;49,3;78,9;85,3;224,3;258;50,7;73,6;83,7;204,4;
Falun;Enskild;42;56,8;90,5;~100;257,9;32;43,2;81,3;~100;216,7;
Filipstad;Samtliga;45;51,7;93,3;~100;241,2;42;48,3;76,2;~100;214,3;
Filipstad;Kommunal;45;51,7;93,3;~100;241,2;42;48,3;76,2;~100;214,3;
Finspång;Samtliga;81;45,0;75,3;82,7;217,2;99;55,0;52,5;68,7;179,2;
Finspång;Kommunal;81;45,0;75,3;82,7;217,2;99;55,0;52,5;68,7;179,2;
Flen;Samtliga;81;45,5;55,6;67,9;193,5;97;54,5;51,5;68,0;176,7;
Flen;Kommunal;77;45,8;54,5;67,5;189,0;91;54,2;49,5;67,0;175,5;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;61;44,9;85,2;~100;236,5;75;55,1;74,7;~100;202,5;
Forshaga;Kommunal;61;44,9;85,2;~100;236,5;75;55,1;74,7;~100;202,5;
Färgelanda;Samtliga;31;50,0;51,6;54,8;196,4;31;50,0;41,9;48,4;161,9;
Färgelanda;Kommunal;31;50,0;51,6;54,8;196,4;31;50,0;41,9;48,4;161,9;
Gagnef;Samtliga;72;57,1;77,8;93,1;232,0;54;42,9;72,2;83,3;202,9;
Gagnef;Kommunal;72;57,1;77,8;93,1;232,0;54;42,9;72,2;83,3;202,9;
Gislaved;Samtliga;171;52,1;80,1;84,2;223,9;157;47,9;66,2;77,1;192,9;
Gislaved;Kommunal;170;53,0;80,6;84,7;224,3;151;47,0;66,2;77,5;193,3;
Gislaved;Enskild;..;..;.;.;..;..;..;..;..;..;
Gnesta;Samtliga;42;41,2;76,2;~100;230,5;60;58,8;60,0;80,0;188,5;
Gnesta;Kommunal;38;40,4;76,3;~100;227,7;56;59,6;57,1;78,6;187,2;
Gnesta;Enskild;..;..;..;..;..;..;..;..;..;..;
Gnosjö;Samtliga;48;42,1;62,5;70,8;213,3;66;57,9;74,2;77,3;199,7;
Gnosjö;Kommunal;48;42,1;62,5;70,8;213,3;66;57,9;74,2;77,3;199,7;
Gotland;Samtliga;295;50,2;81,0;85,1;234,3;293;49,8;78,5;86,3;217,3;
Gotland;Kommunal;232;46,6;81,9;84,9;236,0;266;53,4;77,1;85,3;214,6;
Gotland;Enskild;63;70,0;77,8;85,7;228,1;27;30,0;92,6;~100;242,9;
Grums;Samtliga;46;53,5;60,9;78,3;193,6;40;46,5;52,5;62,5;178,2;
Grums;Kommunal;46;53,5;60,9;78,3;193,6;40;46,5;52,5;62,5;178,2;
Grästorp;Samtliga;33;53,2;81,8;~100;235,5;29;46,8;79,3;~100;201,0;
Grästorp;Kommunal;33;53,2;81,8;~100;235,5;29;46,8;79,3;~100;201,0;
Gullspång;Samtliga;29;42,0;69,0;79,3;190,6;40;58,0;85,0;87,5;195,4;
Gullspång;Kommunal;29;42,0;69,0;79,3;190,6;40;58,0;85,0;87,5;195,4;
Gällivare;Samtliga;81;49,1;84,0;90,1;246,7;84;50,9;83,3;91,7;215,9;
Gällivare;Kommunal;67;46,2;83,6;89,6;245,6;78;53,8;82,1;91,0;212,9;
Gällivare;Enskild;..;..;85,7;~100;252,0;..;..;..;..;..;
Gävle;Samtliga;484;47,3;76,7;86,4;230,7;539;52,7;63,1;79,6;191,6;
Gävle;Kommunal;311;49,1;74,3;83,6;220,9;323;50,9;58,5;74,0;183,0;
Gävle;Enskild;173;44,5;80,9;91,3;248,5;216;55,5;69,9;88,0;204,1;
Göteborg;Samtliga;2 250;48,4;72,9;83,2;234,3;2 399;51,6;70,3;82,2;216,3;
Göteborg;Kommunal;1 549;48,4;68,1;78,6;224,8;1 651;51,6;65,2;77,9;205,9;
Göteborg;Enskild;701;48,4;83,9;93,8;255,5;748;51,6;81,9;92,1;239,8;
Götene;Samtliga;69;48,9;85,5;88,4;243,5;72;51,1;72,2;77,8;190,3;
Götene;Kommunal;69;48,9;85,5;88,4;243,5;72;51,1;72,2;77,8;190,3;
Habo;Samtliga;49;40,2;69,4;75,5;216,3;73;59,8;75,3;86,3;210,4;
Habo;Kommunal;49;40,2;69,4;75,5;216,3;73;59,8;75,3;86,3;210,4;
Hagfors;Samtliga;58;49,2;79,3;86,2;216,6;60;50,8;76,7;85,0;199,1;
Hagfors;Kommunal;58;49,2;79,3;86,2;216,6;60;50,8;76,7;85,0;199,1;
Hallsberg;Samtliga;85;53,1;81,2;84,7;236,3;75;46,9;80,0;90,7;216,5;
Hallsberg;Kommunal;85;53,1;81,2;84,7;236,3;75;46,9;80,0;90,7;216,5;
Hallstahammar;Samtliga;77;49,4;76,6;80,5;230,8;79;50,6;54,4;69,6;180,1;
Hallstahammar;Kommunal;77;49,4;76,6;80,5;230,8;79;50,6;54,4;69,6;180,1;
Halmstad;Samtliga;464;48,4;84,5;88,1;232,1;495;51,6;80,8;87,7;207,5;
Halmstad;Kommunal;396;47,4;83,6;87,1;229,3;440;52,6;80,2;87,5;204,8;
Halmstad;Enskild;68;55,3;89,7;~100;247,9;55;44,7;85,5;89,1;229,4;
Hammarö;Samtliga;92;50,5;90,2;~100;255,1;90;49,5;82,2;86,7;235,7;
Hammarö;Kommunal;92;50,5;90,2;~100;255,1;90;49,5;82,2;86,7;235,7;
Haninge;Samtliga;380;47,0;71,6;83,7;229,0;428;53,0;68,2;81,5;206,0;
Haninge;Kommunal;321;47,9;70,1;81,9;226,5;349;52,1;68,5;80,5;203,8;
Haninge;Enskild;59;42,8;79,7;~100;242,2;79;57,2;67,1;86,1;215,5;
Haparanda;Samtliga;44;43,6;95,5;~100;239,6;57;56,4;68,4;77,2;193,8;
Haparanda;Kommunal;44;43,6;95,5;~100;239,6;57;56,4;68,4;77,2;193,8;
Heby;Samtliga;72;51,1;73,6;86,1;220,3;69;48,9;78,3;91,3;208,6;
Heby;Kommunal;72;51,1;73,6;86,1;220,3;69;48,9;78,3;91,3;208,6;
Hedemora;Samtliga;81;51,3;77,8;85,2;224,4;77;48,7;79,2;88,3;197,1;
Hedemora;Kommunal;71;53,0;81,7;87,3;228,5;63;47,0;79,4;90,5;195,0;
Hedemora;Enskild;10;41,7;..;..;195,3;14;58,3;78,6;~100;206,6;
Helsingborg;Samtliga;681;48,7;81,8;85,5;243,0;717;51,3;72,1;81,3;217,8;
Helsingborg;Kommunal;438;47,6;79,5;83,3;240,4;482;52,4;68,7;78,2;214,6;
Helsingborg;Enskild;243;50,8;86,0;89,3;247,9;235;49,2;79,1;87,7;224,3;
Herrljunga;Samtliga;53;47,7;92,5;~100;255,5;58;52,3;69,0;77,6;201,6;
Herrljunga;Kommunal;53;47,7;92,5;~100;255,5;58;52,3;69,0;77,6;201,6;
Hjo;Samtliga;45;47,9;82,2;88,9;233,6;49;52,1;79,6;~100;207,3;
Hjo;Kommunal;45;47,9;82,2;88,9;233,6;49;52,1;79,6;~100;207,3;
Hofors;Samtliga;39;42,4;82,1;84,6;232,7;53;57,6;73,6;77,4;211,9;
Hofors;Kommunal;39;42,4;82,1;84,6;232,7;53;57,6;73,6;77,4;211,9;
Huddinge;Samtliga;577;50,9;84,1;90,3;245,2;556;49,1;81,8;89,9;222,8;
Huddinge;Kommunal;484;49,7;83,1;88,4;241,6;489;50,3;80,4;88,8;220,4;
Huddinge;Enskild;93;58,1;89,2;100,0;263,8;67;41,9;92,5;~100;239,9;
Hudiksvall;Samtliga;186;50,8;80,1;87,6;235,5;180;49,2;66,1;81,1;189,7;
Hudiksvall;Kommunal;160;53,7;82,5;88,1;237,4;138;46,3;64,5;77,5;185,4;
Hudiksvall;Enskild;26;38,2;65,4;~100;223,9;42;61,8;71,4;~100;203,5;
Hultsfred;Samtliga;61;50,8;68,9;73,8;228,1;59;49,2;76,3;81,4;214,8;
Hultsfred;Kommunal;48;48,0;70,8;77,1;232,7;52;52,0;76,9;80,8;214,8;
Hultsfred;Enskild;..;..;..;..;210,0;..;..;..;..;..;
Hylte;Samtliga;57;54,8;64,9;84,2;214,6;47;45,2;59,6;76,6;192,3;
Hylte;Kommunal;55;56,1;63,6;83,6;212,5;43;43,9;58,1;74,4;183,4;
Hylte;Enskild;..;..;..;..;..;..;..;..;..;..;
Håbo;Samtliga;116;47,3;78,4;93,1;238,1;129;52,7;68,2;91,5;208,0;
Håbo;Kommunal;90;45,7;73,3;92,2;234,0;107;54,3;63,6;90,7;202,8;
Håbo;Enskild;26;54,2;96,2;~100;252,1;22;45,8;90,9;~100;232,8;
Hällefors;Samtliga;34;47,9;61,8;73,5;207,6;37;52,1;70,3;75,7;185,6;
Hällefors;Kommunal;34;47,9;61,8;73,5;207,6;37;52,1;70,3;75,7;185,6;
Härjedalen;Samtliga;45;42,5;82,2;84,4;239,7;61;57,5;70,5;78,7;195,2;
Härjedalen;Kommunal;45;42,5;82,2;84,4;239,7;61;57,5;70,5;78,7;195,2;
Härnösand;Samtliga;130;50,0;81,5;90,0;230,5;130;50,0;67,7;76,9;191,8;
Härnösand;Kommunal;128;50,8;81,3;89,8;230,9;124;49,2;67,7;77,4;190,2;
Härnösand;Enskild;..;..;..;..;..;..;..;..;..;..;
Härryda;Samtliga;220;49,2;88,6;93,2;250,7;227;50,8;87,7;93,0;230,9;
Härryda;Kommunal;179;48,4;87,7;92,2;247,4;191;51,6;85,9;91,6;223,8;
Härryda;Enskild;41;53,2;92,7;~100;264,9;36;46,8;97,2;100,0;268,7;
Hässleholm;Samtliga;301;50,5;81,7;87,4;229,5;295;49,5;63,1;72,5;189,1;
Hässleholm;Kommunal;301;50,5;81,7;87,4;229,5;295;49,5;63,1;72,5;189,1;
Höganäs;Samtliga;134;44,5;85,8;88,8;245,3;167;55,5;87,4;92,8;231,8;
Höganäs;Kommunal;133;45,2;85,7;88,7;245,4;161;54,8;87,0;92,5;231,1;
Höganäs;Enskild;..;..;..;..;..;..;..;..;..;..;
Högsby;Samtliga;29;45,3;65,5;79,3;207,8;35;54,7;65,7;71,4;193,0;
Högsby;Kommunal;29;45,3;65,5;79,3;207,8;35;54,7;65,7;71,4;193,0;
Hörby;Samtliga;74;51,7;77,0;87,8;227,8;69;48,3;65,2;78,3;201,4;
Hörby;Kommunal;66;52,4;78,8;90,9;229,2;60;47,6;65,0;78,3;200,3;
Hörby;Enskild;..;..;..;..;..;..;..;..;..;..;
Höör;Samtliga;82;43,6;84,1;90,2;240,6;106;56,4;77,4;85,8;215,2;
Höör;Kommunal;72;43,6;84,7;90,3;239,1;93;56,4;75,3;83,9;211,8;
Höör;Enskild;10;43,5;..;..;250,5;13;56,5;92,3;100,0;238,5;
Jokkmokk;Samtliga;25;52,1;80,0;~100;240,8;23;47,9;78,3;~100;216,0;
Jokkmokk;Kommunal;16;43,2;81,3;~100;246,7;21;56,8;81,0;~100;223,8;
Jokkmokk;Enskild;..;..;..;..;..;..;..;..;..;..;
Järfälla;Samtliga;347;47,8;74,1;87,6;236,8;379;52,2;75,5;87,6;223,3;
Järfälla;Kommunal;264;47,6;70,5;84,8;231,8;291;52,4;70,4;84,9;212,7;
Järfälla;Enskild;83;48,5;85,5;~100;252,7;88;51,5;92,0;~100;258,0;
Jönköping;Samtliga;649;48,0;81,0;88,3;238,2;704;52,0;76,0;87,5;215,8;
Jönköping;Kommunal;505;47,7;80,4;87,7;232,8;553;52,3;74,0;86,6;213,2;
Jönköping;Enskild;144;48,8;83,3;90,3;257,4;151;51,2;83,4;90,7;225,4;
Kalix;Samtliga;80;45,7;86,3;93,8;238,1;95;54,3;74,7;84,2;196,5;
Kalix;Kommunal;74;44,3;86,5;93,2;237,8;93;55,7;74,2;83,9;196,7;
Kalix;Enskild;..;..;..;..;..;..;..;..;..;..;
Kalmar;Samtliga;315;48,2;83,5;90,5;236,3;339;51,8;79,4;87,3;205,7;
Kalmar;Kommunal;259;48,1;81,1;89,2;231,4;280;51,9;78,2;86,4;205,0;
Kalmar;Enskild;56;48,7;94,6;~100;258,6;59;51,3;84,7;91,5;208,6;
Karlsborg;Samtliga;30;52,6;93,3;~100;239,1;27;47,4;96,3;~100;205,8;
Karlsborg;Kommunal;30;52,6;93,3;~100;239,1;27;47,4;96,3;~100;205,8;
Karlshamn;Samtliga;148;48,5;74,3;87,8;233,5;157;51,5;64,3;78,3;196,6;
Karlshamn;Kommunal;136;49,1;74,3;88,2;233,9;141;50,9;63,8;78,0;195,6;
Karlshamn;Enskild;12;42,9;..;~100;229,2;16;57,1;68,8;~100;205,3;
Karlskoga;Samtliga;171;54,3;72,5;78,9;222,1;144;45,7;69,4;76,4;193,1;
Karlskoga;Kommunal;171;54,3;72,5;78,9;222,1;144;45,7;69,4;76,4;193,1;
Karlskrona;Samtliga;321;46,9;82,6;88,2;230,7;364;53,1;77,7;84,3;206,0;
Karlskrona;Kommunal;229;46,6;78,2;84,3;221,5;262;53,4;74,0;80,5;196,7;
Karlskrona;Enskild;92;47,4;93,5;~100;253,7;102;52,6;87,3;94,1;229,6;
Karlstad;Samtliga;374;47,2;86,4;93,0;239,7;419;52,8;82,8;89,5;214,2;
Karlstad;Kommunal;312;46,8;84,6;92,0;234,7;355;53,2;81,4;88,5;208,2;
Karlstad;Enskild;62;49,2;95,2;~100;265,0;64;50,8;90,6;~100;247,6;
Katrineholm;Samtliga;198;47,8;69,7;79,3;222,8;216;52,2;67,6;80,1;195,4;
Katrineholm;Kommunal;142;46,4;63,4;74,6;218,8;164;53,6;64,0;76,8;192,4;
Katrineholm;Enskild;56;51,9;85,7;91,1;232,1;52;48,1;78,8;90,4;204,6;
Kil;Samtliga;50;39,7;74,0;86,0;228,0;76;60,3;61,8;82,9;193,8;
Kil;Kommunal;50;39,7;74,0;86,0;228,0;76;60,3;61,8;82,9;193,8;
Kinda;Samtliga;44;58,7;75,0;86,4;214,9;31;41,3;77,4;~100;203,2;
Kinda;Kommunal;44;58,7;75,0;86,4;214,9;31;41,3;77,4;~100;203,2;
Kiruna;Samtliga;70;42,2;87,1;88,6;247,6;96;57,8;77,1;84,4;217,4;
Kiruna;Kommunal;62;43,1;85,5;87,1;241,0;82;56,9;73,2;81,7;209,7;
Kiruna;Enskild;..;..;..;..;..;..;..;100,0;100,0;261,6;
Klippan;Samtliga;81;46,0;75,3;82,7;207,3;95;54,0;68,4;80,0;200,1;
Klippan;Kommunal;67;42,9;71,6;80,6;198,4;89;57,1;67,4;79,8;196,6;
Klippan;Enskild;..;..;92,9;~100;253,1;..;..;..;..;..;
Knivsta;Samtliga;84;52,2;86,9;91,7;243,9;77;47,8;83,1;92,2;220,1;
Knivsta;Kommunal;75;51,7;88,0;92,0;245,4;70;48,3;84,3;92,9;222,9;
Knivsta;Enskild;..;..;..;..;..;..;..;..;..;..;
Kramfors;Samtliga;92;45,5;79,3;82,6;235,3;110;54,5;70,0;80,0;194,9;
Kramfors;Kommunal;92;45,5;79,3;82,6;235,3;110;54,5;70,0;80,0;194,9;
Kristianstad;Samtliga;409;47,7;77,0;84,4;231,2;449;52,3;66,8;78,4;198,3;
Kristianstad;Kommunal;349;46,5;77,4;84,2;231,5;402;53,5;65,9;76,6;196,5;
Kristianstad;Enskild;60;56,1;75,0;85,0;229,3;47;43,9;74,5;~100;214,1;
Kristinehamn;Samtliga;132;55,0;78,8;83,3;229,2;108;45,0;61,1;72,2;189,0;
Kristinehamn;Kommunal;132;55,0;78,8;83,3;229,2;108;45,0;61,1;72,2;189,0;
Krokom;Samtliga;81;49,1;84,0;86,4;237,2;84;50,9;77,4;83,3;198,2;
Krokom;Kommunal;81;49,1;84,0;86,4;237,2;84;50,9;77,4;83,3;198,2;
Kumla;Samtliga;114;45,8;72,8;83,3;226,9;135;54,2;71,1;80,7;200,4;
Kumla;Kommunal;114;45,8;72,8;83,3;226,9;135;54,2;71,1;80,7;200,4;
Kungsbacka;Samtliga;475;50,1;88,8;93,3;253,0;473;49,9;83,9;90,7;226,5;
Kungsbacka;Kommunal;420;49,8;87,6;92,6;250,4;423;50,2;82,7;90,3;223,7;
Kungsbacka;Enskild;55;52,4;98,2;~100;272,8;50;47,6;94,0;~100;250,2;
Kungsör;Samtliga;34;48,6;79,4;79,4;233,9;36;51,4;61,1;80,6;199,6;
Kungsör;Kommunal;34;48,6;79,4;79,4;233,9;36;51,4;61,1;80,6;199,6;
Kungälv;Samtliga;238;51,0;84,9;92,9;239,1;229;49,0;88,6;94,8;228,3;
Kungälv;Kommunal;186;49,9;84,4;90,9;238,4;187;50,1;87,2;94,7;226,0;
Kungälv;Enskild;52;55,3;86,5;100,0;241,7;42;44,7;95,2;~100;238,3;
Kävlinge;Samtliga;156;50,2;89,7;92,3;244,5;155;49,8;84,5;90,3;218,2;
Kävlinge;Kommunal;134;51,0;89,6;91,8;245,6;129;49,0;81,4;88,4;213,3;
Kävlinge;Enskild;22;45,8;90,9;~100;237,5;26;54,2;100,0;100,0;241,8;
Köping;Samtliga;119;43,8;69,7;83,2;226,0;153;56,3;63,4;81,7;188,8;
Köping;Kommunal;119;43,8;69,7;83,2;226,0;153;56,3;63,4;81,7;188,8;
Laholm;Samtliga;111;46,3;71,2;77,5;225,6;129;53,8;67,4;80,6;200,4;
Laholm;Kommunal;111;46,3;71,2;77,5;225,6;129;53,8;67,4;80,6;200,4;
Landskrona;Samtliga;203;42,7;80,3;86,2;243,0;272;57,3;73,2;83,5;212,1;
Landskrona;Kommunal;152;42,9;78,3;83,6;238,0;202;57,1;65,3;78,7;206,8;
Landskrona;Enskild;51;42,1;86,3;~100;257,5;70;57,9;95,7;~100;226,4;
Laxå;Samtliga;26;39,4;80,8;80,8;213,1;40;60,6;50,0;62,5;168,0;
