Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2000/01

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
GAGNEF;Samtliga;64;49,2;82,8;~100;216,1;66;50,8;81,8;~100;189,5;
GAGNEF;Kommunal;64;49,2;82,8;~100;216,1;66;50,8;81,8;~100;189,5;
GISLAVED;Samtliga;195;47,2;78,5;89,7;213,9;218;52,8;52,3;83,0;172,0;
GISLAVED;Kommunal;195;47,2;78,5;89,7;213,9;218;52,8;52,3;83,0;172,0;
GNESTA;Samtliga;63;45,3;76,2;~100;205,8;76;54,7;59,2;84,2;178,9;
GNESTA;Kommunal;63;47,7;76,2;~100;205,8;69;52,3;63,8;91,3;184,7;
GNESTA;Enskild;..;..;.;.;.;..;..;..;..;..;
GNOSJÖ;Samtliga;63;43,4;82,5;~100;228,1;82;56,6;59,8;87,8;177,6;
GNOSJÖ;Kommunal;63;43,4;82,5;~100;228,1;82;56,6;59,8;87,8;177,6;
GOTLAND;Samtliga;377;53,4;80,4;92,6;212,4;329;46,6;71,7;89,1;190,2;
GOTLAND;Kommunal;369;53,6;80,8;92,7;213,1;319;46,4;72,7;89,3;191,7;
GOTLAND;Enskild;..;..;..;..;..;..;..;..;..;140,5;
GRUMS;Samtliga;45;40,5;77,8;100,0;216,2;66;59,5;80,3;~100;195,7;
GRUMS;Kommunal;45;40,5;77,8;100,0;216,2;66;59,5;80,3;~100;195,7;
GRÄSTORP;Samtliga;45;51,7;86,7;100,0;223,6;42;48,3;78,6;~100;179,1;
GRÄSTORP;Kommunal;45;51,7;86,7;100,0;223,6;42;48,3;78,6;~100;179,1;
GULLSPÅNG;Samtliga;42;53,8;83,3;100,0;219,3;36;46,2;63,9;~100;177,8;
GULLSPÅNG;Kommunal;42;53,8;83,3;100,0;219,3;36;46,2;63,9;~100;177,8;
GÄLLIVARE;Samtliga;117;51,3;78,6;89,7;219,8;111;48,7;72,1;84,7;195,0;
GÄLLIVARE;Kommunal;107;52,2;78,5;89,7;220,0;98;47,8;69,4;82,7;191,0;
GÄLLIVARE;Enskild;10;43,5;..;..;218,5;13;56,5;92,3;100,0;224,2;
GÄVLE;Samtliga;460;49,1;76,7;90,2;207,2;477;50,9;71,5;85,3;188,1;
GÄVLE;Kommunal;458;49,0;76,9;90,2;207,0;477;51,0;71,5;85,3;188,1;
GÄVLE;Enskild;..;..;..;..;..;..;..;.;.;.;
GÖTEBORG;Samtliga;2 263;48,5;76,8;87,4;216,1;2 401;51,5;70,0;83,7;197,1;
GÖTEBORG;Kommunal;1 968;48,3;75,0;86,2;212,0;2 109;51,7;68,1;82,2;192,8;
GÖTEBORG;Enskild;295;50,3;90,6;95,8;245,9;292;49,7;85,6;95,8;230,2;
GÖTENE;Samtliga;91;51,1;75,8;93,4;220,1;87;48,9;71,3;90,8;194,6;
GÖTENE;Kommunal;91;51,1;75,8;93,4;220,1;87;48,9;71,3;90,8;194,6;
HABO;Samtliga;81;49,1;93,8;100,0;221,0;84;50,9;78,6;89,3;183,3;
HABO;Kommunal;81;49,1;93,8;100,0;221,0;84;50,9;78,6;89,3;183,3;
HAGFORS;Samtliga;56;37,6;75,0;87,5;211,2;93;62,4;59,1;86,0;186,8;
HAGFORS;Kommunal;56;37,6;75,0;87,5;211,2;93;62,4;59,1;86,0;186,8;
HALLSBERG;Samtliga;105;48,2;76,2;87,6;202,0;113;51,8;64,6;85,0;186,1;
HALLSBERG;Kommunal;105;48,2;76,2;87,6;202,0;113;51,8;64,6;85,0;186,1;
HALLSTAHAMMAR;Samtliga;84;41,6;67,9;85,7;202,7;118;58,4;61,0;83,1;174,9;
HALLSTAHAMMAR;Kommunal;84;41,6;67,9;85,7;202,7;118;58,4;61,0;83,1;174,9;
HALMSTAD;Samtliga;504;48,8;84,9;93,3;222,4;528;51,2;74,2;90,5;193,1;
HALMSTAD;Kommunal;493;48,8;84,6;93,1;221,5;518;51,2;73,9;90,3;192,3;
HALMSTAD;Enskild;11;52,4;100,0;100,0;263,6;10;47,6;..;100,0;232,0;
HAMMARÖ;Samtliga;99;47,8;90,9;94,9;229,8;108;52,2;82,4;93,5;199,6;
HAMMARÖ;Kommunal;99;47,8;90,9;94,9;229,8;108;52,2;82,4;93,5;199,6;
HANINGE;Samtliga;396;48,8;67,2;82,1;195,3;416;51,2;51,9;75,5;171,9;
HANINGE;Kommunal;396;48,8;67,2;82,1;195,3;416;51,2;51,9;75,5;171,9;
HAPARANDA;Samtliga;84;53,8;84,5;92,9;232,3;72;46,2;73,6;90,3;195,6;
HAPARANDA;Kommunal;84;53,8;84,5;92,9;232,3;72;46,2;73,6;90,3;195,6;
HEBY;Samtliga;118;53,4;71,2;87,3;204,1;103;46,6;49,5;86,4;173,7;
HEBY;Kommunal;118;53,4;71,2;87,3;204,1;103;46,6;49,5;86,4;173,7;
HEDEMORA;Samtliga;126;48,1;82,1;91,1;212,2;136;51,9;73,7;91,7;192,9;
HEDEMORA;Kommunal;123;48,0;82,1;91,1;212,2;133;52,0;73,7;91,7;192,9;
HEDEMORA;Enskild;..;..;.;.;.;..;..;.;.;.;
HELSINGBORG;Samtliga;653;50,0;71,4;85,8;205,0;653;50,0;60,0;85,3;183,0;
HELSINGBORG;Kommunal;640;49,6;71,7;86,3;205,4;651;50,4;59,9;85,3;182,9;
HELSINGBORG;Enskild;..;..;..;..;183,0;..;..;..;..;..;
HERRLJUNGA;Samtliga;64;46,7;79,7;90,6;212,7;73;53,3;72,6;80,8;191,9;
HERRLJUNGA;Kommunal;64;46,7;79,7;90,6;212,7;73;53,3;72,6;80,8;191,9;
HJO;Samtliga;58;56,3;81,0;86,2;218,5;45;43,7;64,4;86,7;189,9;
HJO;Kommunal;58;56,3;81,0;86,2;218,5;45;43,7;64,4;86,7;189,9;
HOFORS;Samtliga;72;58,1;80,6;~100;201,5;52;41,9;51,9;84,6;158,4;
HOFORS;Kommunal;72;58,1;80,6;~100;201,5;52;41,9;51,9;84,6;158,4;
HUDDINGE;Samtliga;454;47,8;73,1;89,2;201,1;496;52,2;63,3;82,9;180,4;
HUDDINGE;Kommunal;426;48,4;74,9;90,8;204,1;454;51,6;64,1;84,4;180,6;
HUDDINGE;Enskild;28;40,0;46,4;64,3;154,3;42;60,0;54,8;66,7;177,2;
HUDIKSVALL;Samtliga;227;48,0;71,9;82,6;205,2;246;52,0;69,7;86,7;190,6;
HUDIKSVALL;Kommunal;224;48,2;71,9;82,6;205,2;241;51,8;69,7;86,7;190,6;
HUDIKSVALL;Enskild;..;..;.;.;.;..;..;.;.;.;
HULTSFRED;Samtliga;99;49,0;71,7;80,8;207,6;103;51,0;57,3;76,7;176,7;
HULTSFRED;Kommunal;99;49,0;71,7;80,8;207,6;103;51,0;57,3;76,7;176,7;
HYLTE;Samtliga;82;50,3;80,5;92,7;220,6;81;49,7;77,8;88,9;193,7;
HYLTE;Kommunal;82;50,3;80,5;92,7;220,6;81;49,7;77,8;88,9;193,7;
HÅBO;Samtliga;109;47,2;74,3;89,9;197,6;122;52,8;45,9;88,5;175,2;
HÅBO;Kommunal;106;48,0;74,5;89,6;195,6;115;52,0;45,2;90,4;173,5;
HÅBO;Enskild;..;..;..;..;..;..;..;..;..;..;
HÄLLEFORS;Samtliga;50;49,0;76,0;88,0;199,2;52;51,0;67,3;82,7;177,0;
HÄLLEFORS;Kommunal;50;49,0;76,0;88,0;199,2;52;51,0;67,3;82,7;177,0;
HÄRJEDALEN;Samtliga;48;42,1;66,7;85,4;209,0;66;57,9;72,7;80,3;191,1;
HÄRJEDALEN;Kommunal;48;42,1;66,7;85,4;209,0;66;57,9;72,7;80,3;191,1;
HÄRNÖSAND;Samtliga;127;41,6;84,3;94,5;212,0;178;58,4;80,3;92,1;194,3;
HÄRNÖSAND;Kommunal;127;41,6;84,3;94,5;212,0;178;58,4;80,3;92,1;194,3;
HÄRRYDA;Samtliga;201;47,6;81,6;96,0;214,0;221;52,4;72,9;91,4;198,7;
HÄRRYDA;Kommunal;201;47,6;81,6;96,0;214,0;221;52,4;72,9;91,4;198,7;
HÄSSLEHOLM;Samtliga;311;50,5;76,8;93,6;204,8;305;49,5;70,5;91,5;185,2;
HÄSSLEHOLM;Kommunal;311;50,5;76,8;93,6;204,8;305;49,5;70,5;91,5;185,2;
HÖGANÄS;Samtliga;132;49,1;78,8;87,9;206,7;137;50,9;75,9;89,1;202,9;
HÖGANÄS;Kommunal;126;48,6;78,6;87,3;204,1;133;51,4;76,7;90,2;203,7;
HÖGANÄS;Enskild;..;..;..;..;..;..;..;..;..;..;
HÖGSBY;Samtliga;42;46,2;83,3;~100;211,8;49;53,8;67,3;81,6;164,4;
HÖGSBY;Kommunal;42;46,2;83,3;~100;211,8;49;53,8;67,3;81,6;164,4;
HÖRBY;Samtliga;106;57,3;84,0;91,5;212,7;79;42,7;69,6;87,3;193,2;
HÖRBY;Kommunal;106;57,3;84,0;91,5;212,7;79;42,7;69,6;87,3;193,2;
HÖÖR;Samtliga;78;43,3;69,9;93,2;205,2;102;56,7;40,6;79,2;176,1;
HÖÖR;Kommunal;69;42,1;68,1;92,8;202,0;95;57,9;40,0;78,9;174,8;
HÖÖR;Enskild;..;..;..;..;..;..;..;..;..;..;
JOKKMOKK;Samtliga;31;47,0;80,6;~100;237,9;35;53,0;57,1;80,0;169,3;
JOKKMOKK;Kommunal;31;47,0;80,6;~100;237,9;35;53,0;57,1;80,0;169,3;
JÄRFÄLLA;Samtliga;323;45,9;78,3;90,4;218,0;381;54,1;69,6;88,5;201,2;
JÄRFÄLLA;Kommunal;323;45,9;78,3;90,4;218,0;381;54,1;69,6;88,5;201,2;
JÖNKÖPING;Samtliga;690;48,4;78,0;89,0;206,8;735;51,6;73,3;86,8;192,2;
JÖNKÖPING;Kommunal;688;48,6;78,1;89,1;207,0;729;51,4;73,7;87,0;192,5;
JÖNKÖPING;Enskild;..;..;..;..;..;..;..;..;..;..;
KALIX;Samtliga;114;47,7;66,7;85,1;199,4;125;52,3;49,6;80,8;162,5;
KALIX;Kommunal;114;47,7;66,7;85,1;199,4;125;52,3;49,6;80,8;162,5;
KALMAR;Samtliga;342;49,8;81,3;93,1;217,0;345;50,2;79,6;92,3;200,2;
KALMAR;Kommunal;332;49,5;81,3;93,1;217,0;339;50,5;79,6;92,3;200,2;
KALMAR;Enskild;..;..;.;.;.;..;..;.;.;.;
KARLSBORG;Samtliga;47;52,8;83,0;~100;198,6;42;47,2;78,6;88,1;196,1;
KARLSBORG;Kommunal;47;52,8;83,0;~100;198,6;42;47,2;78,6;88,1;196,1;
KARLSHAMN;Samtliga;177;49,6;79,7;93,8;217,8;180;50,4;71,7;87,8;184,8;
KARLSHAMN;Kommunal;177;49,6;79,7;93,8;217,8;180;50,4;71,7;87,8;184,8;
KARLSKOGA;Samtliga;155;45,9;78,7;92,3;208,8;183;54,1;65,0;85,2;178,5;
KARLSKOGA;Kommunal;155;45,9;78,7;92,3;208,8;183;54,1;65,0;85,2;178,5;
KARLSKRONA;Samtliga;361;51,0;79,2;93,6;211,6;347;49,0;65,1;84,7;187,5;
KARLSKRONA;Kommunal;338;51,4;79,3;93,5;211,4;320;48,6;65,0;83,4;186,0;
KARLSKRONA;Enskild;23;46,0;78,3;~100;214,8;27;54,0;66,7;100,0;205,0;
KARLSTAD;Samtliga;396;46,7;82,8;95,2;218,7;452;53,3;82,7;92,5;198,7;
KARLSTAD;Kommunal;396;46,7;82,8;95,2;218,7;452;53,3;82,7;92,5;198,7;
KATRINEHOLM;Samtliga;208;50,2;72,6;88,5;208,6;206;49,8;66,5;85,4;176,7;
KATRINEHOLM;Kommunal;208;50,2;72,6;88,5;208,6;206;49,8;66,5;85,4;176,7;
KIL;Samtliga;65;40,9;75,4;89,2;213,7;94;59,1;73,4;88,3;191,7;
KIL;Kommunal;65;40,9;75,4;89,2;213,7;94;59,1;73,4;88,3;191,7;
KINDA;Samtliga;62;48,4;83,9;~100;228,5;66;51,6;65,2;87,9;184,4;
KINDA;Kommunal;62;48,4;83,9;~100;228,5;66;51,6;65,2;87,9;184,4;
KIRUNA;Samtliga;165;54,1;78,2;89,1;212,1;140;45,9;80,7;91,4;194,6;
KIRUNA;Kommunal;165;54,1;78,2;89,1;212,1;140;45,9;80,7;91,4;194,6;
KLIPPAN;Samtliga;82;41,6;73,2;87,8;199,6;115;58,4;60,9;85,2;186,7;
KLIPPAN;Kommunal;82;41,6;73,2;87,8;199,6;115;58,4;60,9;85,2;186,7;
KRAMFORS;Samtliga;119;49,6;82,4;~100;216,4;121;50,4;61,2;84,3;179,8;
KRAMFORS;Kommunal;119;49,6;82,4;~100;216,4;121;50,4;61,2;84,3;179,8;
KRISTIANSTAD;Samtliga;451;49,1;78,3;89,1;208,3;468;50,9;66,2;84,8;186,5;
KRISTIANSTAD;Kommunal;451;49,1;78,3;89,1;208,3;468;50,9;66,2;84,8;186,5;
KRISTINEHAMN;Samtliga;131;47,3;80,2;90,8;218,8;146;52,7;65,1;82,2;177,1;
KRISTINEHAMN;Kommunal;131;47,3;80,2;90,8;218,8;146;52,7;65,1;82,2;177,1;
KROKOM;Samtliga;101;44,3;84,2;~100;207,2;127;55,7;79,5;89,0;185,6;
KROKOM;Kommunal;101;44,3;84,2;~100;207,2;127;55,7;79,5;89,0;185,6;
KUMLA;Samtliga;127;51,4;78,7;91,3;209,1;120;48,6;59,2;80,0;168,4;
KUMLA;Kommunal;127;51,4;78,7;91,3;209,1;120;48,6;59,2;80,0;168,4;
KUNGSBACKA;Samtliga;438;50,5;81,7;94,7;221,8;429;49,5;75,8;93,7;200,4;
KUNGSBACKA;Kommunal;426;50,6;81,5;94,6;221,3;416;49,4;75,5;93,5;199,8;
KUNGSBACKA;Enskild;12;48,0;91,7;100,0;239,6;13;52,0;84,6;100,0;219,6;
KUNGSÖR;Samtliga;52;46,0;71,2;~100;209,1;61;54,0;75,4;~100;197,7;
KUNGSÖR;Kommunal;52;46,0;71,2;~100;209,1;61;54,0;75,4;~100;197,7;
KUNGÄLV;Samtliga;211;46,9;85,0;94,8;210,8;239;53,1;83,8;90,8;192,1;
KUNGÄLV;Kommunal;193;45,7;85,0;94,8;210,8;229;54,3;83,8;90,8;192,1;
KUNGÄLV;Enskild;18;64,3;.;.;.;10;35,7;.;.;.;
KÄVLINGE;Samtliga;145;51,2;85,5;95,9;222,3;138;48,8;78,3;93,5;196,2;
KÄVLINGE;Kommunal;145;51,2;85,5;95,9;222,3;138;48,8;78,3;93,5;196,2;
KÖPING;Samtliga;144;44,6;68,8;86,8;208,9;179;55,4;67,6;87,2;180,7;
KÖPING;Kommunal;144;44,6;68,8;86,8;208,9;179;55,4;67,6;87,2;180,7;
LAHOLM;Samtliga;152;48,9;86,8;94,1;218,5;159;51,1;73,6;89,3;198,3;
LAHOLM;Kommunal;152;48,9;86,8;94,1;218,5;159;51,1;73,6;89,3;198,3;
LANDSKRONA;Samtliga;212;47,7;72,6;82,1;197,8;232;52,3;69,0;80,6;185,0;
LANDSKRONA;Kommunal;212;48,2;72,6;82,1;197,8;228;51,8;69,3;81,1;185,3;
LANDSKRONA;Enskild;..;..;.;.;.;..;..;..;..;..;
LAXÅ;Samtliga;32;38,6;84,4;~100;198,0;51;61,4;62,7;~100;172,3;
LAXÅ;Kommunal;32;38,6;84,4;~100;198,0;51;61,4;62,7;~100;172,3;
LEKEBERG;Samtliga;41;48,2;68,3;~100;204,8;44;51,8;45,5;81,8;163,8;
LEKEBERG;Kommunal;41;48,2;68,3;~100;204,8;44;51,8;45,5;81,8;163,8;
LEKSAND;Samtliga;103;50,7;90,3;95,1;239,5;100;49,3;81,0;87,0;199,4;
LEKSAND;Kommunal;100;50,0;90,0;95,0;238,0;100;50,0;81,0;87,0;199,4;
LEKSAND;Enskild;..;..;..;..;..;..;..;.;.;.;
LERUM;Samtliga;240;45,8;76,8;92,4;207,5;284;54,2;81,5;94,6;201,5;
LERUM;Kommunal;224;44,8;76,8;92,4;207,5;276;55,2;81,5;94,6;201,5;
LERUM;Enskild;..;..;.;.;.;..;..;.;.;.;
LESSEBO;Samtliga;59;57,8;86,4;91,5;221,2;43;42,2;88,4;~100;206,7;
LESSEBO;Kommunal;59;57,8;86,4;91,5;221,2;43;42,2;88,4;~100;206,7;
LIDINGÖ;Samtliga;202;49,3;85,1;94,6;244,4;208;50,7;78,8;95,7;215,7;
LIDINGÖ;Kommunal;184;49,1;84,2;94,6;243,8;191;50,9;77,5;95,3;213,5;
LIDINGÖ;Enskild;18;51,4;94,4;~100;250,0;17;48,6;94,1;100,0;240,6;
LIDKÖPING;Samtliga;203;45,5;78,8;89,2;212,9;243;54,5;78,2;91,4;196,4;
LIDKÖPING;Kommunal;203;45,5;78,8;89,2;212,9;243;54,5;78,2;91,4;196,4;
LILLA EDET;Samtliga;90;52,0;71,1;86,7;199,1;83;48,0;61,4;85,5;181,9;
LILLA EDET;Kommunal;90;52,0;71,1;86,7;199,1;83;48,0;61,4;85,5;181,9;
LINDESBERG;Samtliga;121;43,2;76,0;86,8;207,6;159;56,8;67,3;83,0;177,8;
LINDESBERG;Kommunal;121;43,2;76,0;86,8;207,6;159;56,8;67,3;83,0;177,8;
