Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2011/12

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Borlänge;Samtliga;293;48,9;71,3;86,0;206,8;306;51,1;64,7;83,3;184,2;
Borlänge;Kommunal;286;49,5;72,4;86,4;208,9;292;50,5;66,8;84,9;186,8;
Borlänge;Enskild;..;..;..;..;..;..;..;..;..;125,8;
Borås;Samtliga;510;48,2;82,9;89,8;229,6;549;51,8;76,5;88,0;199,3;
Borås;Kommunal;414;46,6;81,4;88,4;226,2;474;53,4;74,7;86,9;196,0;
Borås;Enskild;96;56,1;89,6;~100;244,3;75;43,9;88,0;~100;219,7;
Botkyrka;Samtliga;418;44,7;73,9;83,0;215,7;518;55,3;67,4;79,2;193,0;
Botkyrka;Kommunal;362;46,7;71,5;81,2;209,0;413;53,3;63,7;75,1;182,4;
Botkyrka;Enskild;56;34,8;89,3;~100;259,0;105;65,2;81,9;95,2;234,0;
Boxholm;Samtliga;35;51,5;68,6;85,7;207,9;33;48,5;69,7;~100;182,0;
Boxholm;Kommunal;35;51,5;68,6;85,7;207,9;33;48,5;69,7;~100;182,0;
Bromölla;Samtliga;61;47,7;73,8;~100;212,3;67;52,3;74,6;92,5;198,2;
Bromölla;Kommunal;61;47,7;73,8;~100;212,3;67;52,3;74,6;92,5;198,2;
Bräcke;Samtliga;32;45,7;68,8;~100;206,1;38;54,3;73,7;81,6;200,5;
Bräcke;Kommunal;32;45,7;68,8;~100;206,1;38;54,3;73,7;81,6;200,5;
Burlöv;Samtliga;78;48,4;76,9;84,6;216,5;83;51,6;59,0;79,5;191,5;
Burlöv;Kommunal;78;48,4;76,9;84,6;216,5;83;51,6;59,0;79,5;191,5;
Båstad;Samtliga;76;51,4;94,7;~100;230,7;72;48,6;84,7;93,1;198,8;
Båstad;Kommunal;76;51,4;94,7;~100;230,7;72;48,6;84,7;93,1;198,8;
Dals-Ed;Samtliga;24;53,3;75,0;~100;194,2;21;46,7;76,2;~100;182,1;
Dals-Ed;Kommunal;24;53,3;75,0;~100;194,2;21;46,7;76,2;~100;182,1;
Danderyd;Samtliga;198;44,4;97,0;~100;273,3;248;55,6;96,0;~100;251,7;
Danderyd;Kommunal;110;40,9;96,4;~100;267,2;159;59,1;95,6;~100;249,9;
Danderyd;Enskild;88;49,7;97,7;~100;280,9;89;50,3;96,6;100,0;254,9;
Degerfors;Samtliga;52;47,3;78,8;84,6;206,7;58;52,7;72,4;84,5;172,5;
Degerfors;Kommunal;52;47,3;78,8;84,6;206,7;58;52,7;72,4;84,5;172,5;
Dorotea;Samtliga;16;61,5;87,5;~100;228,8;10;38,5;..;100,0;183,5;
Dorotea;Kommunal;16;61,5;87,5;~100;228,8;10;38,5;..;100,0;183,5;
Eda;Samtliga;48;47,5;83,3;85,4;209,6;53;52,5;83,0;88,7;201,0;
Eda;Kommunal;48;47,5;83,3;85,4;209,6;53;52,5;83,0;88,7;201,0;
Ekerö;Samtliga;129;48,1;91,5;95,3;245,4;139;51,9;79,9;92,1;209,6;
Ekerö;Kommunal;117;49,8;90,6;94,9;243,2;118;50,2;78,8;92,4;204,2;
Ekerö;Enskild;12;36,4;100,0;100,0;266,7;21;63,6;85,7;~100;241,8;
Eksjö;Samtliga;77;45,6;77,9;85,7;216,3;92;54,4;81,5;89,1;204,7;
Eksjö;Kommunal;75;46,0;80,0;86,7;218,2;88;54,0;85,2;92,0;210,1;
Eksjö;Enskild;..;..;.;..;..;..;..;.;..;..;
Emmaboda;Samtliga;45;46,9;82,2;88,9;217,6;51;53,1;70,6;82,4;182,4;
Emmaboda;Kommunal;45;46,9;82,2;88,9;217,6;51;53,1;70,6;82,4;182,4;
Enköping;Samtliga;230;49,6;83,9;93,5;216,8;234;50,4;80,3;89,3;198,9;
Enköping;Kommunal;176;47,2;83,0;92,0;213,9;197;52,8;79,7;89,3;197,8;
Enköping;Enskild;54;59,3;87,0;~100;226,1;37;40,7;83,8;~100;204,5;
Eskilstuna;Samtliga;524;47,4;79,6;86,1;222,0;581;52,6;74,0;86,4;195,1;
Eskilstuna;Kommunal;434;46,4;75,6;83,2;210,0;501;53,6;71,1;84,4;187,1;
Eskilstuna;Enskild;90;52,9;98,9;100,0;279,5;80;47,1;92,5;~100;244,9;
Eslöv;Samtliga;163;44,9;79,1;82,2;212,2;200;55,1;69,0;82,5;192,5;
Eslöv;Kommunal;163;44,9;79,1;82,2;212,2;200;55,1;69,0;82,5;192,5;
Essunga;Samtliga;43;60,6;83,7;86,0;235,2;28;39,4;85,7;~100;191,8;
Essunga;Kommunal;43;60,6;83,7;86,0;235,2;28;39,4;85,7;~100;191,8;
Fagersta;Samtliga;55;43,0;81,8;89,1;207,5;73;57,0;65,8;83,6;183,2;
Fagersta;Kommunal;39;35,8;84,6;~100;209,7;70;64,2;67,1;82,9;185,9;
Fagersta;Enskild;..;..;75,0;~100;202,2;..;..;..;..;..;
Falkenberg;Samtliga;250;48,4;79,2;88,8;214,2;267;51,6;71,2;83,9;187,4;
Falkenberg;Kommunal;238;48,5;78,6;88,7;212,2;253;51,5;70,8;83,0;185,4;
Falkenberg;Enskild;12;46,2;91,7;~100;252,5;14;53,8;78,6;100,0;221,8;
Falköping;Samtliga;174;50,7;81,0;85,1;214,5;169;49,3;66,9;82,2;188,7;
Falköping;Kommunal;174;51,0;81,0;85,1;214,5;167;49,0;67,7;83,2;190,1;
Falköping;Enskild;..;..;.;.;.;..;..;.;.;..;
Falun;Samtliga;308;47,0;82,8;88,3;219,9;347;53,0;80,1;89,6;199,9;
Falun;Kommunal;266;45,9;83,8;88,7;219,4;314;54,1;79,9;89,5;197,7;
Falun;Enskild;42;56,0;76,2;85,7;222,6;33;44,0;81,8;~100;221,2;
Filipstad;Samtliga;54;51,4;75,9;88,9;223,2;51;48,6;72,5;84,3;200,5;
Filipstad;Kommunal;54;51,4;75,9;88,9;223,2;51;48,6;72,5;84,3;200,5;
Finspång;Samtliga;114;50,0;75,4;86,0;213,1;114;50,0;68,4;78,9;188,6;
Finspång;Kommunal;114;50,0;75,4;86,0;213,1;114;50,0;68,4;78,9;188,6;
Flen;Samtliga;77;44,3;70,1;81,8;210,0;97;55,7;58,8;78,4;190,2;
Flen;Kommunal;74;44,0;70,3;82,4;210,8;94;56,0;58,5;77,7;188,2;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;70;51,1;68,6;84,3;193,0;67;48,9;73,1;88,1;181,9;
Forshaga;Kommunal;70;51,1;68,6;84,3;193,0;67;48,9;73,1;88,1;181,9;
Färgelanda;Samtliga;30;41,7;83,3;~100;228,7;42;58,3;50,0;76,2;162,4;
Färgelanda;Kommunal;30;41,7;83,3;~100;228,7;42;58,3;50,0;76,2;162,4;
Gagnef;Samtliga;54;43,9;85,2;88,9;217,1;69;56,1;76,8;87,0;201,4;
Gagnef;Kommunal;54;43,9;85,2;88,9;217,1;69;56,1;76,8;87,0;201,4;
Gislaved;Samtliga;173;47,7;85,0;93,6;222,0;190;52,3;69,5;86,3;186,6;
Gislaved;Kommunal;166;47,0;84,9;94,0;220,8;187;53,0;69,0;86,1;185,9;
Gislaved;Enskild;..;..;..;..;..;..;..;..;..;..;
Gnesta;Samtliga;55;45,8;78,2;89,1;214,7;65;54,2;78,5;~100;199,5;
Gnesta;Kommunal;53;45,7;79,2;88,7;215,9;63;54,3;79,4;~100;200,4;
Gnesta;Enskild;..;..;..;..;..;..;..;..;..;..;
Gnosjö;Samtliga;62;48,4;77,4;79,0;208,5;66;51,6;78,8;80,3;190,8;
Gnosjö;Kommunal;62;48,4;77,4;79,0;208,5;66;51,6;78,8;80,3;190,8;
Gotland;Samtliga;291;47,8;77,9;89,7;225,3;318;52,2;70,1;84,0;192,6;
Gotland;Kommunal;250;47,3;76,0;88,8;224,7;279;52,7;69,5;83,5;193,1;
Gotland;Enskild;41;51,3;90,0;~100;228,8;39;48,8;74,4;87,2;189,1;
Grums;Samtliga;43;48,9;69,8;88,4;189,4;45;51,1;57,8;68,9;163,8;
Grums;Kommunal;43;48,9;69,8;88,4;189,4;45;51,1;57,8;68,9;163,8;
Grästorp;Samtliga;33;49,3;75,8;~100;221,0;34;50,7;67,6;~100;189,1;
Grästorp;Kommunal;33;49,3;75,8;~100;221,0;34;50,7;67,6;~100;189,1;
Gullspång;Samtliga;21;41,2;61,9;66,7;174,5;30;58,8;53,3;80,0;172,0;
Gullspång;Kommunal;21;41,2;61,9;66,7;174,5;30;58,8;53,3;80,0;172,0;
Gällivare;Samtliga;95;51,4;81,1;88,4;228,5;90;48,6;85,6;92,2;211,2;
Gällivare;Kommunal;80;48,2;78,8;86,3;223,4;86;51,8;84,9;91,9;212,6;
Gällivare;Enskild;..;..;93,3;100,0;255,7;..;..;..;..;..;
Gävle;Samtliga;524;49,7;77,5;90,1;218,4;530;50,3;68,5;87,7;196,9;
Gävle;Kommunal;368;49,5;72,3;87,0;208,6;376;50,5;64,6;84,0;187,1;
Gävle;Enskild;156;50,3;89,7;~100;241,5;154;49,7;77,9;96,8;220,4;
Göteborg;Samtliga;2 330;48,8;75,1;85,5;223,6;2 444;51,2;67,9;83,7;203,7;
Göteborg;Kommunal;1 639;47,6;71,8;83,1;217,1;1 802;52,4;64,5;81,1;197,7;
Göteborg;Enskild;691;51,8;83,3;91,5;240,1;642;48,2;78,4;91,9;222,2;
Götene;Samtliga;81;51,3;81,5;88,9;215,3;77;48,7;66,2;79,2;177,2;
Götene;Kommunal;81;51,3;81,5;88,9;215,3;77;48,7;66,2;79,2;177,2;
Habo;Samtliga;74;56,5;87,8;90,5;225,1;57;43,5;89,5;~100;200,2;
Habo;Kommunal;74;56,5;87,8;90,5;225,1;57;43,5;89,5;~100;200,2;
Hagfors;Samtliga;55;43,3;85,5;90,9;212,5;72;56,7;69,4;83,3;175,8;
Hagfors;Kommunal;55;43,3;85,5;90,9;212,5;72;56,7;69,4;83,3;175,8;
Hallsberg;Samtliga;89;50,3;70,8;80,9;205,5;88;49,7;63,6;72,7;180,3;
Hallsberg;Kommunal;89;50,3;70,8;80,9;205,5;88;49,7;63,6;72,7;180,3;
Hallstahammar;Samtliga;95;57,9;86,3;92,6;232,5;69;42,1;68,1;82,6;192,2;
Hallstahammar;Kommunal;95;57,9;86,3;92,6;232,5;69;42,1;68,1;82,6;192,2;
Halmstad;Samtliga;461;49,7;88,1;92,8;227,9;467;50,3;78,2;89,5;195,4;
Halmstad;Kommunal;424;49,5;87,5;92,5;227,3;433;50,5;77,1;88,9;193,9;
Halmstad;Enskild;37;52,1;94,6;~100;235,7;34;47,9;91,2;~100;215,5;
Hammarö;Samtliga;108;55,7;95,4;~100;239,6;86;44,3;93,0;~100;212,3;
Hammarö;Kommunal;108;55,7;95,4;~100;239,6;86;44,3;93,0;~100;212,3;
Haninge;Samtliga;378;50,7;74,1;83,3;215,3;367;49,3;60,5;79,0;188,5;
Haninge;Kommunal;343;53,5;73,5;82,5;215,1;298;46,5;59,1;78,5;184,0;
Haninge;Enskild;35;33,7;80,0;~100;217,4;69;66,3;66,7;81,2;208,0;
Haparanda;Samtliga;41;39,4;82,9;~100;231,2;63;60,6;81,0;85,7;190,6;
Haparanda;Kommunal;41;39,4;82,9;~100;231,2;63;60,6;81,0;85,7;190,6;
Heby;Samtliga;85;54,5;76,5;90,6;220,2;71;45,5;71,8;84,5;188,8;
Heby;Kommunal;85;54,5;76,5;90,6;220,2;71;45,5;71,8;84,5;188,8;
Hedemora;Samtliga;93;48,4;81,8;86,4;211,9;99;51,6;72,9;78,1;185,9;
Hedemora;Kommunal;68;44,4;82,4;86,8;210,3;85;55,6;76,5;82,4;188,0;
Hedemora;Enskild;25;64,1;80,0;~100;217,5;14;35,9;..;..;169,0;
Helsingborg;Samtliga;648;47,3;79,6;85,0;225,3;722;52,7;74,9;85,5;204,4;
Helsingborg;Kommunal;445;47,2;77,1;82,2;222,2;498;52,8;70,9;82,1;200,7;
Helsingborg;Enskild;203;47,5;85,2;91,1;232,1;224;52,5;83,9;92,9;212,6;
Herrljunga;Samtliga;52;48,1;80,8;90,4;219,9;56;51,9;73,2;85,7;191,7;
Herrljunga;Kommunal;52;48,1;80,8;90,4;219,9;56;51,9;73,2;85,7;191,7;
Hjo;Samtliga;51;52,6;68,6;88,2;211,0;46;47,4;67,4;78,3;183,8;
Hjo;Kommunal;51;52,6;68,6;88,2;211,0;46;47,4;67,4;78,3;183,8;
Hofors;Samtliga;40;45,5;72,5;80,0;205,4;48;54,5;64,6;89,6;187,4;
Hofors;Kommunal;40;45,5;72,5;80,0;205,4;48;54,5;64,6;89,6;187,4;
Huddinge;Samtliga;570;50,3;82,8;89,5;224,2;564;49,7;78,2;88,3;205,6;
Huddinge;Kommunal;494;49,0;81,8;89,1;221,4;514;51,0;78,4;88,1;204,3;
Huddinge;Enskild;76;60,3;89,5;92,1;241,9;50;39,7;76,0;90,0;218,5;
Hudiksvall;Samtliga;178;45,3;84,3;87,1;214,7;215;54,7;72,6;84,0;189,8;
Hudiksvall;Kommunal;148;42,4;84,5;87,2;213,6;201;57,6;73,6;84,1;190,4;
Hudiksvall;Enskild;30;68,2;83,3;~100;220,5;14;31,8;..;..;178,2;
Hultsfred;Samtliga;63;45,0;79,4;84,1;219,5;77;55,0;76,6;87,0;199,3;
Hultsfred;Kommunal;54;42,9;81,5;85,2;225,2;72;57,1;76,4;87,5;198,4;
Hultsfred;Enskild;..;..;..;..;..;..;..;..;..;..;
Hylte;Samtliga;59;46,5;67,8;84,7;212,1;68;53,5;60,3;80,9;185,3;
Hylte;Kommunal;52;44,1;63,5;82,7;204,6;66;55,9;59,1;80,3;183,7;
Hylte;Enskild;..;..;..;..;..;..;..;..;..;..;
Håbo;Samtliga;95;44,2;87,4;93,7;221,9;120;55,8;78,3;92,5;193,1;
Håbo;Kommunal;71;43,3;88,7;~100;224,2;93;56,7;73,1;91,4;184,9;
Håbo;Enskild;24;47,1;83,3;~100;215,4;27;52,9;96,3;~100;220,9;
Hällefors;Samtliga;39;48,8;79,5;79,5;201,0;41;51,3;58,5;78,0;182,4;
Hällefors;Kommunal;39;48,8;79,5;79,5;201,0;41;51,3;58,5;78,0;182,4;
Härjedalen;Samtliga;48;45,7;81,3;~100;229,3;57;54,3;75,4;78,9;188,7;
Härjedalen;Kommunal;48;45,7;81,3;~100;229,3;57;54,3;75,4;78,9;188,7;
Härnösand;Samtliga;132;50,2;75,8;90,2;207,6;131;49,8;71,0;88,5;199,0;
Härnösand;Kommunal;130;51,2;76,9;90,8;209,1;124;48,8;71,8;89,5;198,6;
Härnösand;Enskild;..;..;.;..;..;..;..;..;..;..;
Härryda;Samtliga;231;48,7;87,9;93,9;223,1;243;51,3;85,2;92,6;209,1;
Härryda;Kommunal;221;48,7;87,3;93,7;223,6;233;51,3;84,5;92,3;208,7;
Härryda;Enskild;10;50,0;100,0;100,0;213,0;10;50,0;100,0;100,0;219,5;
Hässleholm;Samtliga;282;48,9;77,7;86,9;207,7;295;51,1;73,6;86,8;190,2;
Hässleholm;Kommunal;282;48,9;77,7;86,9;207,7;295;51,1;73,6;86,8;190,2;
Höganäs;Samtliga;136;46,9;90,4;94,1;243,7;154;53,1;89,6;94,8;220,1;
Höganäs;Kommunal;110;45,3;90,9;94,5;245,7;133;54,7;89,5;94,7;218,9;
Höganäs;Enskild;26;55,3;88,5;~100;235,4;21;44,7;90,5;~100;227,9;
Högsby;Samtliga;28;49,1;78,6;~100;207,0;29;50,9;65,5;82,8;168,0;
Högsby;Kommunal;28;49,1;78,6;~100;207,0;29;50,9;65,5;82,8;168,0;
Hörby;Samtliga;89;57,1;82,0;94,4;220,8;67;42,9;70,1;~100;194,0;
Hörby;Kommunal;88;56,8;81,8;94,3;220,9;67;43,2;70,1;~100;194,0;
Hörby;Enskild;..;..;..;..;..;..;..;.;.;.;
Höör;Samtliga;91;50,8;87,9;94,5;232,4;88;49,2;69,3;81,8;183,1;
Höör;Kommunal;78;49,1;85,9;93,6;228,8;81;50,9;66,7;80,2;178,3;
Höör;Enskild;..;..;100,0;100,0;253,8;..;..;..;..;..;
Jokkmokk;Samtliga;27;42,9;85,2;~100;224,4;36;57,1;72,2;83,3;185,8;
Jokkmokk;Kommunal;24;42,1;83,3;~100;220,0;33;57,9;69,7;81,8;187,1;
Jokkmokk;Enskild;..;..;..;..;..;..;..;..;..;..;
Järfälla;Samtliga;389;51,9;83,0;92,3;229,8;361;48,1;78,4;92,0;212,1;
Järfälla;Kommunal;294;50,4;81,6;90,8;227,1;289;49,6;75,4;90,7;208,8;
Järfälla;Enskild;95;56,9;87,4;~100;238,3;72;43,1;90,3;~100;225,6;
Jönköping;Samtliga;682;48,4;79,8;87,5;223,6;726;51,6;77,7;87,9;196,7;
Jönköping;Kommunal;579;50,0;79,1;87,2;221,1;579;50,0;75,8;87,2;192,3;
Jönköping;Enskild;103;41,2;83,5;89,3;237,5;147;58,8;85,0;90,5;214,2;
Kalix;Samtliga;70;43,2;78,6;82,9;212,4;92;56,8;75,0;85,9;193,0;
Kalix;Kommunal;56;41,8;78,6;83,9;210,3;78;58,2;75,6;85,9;190,7;
Kalix;Enskild;14;50,0;78,6;~100;221,1;14;50,0;71,4;~100;205,7;
Kalmar;Samtliga;334;48,4;83,0;90,1;215,7;356;51,6;76,4;85,3;193,2;
Kalmar;Kommunal;279;46,3;81,7;89,6;212,0;324;53,7;75,3;84,6;192,2;
Kalmar;Enskild;55;63,2;90,9;~100;238,2;32;36,8;91,3;~100;208,0;
Karlsborg;Samtliga;40;61,5;90,0;100,0;212,5;25;38,5;88,0;~100;202,6;
Karlsborg;Kommunal;40;61,5;90,0;100,0;212,5;25;38,5;88,0;~100;202,6;
Karlshamn;Samtliga;176;52,9;76,1;81,3;216,4;157;47,1;74,5;86,6;197,4;
Karlshamn;Kommunal;174;52,9;77,0;82,2;216,9;155;47,1;74,8;86,5;196,7;
Karlshamn;Enskild;..;..;.;.;..;..;..;..;..;..;
Karlskoga;Samtliga;143;46,1;79,0;86,0;211,0;167;53,9;71,9;80,8;185,5;
Karlskoga;Kommunal;143;46,1;79,0;86,0;211,0;167;53,9;71,9;80,8;185,5;
Karlskrona;Samtliga;347;52,4;82,4;89,3;220,2;315;47,6;72,1;81,9;187,1;
Karlskrona;Kommunal;237;51,9;79,3;86,9;213,4;220;48,1;67,7;77,3;175,8;
Karlskrona;Enskild;110;53,7;89,1;94,5;234,7;95;46,3;82,1;92,6;213,0;
Karlstad;Samtliga;424;50,8;85,4;92,5;225,8;411;49,2;84,2;91,2;206,1;
Karlstad;Kommunal;372;49,6;83,6;91,4;222,0;378;50,4;83,1;90,5;202,5;
Karlstad;Enskild;52;61,2;98,1;100,0;253,0;33;38,8;97,0;100,0;246,7;
Katrineholm;Samtliga;185;51,7;72,4;81,1;210,5;173;48,3;61,3;74,6;174,4;
Katrineholm;Kommunal;185;51,7;72,4;81,1;210,5;173;48,3;61,3;74,6;174,4;
Kil;Samtliga;76;52,1;81,6;92,1;223,7;70;47,9;78,6;92,9;193,1;
Kil;Kommunal;76;52,1;81,6;92,1;223,7;70;47,9;78,6;92,9;193,1;
Kinda;Samtliga;55;49,5;90,9;~100;227,4;56;50,5;87,5;~100;192,5;
Kinda;Kommunal;55;49,5;90,9;~100;227,4;56;50,5;87,5;~100;192,5;
Kiruna;Samtliga;116;47,2;80,2;89,7;227,2;130;52,8;80,0;90,8;197,7;
Kiruna;Kommunal;107;47,8;78,5;88,8;224,1;117;52,2;78,6;89,7;194,6;
Kiruna;Enskild;..;..;..;..;..;..;..;92,3;100,0;225,8;
Klippan;Samtliga;91;50,0;76,9;85,7;211,5;91;50,0;72,5;83,5;184,4;
Klippan;Kommunal;91;50,0;76,9;85,7;211,5;91;50,0;72,5;83,5;184,4;
Knivsta;Samtliga;70;49,0;84,3;92,9;223,6;73;51,0;80,8;86,3;193,9;
Knivsta;Kommunal;65;51,6;83,1;92,3;220,2;61;48,4;77,0;83,6;190,4;
Knivsta;Enskild;..;..;..;..;..;..;..;100,0;100,0;211,7;
Kramfors;Samtliga;81;46,0;91,4;~100;230,5;95;54,0;76,8;87,4;194,6;
Kramfors;Kommunal;81;46,0;91,4;~100;230,5;95;54,0;76,8;87,4;194,6;
Kristianstad;Samtliga;437;50,6;76,7;87,6;218,0;426;49,4;67,6;81,7;191,1;
Kristianstad;Kommunal;410;52,1;77,1;87,6;218,8;377;47,9;65,3;80,1;188,9;
Kristianstad;Enskild;27;35,5;70,4;~100;205,9;49;64,5;85,7;~100;208,3;
Kristinehamn;Samtliga;134;51,0;82,1;87,3;216,7;129;49,0;76,7;85,3;198,1;
Kristinehamn;Kommunal;134;51,0;82,1;87,3;216,7;129;49,0;76,7;85,3;198,1;
Krokom;Samtliga;77;49,7;89,6;93,5;219,0;78;50,3;80,8;87,2;192,5;
Krokom;Kommunal;77;49,7;89,6;93,5;219,0;78;50,3;80,8;87,2;192,5;
Kumla;Samtliga;116;46,6;73,3;82,8;202,5;133;53,4;69,2;87,2;189,5;
Kumla;Kommunal;116;46,6;73,3;82,8;202,5;133;53,4;69,2;87,2;189,5;
Kungsbacka;Samtliga;442;47,4;90,7;95,2;236,1;491;52,6;86,4;92,7;210,6;
Kungsbacka;Kommunal;382;47,3;89,3;94,5;233,3;425;52,7;85,2;92,2;209,3;
Kungsbacka;Enskild;60;47,6;100,0;100,0;254,2;66;52,4;93,9;~100;218,8;
Kungsör;Samtliga;35;46,1;80,0;85,7;228,3;41;53,9;73,2;80,5;203,6;
Kungsör;Kommunal;35;46,1;80,0;85,7;228,3;41;53,9;73,2;80,5;203,6;
Kungälv;Samtliga;205;46,2;83,3;91,7;228,0;239;53,8;74,6;90,1;206,4;
Kungälv;Kommunal;151;42,7;82,1;91,4;227,6;203;57,3;72,4;89,7;204,9;
Kungälv;Enskild;54;60,0;87,8;~100;229,4;36;40,0;89,7;~100;216,7;
Kävlinge;Samtliga;133;49,1;89,5;96,2;233,3;138;50,9;84,1;92,0;206,4;
Kävlinge;Kommunal;89;45,2;91,0;~100;236,0;108;54,8;83,3;91,7;205,8;
Kävlinge;Enskild;44;59,5;86,4;~100;227,9;30;40,5;86,7;~100;208,7;
Köping;Samtliga;119;46,7;79,0;90,8;222,6;136;53,3;76,5;90,4;194,4;
Köping;Kommunal;119;46,7;79,0;90,8;222,6;136;53,3;76,5;90,4;194,4;
Laholm;Samtliga;127;49,2;83,5;95,3;213,5;131;50,8;81,7;89,3;197,3;
Laholm;Kommunal;127;49,2;83,5;95,3;213,5;131;50,8;81,7;89,3;197,3;
Landskrona;Samtliga;241;54,2;80,1;87,1;226,0;204;45,8;77,9;87,3;199,4;
Landskrona;Kommunal;196;55,7;77,0;85,2;221,5;156;44,3;72,4;84,0;190,4;
Landskrona;Enskild;45;48,4;93,3;~100;245,6;48;51,6;95,8;~100;228,6;
Laxå;Samtliga;27;42,9;66,7;77,8;191,0;36;57,1;55,6;69,4;158,1;
Laxå;Kommunal;27;42,9;66,7;77,8;191,0;36;57,1;55,6;69,4;158,1;
Lekeberg;Samtliga;34;41,5;76,5;~100;204,3;48;58,5;83,3;89,6;202,0;
