Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2010/11

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Berg;Samtliga;40;48,2;70,0;82,5;202,5;43;51,8;79,1;86,0;209,9;
Berg;Kommunal;40;48,2;70,0;82,5;202,5;43;51,8;79,1;86,0;209,9;
Bjurholm;Samtliga;19;45,2;100,0;100,0;238,4;23;54,8;91,3;~100;206,7;
Bjurholm;Kommunal;19;45,2;100,0;100,0;238,4;23;54,8;91,3;~100;206,7;
Bjuv;Samtliga;93;49,7;62,4;88,2;198,4;94;50,3;66,0;79,8;186,1;
Bjuv;Kommunal;81;51,3;59,3;88,9;194,0;77;48,7;61,0;77,9;177,0;
Bjuv;Enskild;12;41,4;83,3;~100;228,3;17;58,6;88,2;~100;226,8;
Boden;Samtliga;148;50,3;83,8;91,9;227,5;146;49,7;71,9;92,5;202,9;
Boden;Kommunal;136;50,6;84,6;93,4;229,8;133;49,4;70,7;92,5;201,3;
Boden;Enskild;12;48,0;..;..;199,5;13;52,0;84,6;~100;219,6;
Bollebygd;Samtliga;46;49,5;87,0;~100;230,2;47;50,5;76,6;~100;189,9;
Bollebygd;Kommunal;46;49,5;87,0;~100;230,2;47;50,5;76,6;~100;189,9;
Bollnäs;Samtliga;147;50,0;74,8;83,0;210,7;147;50,0;81,0;91,8;189,6;
Bollnäs;Kommunal;112;49,8;71,4;80,4;202,2;113;50,2;79,6;89,4;185,9;
Bollnäs;Enskild;35;50,7;85,7;~100;237,7;34;49,3;85,3;100,0;201,8;
Borgholm;Samtliga;62;48,1;85,5;91,9;226,5;67;51,9;73,1;85,1;180,5;
Borgholm;Kommunal;62;48,1;85,5;91,9;226,5;67;51,9;73,1;85,1;180,5;
Borlänge;Samtliga;295;48,7;77,6;85,4;213,9;311;51,3;60,5;78,1;176,2;
Borlänge;Kommunal;286;49,2;79,7;87,4;215,5;295;50,8;63,1;80,0;178,7;
Borlänge;Enskild;..;..;..;..;..;..;..;..;..;122,9;
Borås;Samtliga;588;48,9;83,3;88,8;225,0;615;51,1;75,4;87,0;197,7;
Borås;Kommunal;493;46,9;82,2;88,0;222,8;559;53,1;74,4;86,9;196,7;
Borås;Enskild;95;62,9;89,5;92,6;236,4;56;37,1;85,7;87,5;208,3;
Botkyrka;Samtliga;507;48,8;72,8;82,2;214,8;533;51,3;69,0;83,7;194,9;
Botkyrka;Kommunal;434;48,3;70,3;80,6;210,4;465;51,7;68,0;82,4;192,0;
Botkyrka;Enskild;73;51,8;87,7;91,8;241,0;68;48,2;76,5;92,6;214,2;
Boxholm;Samtliga;21;44,7;71,4;~100;195,0;26;55,3;46,2;73,1;173,8;
Boxholm;Kommunal;21;44,7;71,4;~100;195,0;26;55,3;46,2;73,1;173,8;
Bromölla;Samtliga;59;43,7;72,9;89,8;220,1;76;56,3;72,4;81,6;181,3;
Bromölla;Kommunal;59;43,7;72,9;89,8;220,1;76;56,3;72,4;81,6;181,3;
Bräcke;Samtliga;44;48,9;77,3;~100;212,6;46;51,1;65,2;89,1;181,3;
Bräcke;Kommunal;44;48,9;77,3;~100;212,6;46;51,1;65,2;89,1;181,3;
Burlöv;Samtliga;97;51,6;74,2;88,7;219,0;91;48,4;75,8;91,2;200,2;
Burlöv;Kommunal;97;51,6;74,2;88,7;219,0;91;48,4;75,8;91,2;200,2;
Båstad;Samtliga;75;44,4;88,0;~100;227,9;94;55,6;89,4;~100;197,8;
Båstad;Kommunal;75;44,4;88,0;~100;227,9;94;55,6;89,4;~100;197,8;
Dals-Ed;Samtliga;26;45,6;96,2;~100;238,8;31;54,4;83,9;~100;206,8;
Dals-Ed;Kommunal;26;45,6;96,2;~100;238,8;31;54,4;83,9;~100;206,8;
Danderyd;Samtliga;230;48,9;98,3;~100;266,9;240;51,1;90,0;96,3;245,2;
Danderyd;Kommunal;134;44,4;97,8;~100;262,4;168;55,6;88,1;95,8;242,9;
Danderyd;Enskild;96;57,1;99,0;100,0;273,1;72;42,9;94,4;~100;250,6;
Degerfors;Samtliga;49;43,0;61,2;73,5;183,3;65;57,0;61,5;76,9;176,0;
Degerfors;Kommunal;49;43,0;61,2;73,5;183,3;65;57,0;61,5;76,9;176,0;
Dorotea;Samtliga;14;51,9;92,9;100,0;217,9;13;48,1;76,9;100,0;220,8;
Dorotea;Kommunal;14;51,9;92,9;100,0;217,9;13;48,1;76,9;100,0;220,8;
Eda;Samtliga;52;51,0;75,0;84,6;203,4;50;49,0;78,0;84,0;195,7;
Eda;Kommunal;52;51,0;75,0;84,6;203,4;50;49,0;78,0;84,0;195,7;
Ekerö;Samtliga;146;48,5;87,7;94,5;228,3;155;51,5;89,0;~100;216,0;
Ekerö;Kommunal;132;50,4;87,1;93,9;227,3;130;49,6;87,7;~100;208,9;
Ekerö;Enskild;14;35,9;92,9;100,0;237,9;25;64,1;96,0;100,0;252,8;
Eksjö;Samtliga;91;46,2;84,6;92,3;218,1;106;53,8;72,6;84,0;190,9;
Eksjö;Kommunal;90;48,1;85,6;93,3;220,2;97;51,9;79,4;90,7;203,1;
Eksjö;Enskild;..;..;.;.;..;..;..;.;..;..;
Emmaboda;Samtliga;55;55,0;87,3;89,1;215,0;45;45,0;75,6;86,7;192,0;
Emmaboda;Kommunal;55;55,0;87,3;89,1;215,0;45;45,0;75,6;86,7;192,0;
Enköping;Samtliga;254;45,5;80,3;91,3;217,9;304;54,5;73,4;86,5;194,4;
Enköping;Kommunal;197;42,9;78,2;89,8;214,9;262;57,1;72,1;86,3;191,6;
Enköping;Enskild;57;57,6;87,7;~100;228,2;42;42,4;81,0;88,1;211,5;
Eskilstuna;Samtliga;588;49,5;75,9;85,5;212,2;600;50,5;71,5;81,8;189,1;
Eskilstuna;Kommunal;507;48,7;73,8;83,8;202,8;535;51,3;69,5;80,0;181,4;
Eskilstuna;Enskild;81;55,5;88,9;~100;270,5;65;44,5;87,7;~100;252,2;
Eslöv;Samtliga;186;46,6;76,9;90,9;210,8;213;53,4;67,1;77,0;189,2;
Eslöv;Kommunal;186;46,6;76,9;90,9;210,8;213;53,4;67,1;77,0;189,2;
Essunga;Samtliga;34;51,5;85,3;100,0;233,4;32;48,5;93,8;~100;218,1;
Essunga;Kommunal;34;51,5;85,3;100,0;233,4;32;48,5;93,8;~100;218,1;
Fagersta;Samtliga;64;47,4;75,0;84,4;215,2;71;52,6;69,0;84,5;188,6;
Fagersta;Kommunal;57;47,5;80,7;86,0;220,3;63;52,5;69,8;82,5;188,5;
Fagersta;Enskild;..;..;..;..;..;..;..;..;..;..;
Falkenberg;Samtliga;253;48,3;85,4;90,1;212,1;271;51,7;73,1;87,8;189,0;
Falkenberg;Kommunal;253;48,3;85,4;90,1;212,1;271;51,7;73,1;87,8;189,0;
Falköping;Samtliga;180;46,6;80,0;85,0;215,7;206;53,4;68,9;79,6;184,6;
Falköping;Kommunal;180;47,0;80,0;85,0;215,7;203;53,0;69,0;79,8;185,4;
Falköping;Enskild;..;..;.;.;.;..;..;..;..;..;
Falun;Samtliga;311;45,5;87,1;91,6;229,3;372;54,5;83,1;89,0;197,6;
Falun;Kommunal;274;45,1;88,3;92,3;229,2;333;54,9;83,2;88,6;196,3;
Falun;Enskild;37;48,7;78,4;86,5;229,9;39;51,3;82,1;~100;208,5;
Filipstad;Samtliga;38;44,2;81,6;84,2;214,2;48;55,8;77,1;85,4;194,8;
Filipstad;Kommunal;38;44,2;81,6;84,2;214,2;48;55,8;77,1;85,4;194,8;
Finspång;Samtliga;100;44,6;70,0;83,0;197,3;124;55,4;66,1;82,3;179,2;
Finspång;Kommunal;100;44,6;70,0;83,0;197,3;124;55,4;66,1;82,3;179,2;
Flen;Samtliga;98;51,3;65,3;80,6;190,3;93;48,7;63,4;80,6;184,0;
Flen;Kommunal;90;50,3;67,8;80,0;194,9;89;49,7;64,0;79,8;185,2;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;70;49,0;85,7;~100;219,1;73;51,0;74,0;87,7;183,7;
Forshaga;Kommunal;70;49,0;85,7;~100;219,1;73;51,0;74,0;87,7;183,7;
Färgelanda;Samtliga;32;40,0;81,3;~100;212,3;48;60,0;45,8;79,2;159,4;
Färgelanda;Kommunal;32;40,0;81,3;~100;212,3;48;60,0;45,8;79,2;159,4;
Gagnef;Samtliga;50;45,0;82,0;~100;207,9;61;55,0;77,0;91,8;188,0;
Gagnef;Kommunal;50;45,0;82,0;~100;207,9;61;55,0;77,0;91,8;188,0;
Gislaved;Samtliga;196;52,4;79,6;85,7;209,8;178;47,6;72,5;84,3;196,3;
Gislaved;Kommunal;194;52,7;79,4;85,6;209,7;174;47,3;71,8;83,9;195,2;
Gislaved;Enskild;..;..;..;..;..;..;..;..;..;..;
Gnesta;Samtliga;62;47,0;71,0;91,9;212,9;70;53,0;70,0;91,4;197,3;
Gnesta;Kommunal;62;47,3;71,0;91,9;212,9;69;52,7;71,0;92,8;197,7;
Gnesta;Enskild;..;..;.;.;.;..;..;.;.;..;
Gnosjö;Samtliga;70;52,6;72,9;84,3;218,3;63;47,4;66,7;76,2;184,3;
Gnosjö;Kommunal;70;52,6;72,9;84,3;218,3;63;47,4;66,7;76,2;184,3;
Gotland;Samtliga;327;49,5;84,5;90,4;221,8;334;50,5;77,2;87,2;199,0;
Gotland;Kommunal;274;48,4;84,3;89,4;221,3;292;51,6;76,7;87,0;198,8;
Gotland;Enskild;53;55,8;85,4;~100;224,6;42;44,2;81,1;~100;200,6;
Grums;Samtliga;52;47,3;71,2;84,6;195,9;58;52,7;72,4;91,4;188,2;
Grums;Kommunal;52;47,3;71,2;84,6;195,9;58;52,7;72,4;91,4;188,2;
Grästorp;Samtliga;51;53,7;76,5;88,2;212,8;44;46,3;75,0;88,6;187,4;
Grästorp;Kommunal;51;53,7;76,5;88,2;212,8;44;46,3;75,0;88,6;187,4;
Gullspång;Samtliga;36;50,0;77,8;83,3;211,6;36;50,0;38,9;66,7;158,6;
Gullspång;Kommunal;36;50,0;77,8;83,3;211,6;36;50,0;38,9;66,7;158,6;
Gällivare;Samtliga;104;52,3;85,6;92,3;239,2;95;47,7;78,9;90,5;198,1;
Gällivare;Kommunal;93;51,7;83,9;91,4;238,5;87;48,3;77,0;89,7;194,9;
Gällivare;Enskild;..;..;100,0;100,0;245,0;..;..;..;..;..;
Gävle;Samtliga;501;48,9;77,6;90,2;214,4;524;51,1;69,8;86,1;196,4;
Gävle;Kommunal;392;50,4;75,8;89,0;208,0;386;49,6;66,8;83,4;188,3;
Gävle;Enskild;109;44,1;84,4;94,5;237,2;138;55,9;78,3;93,5;218,7;
Göteborg;Samtliga;2 326;48,9;75,9;85,8;222,4;2 430;51,1;71,1;84,2;202,7;
Göteborg;Kommunal;1 719;48,3;72,3;83,2;214,7;1 843;51,7;68,0;81,6;195,7;
Göteborg;Enskild;607;50,8;87,1;93,7;245,6;587;49,2;81,6;93,1;226,2;
Götene;Samtliga;79;49,1;79,7;83,5;209,4;82;50,9;85,4;91,5;199,3;
Götene;Kommunal;79;49,1;79,7;83,5;209,4;82;50,9;85,4;91,5;199,3;
Habo;Samtliga;78;56,9;76,9;85,9;215,9;59;43,1;72,9;83,1;188,3;
Habo;Kommunal;78;56,9;76,9;85,9;215,9;59;43,1;72,9;83,1;188,3;
Hagfors;Samtliga;72;48,3;84,7;90,3;212,8;77;51,7;83,1;~100;206,2;
Hagfors;Kommunal;72;48,3;84,7;90,3;212,8;77;51,7;83,1;~100;206,2;
Hallsberg;Samtliga;92;44,4;71,7;84,8;215,5;115;55,6;60,9;73,9;177,3;
Hallsberg;Kommunal;92;44,4;71,7;84,8;215,5;115;55,6;60,9;73,9;177,3;
Hallstahammar;Samtliga;112;50,5;75,9;86,6;217,9;110;49,5;64,5;82,7;194,2;
Hallstahammar;Kommunal;112;50,5;75,9;86,6;217,9;110;49,5;64,5;82,7;194,2;
Halmstad;Samtliga;477;45,8;83,4;90,4;220,7;565;54,2;82,3;91,3;198,8;
Halmstad;Kommunal;450;46,1;82,7;89,8;219,9;526;53,9;81,2;90,9;197,4;
Halmstad;Enskild;27;40,9;96,3;100,0;234,8;39;59,1;97,4;~100;217,3;
Hammarö;Samtliga;95;46,6;97,9;~100;236,6;109;53,4;89,9;~100;213,1;
Hammarö;Kommunal;95;46,6;97,9;~100;236,6;109;53,4;89,9;~100;213,1;
Haninge;Samtliga;397;46,2;76,1;85,9;218,3;462;53,8;65,8;81,8;192,2;
Haninge;Kommunal;340;46,4;75,0;84,1;215,6;393;53,6;64,1;79,6;189,3;
Haninge;Enskild;57;45,2;82,5;~100;234,0;69;54,8;75,4;~100;208,5;
Haparanda;Samtliga;67;53,2;85,1;~100;223,4;59;46,8;72,9;78,0;174,7;
Haparanda;Kommunal;67;53,2;85,1;~100;223,4;59;46,8;72,9;78,0;174,7;
Heby;Samtliga;85;47,8;75,3;88,2;213,0;93;52,2;52,7;80,6;167,5;
Heby;Kommunal;85;47,8;75,3;88,2;213,0;93;52,2;52,7;80,6;167,5;
Hedemora;Samtliga;111;51,9;79,6;85,2;205,6;103;48,1;66,3;77,2;178,5;
Hedemora;Kommunal;94;51,6;79,8;85,1;205,4;88;48,4;67,0;78,4;180,2;
Hedemora;Enskild;17;53,1;78,6;~100;207,1;15;46,9;..;..;167,7;
Helsingborg;Samtliga;700;48,0;79,7;86,6;224,6;759;52,0;71,9;86,8;201,9;
Helsingborg;Kommunal;508;48,8;77,2;85,0;221,8;533;51,2;68,3;84,4;196,6;
Helsingborg;Enskild;192;45,9;86,5;90,6;232,0;226;54,1;80,5;92,5;214,3;
Herrljunga;Samtliga;61;47,3;80,3;~100;224,8;68;52,7;86,8;~100;209,1;
Herrljunga;Kommunal;61;47,3;80,3;~100;224,8;68;52,7;86,8;~100;209,1;
Hjo;Samtliga;47;42,3;63,8;85,1;199,9;64;57,7;81,3;90,6;200,7;
Hjo;Kommunal;47;42,3;63,8;85,1;199,9;64;57,7;81,3;90,6;200,7;
Hofors;Samtliga;54;47,0;63,0;75,9;193,2;61;53,0;77,0;86,9;187,6;
Hofors;Kommunal;54;47,0;63,0;75,9;193,2;61;53,0;77,0;86,9;187,6;
Huddinge;Samtliga;572;50,3;80,8;89,9;217,9;566;49,7;76,1;88,3;204,1;
Huddinge;Kommunal;505;48,6;79,8;89,3;215,8;534;51,4;75,8;88,0;203,6;
Huddinge;Enskild;67;67,7;88,1;~100;234,0;32;32,3;81,3;~100;212,3;
Hudiksvall;Samtliga;205;48,8;74,8;81,7;209,1;215;51,2;70,4;81,2;189,0;
Hudiksvall;Kommunal;202;48,7;74,8;81,7;209,1;213;51,3;70,4;81,2;189,0;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;93;52,2;76,3;88,2;216,2;85;47,8;70,6;83,5;186,3;
Hultsfred;Kommunal;61;46,9;77,0;85,2;217,0;69;53,1;73,9;85,5;189,6;
Hultsfred;Enskild;32;66,7;75,0;~100;214,7;16;33,3;..;~100;172,2;
Hylte;Samtliga;80;51,3;81,3;90,0;221,6;76;48,7;60,5;78,9;178,0;
Hylte;Kommunal;79;53,0;81,0;89,9;222,2;70;47,0;58,6;77,1;171,8;
Hylte;Enskild;..;..;..;..;..;..;..;..;..;..;
Håbo;Samtliga;132;50,8;81,8;93,9;222,2;128;49,2;79,7;93,8;209,2;
Håbo;Kommunal;108;47,4;77,8;92,6;214,2;120;52,6;78,3;93,3;205,8;
Håbo;Enskild;..;..;100,0;100,0;257,9;..;..;..;..;..;
Hällefors;Samtliga;43;47,3;88,4;88,4;215,4;48;52,7;50,0;64,6;172,5;
Hällefors;Kommunal;43;47,3;88,4;88,4;215,4;48;52,7;50,0;64,6;172,5;
Härjedalen;Samtliga;67;51,9;79,1;88,1;212,5;62;48,1;62,9;75,8;180,5;
Härjedalen;Kommunal;67;51,9;79,1;88,1;212,5;62;48,1;62,9;75,8;180,5;
Härnösand;Samtliga;155;58,1;87,1;92,3;220,6;112;41,9;75,0;92,0;190,0;
Härnösand;Kommunal;154;58,3;87,7;92,9;222,0;110;41,7;75,5;91,8;189,9;
Härnösand;Enskild;..;..;.;.;..;..;..;..;..;..;
Härryda;Samtliga;223;51,9;87,9;94,6;227,4;207;48,1;89,9;93,7;212,6;
Härryda;Kommunal;208;51,0;88,5;95,2;228,2;200;49,0;89,5;93,5;212,0;
Härryda;Enskild;..;..;80,0;~100;215,7;..;..;..;..;..;
Hässleholm;Samtliga;283;45,8;75,3;88,0;206,6;335;54,2;68,1;80,0;185,8;
Hässleholm;Kommunal;283;45,8;75,3;88,0;206,6;335;54,2;68,1;80,0;185,8;
Höganäs;Samtliga;141;47,5;87,2;91,5;235,6;156;52,5;85,9;90,4;211,4;
Höganäs;Kommunal;124;46,8;85,5;90,3;234,3;141;53,2;87,2;90,8;212,9;
Höganäs;Enskild;17;53,1;100,0;100,0;245,0;15;46,9;73,3;~100;197,3;
Högsby;Samtliga;43;51,2;76,7;83,7;221,8;41;48,8;65,9;87,8;193,8;
Högsby;Kommunal;43;51,2;76,7;83,7;221,8;41;48,8;65,9;87,8;193,8;
Hörby;Samtliga;84;44,9;79,8;88,1;218,1;103;55,1;65,0;85,4;189,7;
Hörby;Kommunal;84;45,4;79,8;88,1;218,1;101;54,6;66,3;85,1;190,9;
Hörby;Enskild;..;..;.;.;.;..;..;.;..;..;
Höör;Samtliga;98;53,6;78,6;94,9;238,9;85;46,4;68,2;87,1;203,5;
Höör;Kommunal;86;53,8;87,2;94,2;235,1;74;46,3;75,7;85,1;202,6;
Höör;Enskild;12;52,2;..;100,0;265,0;11;47,8;..;100,0;209,5;
Jokkmokk;Samtliga;34;54,8;76,5;85,3;212,4;28;45,2;64,3;75,0;167,2;
Jokkmokk;Kommunal;27;55,1;70,4;81,5;205,6;22;44,9;54,5;68,2;160,0;
Jokkmokk;Enskild;..;..;..;..;..;..;..;..;..;..;
Järfälla;Samtliga;384;47,6;77,6;84,9;225,9;422;52,4;75,6;87,7;208,0;
Järfälla;Kommunal;296;47,6;75,3;82,1;219,7;326;52,4;71,5;84,7;202,8;
Järfälla;Enskild;88;47,8;85,2;94,3;246,4;96;52,2;89,6;~100;225,6;
Jönköping;Samtliga;753;49,9;82,2;88,8;221,8;757;50,1;75,0;86,1;195,9;
Jönköping;Kommunal;627;49,8;81,7;88,0;218,6;631;50,2;72,4;84,2;192,9;
Jönköping;Enskild;126;50,0;84,9;92,9;237,4;126;50,0;88,1;96,0;210,7;
Kalix;Samtliga;87;46,5;77,0;85,1;215,0;100;53,5;65,0;81,0;182,8;
Kalix;Kommunal;63;41,7;77,8;87,3;216,2;88;58,3;64,8;80,7;181,5;
Kalix;Enskild;24;66,7;75,0;79,2;211,9;12;33,3;..;~100;192,5;
Kalmar;Samtliga;336;49,3;88,0;93,3;219,8;345;50,7;84,5;92,1;201,3;
Kalmar;Kommunal;288;49,0;87,2;93,1;215,9;300;51,0;83,0;91,3;197,9;
Kalmar;Enskild;48;51,6;94,7;~100;249,5;45;48,4;100,0;100,0;235,3;
Karlsborg;Samtliga;31;44,9;87,1;~100;195,0;38;55,1;94,7;100,0;205,3;
Karlsborg;Kommunal;31;44,9;87,1;~100;195,0;38;55,1;94,7;100,0;205,3;
Karlshamn;Samtliga;174;47,0;76,4;86,2;213,3;196;53,0;69,4;83,2;196,3;
Karlshamn;Kommunal;167;46,5;76,0;86,2;212,7;192;53,5;69,3;82,8;196,2;
Karlshamn;Enskild;..;..;..;..;..;..;..;..;..;..;
Karlskoga;Samtliga;150;46,7;79,3;83,3;218,7;171;53,3;72,5;82,5;186,0;
Karlskoga;Kommunal;150;46,7;79,3;83,3;218,7;171;53,3;72,5;82,5;186,0;
Karlskrona;Samtliga;348;47,7;80,7;89,1;219,3;382;52,3;72,8;85,9;192,2;
Karlskrona;Kommunal;266;48,0;77,8;87,2;214,2;288;52,0;69,8;83,3;187,6;
Karlskrona;Enskild;82;46,6;90,2;~100;235,5;94;53,4;81,9;93,6;206,1;
Karlstad;Samtliga;461;51,4;85,9;91,8;225,4;436;48,6;83,7;89,9;200,4;
Karlstad;Kommunal;429;51,1;85,1;91,4;223,7;411;48,9;83,0;89,5;198,1;
Karlstad;Enskild;32;56,1;96,9;~100;249,1;25;43,9;96,0;~100;237,4;
Katrineholm;Samtliga;165;44,4;67,9;78,2;207,6;207;55,6;68,1;77,3;187,1;
Katrineholm;Kommunal;165;44,4;67,9;78,2;207,6;207;55,6;68,1;77,3;187,1;
Kil;Samtliga;79;52,3;88,6;92,4;226,8;72;47,7;75,0;90,3;192,4;
Kil;Kommunal;79;52,3;88,6;92,4;226,8;72;47,7;75,0;90,3;192,4;
Kinda;Samtliga;48;40,3;89,6;~100;224,8;71;59,7;78,9;~100;197,4;
Kinda;Kommunal;48;40,3;89,6;~100;224,8;71;59,7;78,9;~100;197,4;
Kiruna;Samtliga;132;48,9;83,3;90,2;227,0;138;51,1;80,4;85,5;199,2;
Kiruna;Kommunal;120;48,2;81,7;89,2;225,5;129;51,8;79,1;84,5;195,6;
Kiruna;Enskild;..;..;100,0;100,0;242,1;..;..;..;..;..;
Klippan;Samtliga;91;52,6;86,8;91,2;221,6;82;47,4;72,0;82,9;190,2;
Klippan;Kommunal;91;52,6;86,8;91,2;221,6;82;47,4;72,0;82,9;190,2;
Knivsta;Samtliga;98;52,1;84,7;90,8;229,4;90;47,9;81,1;91,1;206,3;
Knivsta;Kommunal;82;49,4;82,9;90,2;225,9;84;50,6;81,0;91,7;207,0;
Knivsta;Enskild;..;..;93,8;~100;247,5;..;..;..;..;..;
Kramfors;Samtliga;97;49,5;80,4;91,8;220,2;99;50,5;70,7;85,9;193,0;
Kramfors;Kommunal;97;49,5;80,4;91,8;220,2;99;50,5;70,7;85,9;193,0;
Kristianstad;Samtliga;450;48,2;77,1;86,0;214,4;483;51,8;69,8;85,9;194,4;
Kristianstad;Kommunal;416;48,7;76,9;86,1;214,2;439;51,3;68,3;85,0;192,5;
Kristianstad;Enskild;34;43,6;79,4;85,3;216,2;44;56,4;84,1;~100;212,7;
Kristinehamn;Samtliga;121;45,3;86,0;90,9;217,3;146;54,7;75,3;82,9;192,4;
Kristinehamn;Kommunal;121;45,3;86,0;90,9;217,3;146;54,7;75,3;82,9;192,4;
Krokom;Samtliga;81;47,6;80,2;87,7;215,8;89;52,4;85,4;~100;197,8;
Krokom;Kommunal;81;47,6;80,2;87,7;215,8;89;52,4;85,4;~100;197,8;
Kumla;Samtliga;149;53,2;83,9;88,6;216,8;131;46,8;66,4;80,9;180,2;
Kumla;Kommunal;149;53,2;83,9;88,6;216,8;131;46,8;66,4;80,9;180,2;
Kungsbacka;Samtliga;475;46,2;89,9;95,8;233,9;553;53,8;87,0;94,6;213,3;
Kungsbacka;Kommunal;423;46,8;89,4;95,3;232,5;480;53,2;85,6;94,4;211,7;
Kungsbacka;Enskild;52;41,6;94,2;100,0;245,1;73;58,4;95,9;~100;224,3;
Kungsör;Samtliga;38;43,7;84,2;~100;230,4;49;56,3;71,4;87,8;189,3;
Kungsör;Kommunal;38;43,7;84,2;~100;230,4;49;56,3;71,4;87,8;189,3;
Kungälv;Samtliga;287;52,5;82,9;89,6;221,6;260;47,5;76,8;86,7;204,9;
Kungälv;Kommunal;227;51,2;79,7;87,7;219,2;216;48,8;74,5;85,2;202,7;
Kungälv;Enskild;60;57,7;100,0;100,0;234,5;44;42,3;96,0;100,0;224,0;
Kävlinge;Samtliga;143;51,3;80,4;94,4;216,9;136;48,7;80,1;90,4;208,2;
Kävlinge;Kommunal;117;50,0;81,2;94,0;215,2;117;50,0;80,3;89,7;209,2;
Kävlinge;Enskild;26;57,8;76,9;~100;224,6;19;42,2;78,9;~100;201,8;
Köping;Samtliga;146;51,0;80,1;88,4;217,8;140;49,0;64,3;89,3;192,3;
Köping;Kommunal;146;51,0;80,1;88,4;217,8;140;49,0;64,3;89,3;192,3;
Laholm;Samtliga;143;52,6;82,5;90,2;211,7;129;47,4;82,2;89,1;192,9;
Laholm;Kommunal;143;52,6;82,5;90,2;211,7;129;47,4;82,2;89,1;192,9;
Landskrona;Samtliga;208;48,3;76,0;83,7;210,9;223;51,7;63,7;83,0;184,9;
Landskrona;Kommunal;154;44,5;72,1;79,9;201,6;192;55,5;59,4;80,2;180,1;
Landskrona;Enskild;54;63,5;87,0;~100;237,2;31;36,5;90,3;100,0;214,7;
Laxå;Samtliga;36;52,2;75,0;86,1;189,0;33;47,8;90,9;~100;184,8;
Laxå;Kommunal;36;52,2;75,0;86,1;189,0;33;47,8;90,9;~100;184,8;
Lekeberg;Samtliga;34;44,2;88,2;~100;208,1;43;55,8;72,1;~100;194,3;
