Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2006/07

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Danderyd;Samtliga;193;43,9;93,8;100,0;263,2;247;56,1;91,9;~100;243,1;
Danderyd;Kommunal;137;41,6;94,2;100,0;262,2;192;58,4;91,7;~100;242,0;
Danderyd;Enskild;56;50,5;92,9;100,0;265,7;55;49,5;92,7;~100;246,7;
Degerfors;Samtliga;81;47,6;77,8;91,4;209,9;89;52,4;64,0;83,1;168,4;
Degerfors;Kommunal;81;47,6;77,8;91,4;209,9;89;52,4;64,0;83,1;168,4;
Dorotea;Samtliga;19;46,3;89,5;100,0;192,6;22;53,7;95,5;~100;198,4;
Dorotea;Kommunal;19;46,3;89,5;100,0;192,6;22;53,7;95,5;~100;198,4;
Eda;Samtliga;65;53,3;86,2;~100;224,4;57;46,7;77,2;89,5;189,0;
Eda;Kommunal;65;53,3;86,2;~100;224,4;57;46,7;77,2;89,5;189,0;
Ekerö;Samtliga;175;47,0;83,0;96,5;229,7;197;53,0;75,5;95,3;198,8;
Ekerö;Kommunal;161;47,2;82,0;96,3;227,5;180;52,8;75,6;96,1;197,4;
Ekerö;Enskild;14;45,2;100,0;100,0;266,0;17;54,8;..;~100;218,3;
Eksjö;Samtliga;122;45,5;79,5;91,0;206,4;146;54,5;74,0;89,7;189,7;
Eksjö;Kommunal;119;46,3;81,5;93,3;209,6;138;53,7;78,3;92,8;193,4;
Eksjö;Enskild;..;..;.;.;..;..;..;.;..;..;
Emmaboda;Samtliga;79;55,6;75,9;92,4;212,8;63;44,4;63,5;90,5;189,1;
Emmaboda;Kommunal;79;55,6;75,9;92,4;212,8;63;44,4;63,5;90,5;189,1;
Enköping;Samtliga;290;47,9;80,0;91,4;216,0;316;52,1;75,0;88,9;194,4;
Enköping;Kommunal;238;45,9;77,7;89,9;209,2;280;54,1;72,9;87,5;187,7;
Enköping;Enskild;52;59,1;90,4;~100;246,8;36;40,9;91,7;100,0;244,4;
Eskilstuna;Samtliga;602;46,2;75,7;89,2;208,3;700;53,8;69,7;85,6;187,2;
Eskilstuna;Kommunal;575;45,9;76,0;88,9;207,3;679;54,1;69,2;85,4;186,4;
Eskilstuna;Enskild;27;56,3;70,4;~100;230,0;21;43,8;85,7;~100;209,5;
Eslöv;Samtliga;211;48,0;79,6;87,2;215,2;229;52,0;65,1;82,1;179,6;
Eslöv;Kommunal;211;48,0;79,6;87,2;215,2;229;52,0;65,1;82,1;179,6;
Essunga;Samtliga;36;46,2;75,0;86,1;209,4;42;53,8;52,4;69,0;169,5;
Essunga;Kommunal;36;46,2;75,0;86,1;209,4;42;53,8;52,4;69,0;169,5;
Fagersta;Samtliga;83;48,0;79,5;85,5;209,2;90;52,0;68,9;85,6;192,7;
Fagersta;Kommunal;83;48,0;79,5;85,5;209,2;90;52,0;68,9;85,6;192,7;
Falkenberg;Samtliga;291;49,6;77,0;90,0;213,8;296;50,4;69,3;83,1;191,7;
Falkenberg;Kommunal;291;49,6;77,0;90,0;213,8;296;50,4;69,3;83,1;191,7;
Falköping;Samtliga;199;44,2;84,9;94,5;223,5;251;55,8;77,3;90,4;202,8;
Falköping;Kommunal;199;44,3;84,9;94,5;223,5;250;55,7;77,6;90,4;202,9;
Falköping;Enskild;..;..;.;.;.;..;..;.;..;..;
Falun;Samtliga;438;50,6;87,4;91,8;222,1;428;49,4;82,2;90,4;205,4;
Falun;Kommunal;409;50,0;87,8;91,7;221,5;409;50,0;81,7;90,0;203,7;
Falun;Enskild;29;60,4;82,8;~100;230,9;19;39,6;94,7;100,0;241,8;
Filipstad;Samtliga;76;47,2;82,9;92,1;216,1;85;52,8;76,5;88,2;193,0;
Filipstad;Kommunal;76;47,2;82,9;92,1;216,1;85;52,8;76,5;88,2;193,0;
Finspång;Samtliga;133;51,4;69,9;84,2;195,3;126;48,6;69,0;87,3;186,8;
Finspång;Kommunal;133;51,4;69,9;84,2;195,3;126;48,6;69,0;87,3;186,8;
Flen;Samtliga;108;46,4;72,2;85,2;212,4;125;53,6;60,8;78,4;182,7;
Flen;Kommunal;101;45,3;74,3;87,1;214,4;122;54,7;61,5;77,9;182,8;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;98;48,0;85,7;90,8;222,1;106;52,0;87,7;92,5;193,2;
Forshaga;Kommunal;98;48,0;85,7;90,8;222,1;106;52,0;87,7;92,5;193,2;
Färgelanda;Samtliga;60;57,7;80,0;90,0;219,0;44;42,3;63,6;86,4;185,0;
Färgelanda;Kommunal;60;57,7;80,0;90,0;219,0;44;42,3;63,6;86,4;185,0;
Gagnef;Samtliga;78;47,9;83,3;92,3;219,9;85;52,1;77,6;~100;192,1;
Gagnef;Kommunal;78;47,9;83,3;92,3;219,9;85;52,1;77,6;~100;192,1;
Gislaved;Samtliga;222;48,8;76,6;86,0;214,9;233;51,2;59,7;79,8;178,4;
Gislaved;Kommunal;222;48,8;76,6;86,0;214,9;233;51,2;59,7;79,8;178,4;
Gnesta;Samtliga;70;40,7;70,1;85,1;192,2;102;59,3;73,5;89,8;193,8;
Gnesta;Kommunal;64;40,0;73,4;87,5;197,1;96;60,0;75,0;91,7;197,0;
Gnesta;Enskild;..;..;.;..;..;..;..;.;.;..;
Gnosjö;Samtliga;74;49,7;86,5;89,2;227,5;75;50,3;72,0;86,7;186,9;
Gnosjö;Kommunal;74;49,7;86,5;89,2;227,5;75;50,3;72,0;86,7;186,9;
Gotland;Samtliga;401;47,5;77,9;91,0;212,2;444;52,5;67,3;84,6;186,6;
Gotland;Kommunal;367;47,1;80,7;90,7;213,4;413;52,9;68,8;84,5;186,4;
Gotland;Enskild;34;52,3;46,9;~100;198,3;31;47,7;46,4;~100;190,0;
Grums;Samtliga;81;54,4;71,6;88,9;202,2;68;45,6;79,4;88,2;197,8;
Grums;Kommunal;81;54,4;71,6;88,9;202,2;68;45,6;79,4;88,2;197,8;
Grästorp;Samtliga;50;55,6;86,0;~100;207,6;40;44,4;85,0;~100;196,1;
Grästorp;Kommunal;50;55,6;86,0;~100;207,6;40;44,4;85,0;~100;196,1;
Gullspång;Samtliga;28;36,4;89,3;~100;222,0;49;63,6;83,7;~100;204,8;
Gullspång;Kommunal;28;36,4;89,3;~100;222,0;49;63,6;83,7;~100;204,8;
Gällivare;Samtliga;146;52,1;84,9;92,5;235,6;134;47,9;75,4;91,8;196,5;
Gällivare;Kommunal;132;50,8;84,1;92,4;235,7;128;49,2;74,2;91,4;196,4;
Gällivare;Enskild;..;..;92,9;~100;234,6;..;..;..;..;..;
Gävle;Samtliga;615;48,8;79,5;88,8;214,5;646;51,2;72,0;86,8;193,9;
Gävle;Kommunal;534;50,3;79,2;87,6;211,2;528;49,7;71,6;85,4;190,6;
Gävle;Enskild;81;40,7;81,5;~100;236,4;118;59,3;73,7;93,2;208,6;
Göteborg;Samtliga;2 669;49,3;74,0;87,4;219,8;2 745;50,7;72,7;87,2;204,7;
Göteborg;Kommunal;2 104;48,5;72,1;86,0;216,1;2 235;51,5;70,5;85,9;200,3;
Göteborg;Enskild;565;52,6;82,3;93,3;235,2;510;47,4;83,7;93,6;226,0;
Götene;Samtliga;96;47,1;89,6;~100;222,0;108;52,9;80,6;90,7;192,9;
Götene;Kommunal;96;47,1;89,6;~100;222,0;108;52,9;80,6;90,7;192,9;
Habo;Samtliga;71;45,5;88,7;~100;228,5;85;54,5;87,1;90,6;193,6;
Habo;Kommunal;71;45,5;88,7;~100;228,5;85;54,5;87,1;90,6;193,6;
Hagfors;Samtliga;99;53,2;81,8;88,9;207,9;87;46,8;71,3;85,1;173,7;
Hagfors;Kommunal;99;53,2;81,8;88,9;207,9;87;46,8;71,3;85,1;173,7;
Hallsberg;Samtliga;104;43,3;81,7;88,5;216,9;136;56,7;61,8;75,7;189,7;
Hallsberg;Kommunal;104;43,3;81,7;88,5;216,9;136;56,7;61,8;75,7;189,7;
Hallstahammar;Samtliga;123;50,4;76,4;90,2;207,6;121;49,6;71,1;82,6;180,8;
Hallstahammar;Kommunal;123;50,4;76,4;90,2;207,6;121;49,6;71,1;82,6;180,8;
Halmstad;Samtliga;584;48,7;84,4;93,7;223,3;614;51,3;80,0;92,8;201,8;
Halmstad;Kommunal;554;48,6;84,1;93,5;222,6;587;51,4;79,7;92,5;201,3;
Halmstad;Enskild;30;52,6;90,0;~100;234,8;27;47,4;85,2;100,0;212,8;
Hammarö;Samtliga;128;53,6;92,2;96,1;234,6;111;46,4;86,5;~100;207,1;
Hammarö;Kommunal;128;53,6;92,2;96,1;234,6;111;46,4;86,5;~100;207,1;
Haninge;Samtliga;471;48,9;72,8;85,4;211,9;492;51,1;64,8;84,6;187,6;
Haninge;Kommunal;434;48,2;72,8;85,3;212,4;466;51,8;64,2;84,1;187,0;
Haninge;Enskild;37;58,7;73,0;86,5;206,9;26;41,3;76,9;~100;197,7;
Haparanda;Samtliga;74;47,7;85,1;91,9;230,1;81;52,3;80,2;87,7;200,1;
Haparanda;Kommunal;74;47,7;85,1;91,9;230,1;81;52,3;80,2;87,7;200,1;
Heby;Samtliga;99;42,7;79,8;88,9;209,8;133;57,3;75,9;89,5;191,7;
Heby;Kommunal;99;42,7;79,8;88,9;209,8;133;57,3;75,9;89,5;191,7;
Hedemora;Samtliga;133;48,2;80,9;90,1;207,8;143;51,8;76,5;86,4;185,1;
Hedemora;Kommunal;126;50,6;80,2;89,7;206,5;123;49,4;77,2;87,0;184,2;
Hedemora;Enskild;..;..;..;..;..;..;..;..;..;..;
Helsingborg;Samtliga;778;47,6;76,3;87,0;212,0;855;52,4;71,3;85,4;195,9;
Helsingborg;Kommunal;646;47,4;75,7;86,4;211,8;717;52,6;70,6;84,4;193,8;
Helsingborg;Enskild;132;48,9;79,5;90,2;212,7;138;51,1;75,4;90,6;206,8;
Herrljunga;Samtliga;72;47,7;72,2;86,1;212,6;79;52,3;78,5;89,9;200,8;
Herrljunga;Kommunal;72;47,7;72,2;86,1;212,6;79;52,3;78,5;89,9;200,8;
Hjo;Samtliga;60;44,4;88,3;~100;226,0;75;55,6;80,0;88,0;204,8;
Hjo;Kommunal;60;44,4;88,3;~100;226,0;75;55,6;80,0;88,0;204,8;
Hofors;Samtliga;73;47,1;79,5;90,4;211,0;82;52,9;76,8;93,9;187,3;
Hofors;Kommunal;73;47,4;79,5;90,4;211,0;81;52,6;77,8;93,8;188,6;
Hofors;Enskild;..;..;.;.;.;..;..;.;..;..;
Huddinge;Samtliga;561;46,2;79,5;91,4;221,1;652;53,8;73,9;89,9;197,2;
Huddinge;Kommunal;502;45,0;79,1;90,8;221,3;613;55,0;75,0;89,7;197,4;
Huddinge;Enskild;59;60,2;83,1;~100;219,2;39;39,8;56,4;~100;194,2;
Hudiksvall;Samtliga;277;50,0;75,5;87,9;214,5;277;50,0;70,0;85,2;183,2;
Hudiksvall;Kommunal;273;49,6;75,5;87,9;214,5;277;50,4;70,0;85,2;183,2;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;108;52,9;75,0;91,7;210,3;96;47,1;57,3;72,9;168,0;
Hultsfred;Kommunal;108;52,9;75,0;91,7;210,3;96;47,1;57,3;72,9;168,0;
Hylte;Samtliga;96;54,2;71,9;88,5;204,9;81;45,8;69,1;80,2;187,6;
Hylte;Kommunal;96;54,2;71,9;88,5;204,9;81;45,8;69,1;80,2;187,6;
Håbo;Samtliga;167;52,8;69,5;89,2;210,8;149;47,2;63,1;86,6;187,4;
Håbo;Kommunal;165;52,7;69,7;89,1;210,4;148;47,3;62,8;86,5;187,5;
Håbo;Enskild;..;..;..;..;..;..;..;..;..;..;
Hällefors;Samtliga;49;48,0;87,8;~100;216,0;53;52,0;84,9;88,7;203,9;
Hällefors;Kommunal;49;48,0;87,8;~100;216,0;53;52,0;84,9;88,7;203,9;
Härjedalen;Samtliga;70;49,0;84,3;~100;230,5;73;51,0;74,0;87,7;194,1;
Härjedalen;Kommunal;70;49,0;84,3;~100;230,5;73;51,0;74,0;87,7;194,1;
Härnösand;Samtliga;182;53,5;78,0;91,2;206,7;158;46,5;70,9;91,1;186,6;
Härnösand;Kommunal;182;53,5;78,0;91,2;206,7;158;46,5;70,9;91,1;186,6;
Härryda;Samtliga;272;50,5;88,2;96,0;225,6;267;49,5;83,1;92,9;207,4;
Härryda;Kommunal;267;51,1;88,4;95,9;225,0;256;48,9;84,0;93,4;208,4;
Härryda;Enskild;..;..;..;..;..;..;..;..;..;184,1;
Hässleholm;Samtliga;352;47,5;75,0;88,4;206,7;389;52,5;68,9;86,1;186,6;
Hässleholm;Kommunal;352;47,5;75,0;88,4;206,7;389;52,5;68,9;86,1;186,6;
Höganäs;Samtliga;166;50,0;88,0;94,6;233,1;166;50,0;80,7;93,4;210,9;
Höganäs;Kommunal;149;48,5;87,9;95,3;233,1;158;51,5;80,4;93,7;209,7;
Höganäs;Enskild;..;..;88,2;~100;233,5;..;..;..;..;..;
Högsby;Samtliga;52;61,9;76,9;90,4;209,0;32;38,1;78,1;~100;210,8;
Högsby;Kommunal;52;61,9;76,9;90,4;209,0;32;38,1;78,1;~100;210,8;
Hörby;Samtliga;104;46,0;83,7;94,2;209,5;122;54,0;76,2;89,3;188,4;
Hörby;Kommunal;104;46,0;83,7;94,2;209,5;122;54,0;76,2;89,3;188,4;
Höör;Samtliga;106;49,1;78,6;90,8;215,7;110;50,9;63,1;80,6;177,8;
Höör;Kommunal;97;49,0;78,4;90,7;215,2;101;51,0;62,4;80,2;176,4;
Höör;Enskild;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;Samtliga;42;51,2;71,4;85,7;223,6;40;48,8;55,0;60,0;158,8;
Jokkmokk;Kommunal;42;51,2;71,4;85,7;223,6;40;48,8;55,0;60,0;158,8;
Järfälla;Samtliga;427;47,4;75,4;90,4;220,1;474;52,6;70,7;88,6;200,2;
Järfälla;Kommunal;338;46,1;73,4;89,6;213,9;395;53,9;68,1;87,1;195,4;
Järfälla;Enskild;89;53,0;83,1;93,3;243,4;79;47,0;83,5;~100;223,1;
Jönköping;Samtliga;856;48,2;80,5;90,9;219,6;921;51,8;72,1;85,1;194,8;
Jönköping;Kommunal;791;49,4;79,8;90,4;218,2;809;50,6;70,8;83,9;193,7;
Jönköping;Enskild;65;36,7;89,2;~100;235,9;112;63,3;81,3;93,8;202,4;
Kalix;Samtliga;112;42,3;72,3;91,1;214,1;153;57,7;54,9;79,1;174,5;
Kalix;Kommunal;112;42,3;72,3;91,1;214,1;153;57,7;54,9;79,1;174,5;
Kalmar;Samtliga;420;50,3;81,3;93,1;214,7;415;49,7;75,7;90,8;197,4;
Kalmar;Kommunal;406;50,1;81,3;93,1;214,7;404;49,9;75,7;90,8;197,4;
Kalmar;Enskild;14;56,0;.;.;.;11;44,0;.;.;.;
Karlsborg;Samtliga;42;47,7;83,3;~100;214,6;46;52,3;80,4;~100;192,3;
Karlsborg;Kommunal;42;47,7;83,3;~100;214,6;46;52,3;80,4;~100;192,3;
Karlshamn;Samtliga;179;47,7;77,1;86,6;210,8;196;52,3;73,5;88,3;188,8;
Karlshamn;Kommunal;179;47,7;77,1;86,6;210,8;196;52,3;73,5;88,3;188,8;
Karlskoga;Samtliga;198;49,4;72,2;84,3;199,7;203;50,6;62,6;80,3;180,2;
Karlskoga;Kommunal;198;49,4;72,2;84,3;199,7;203;50,6;62,6;80,3;180,2;
Karlskrona;Samtliga;406;48,6;77,3;89,7;210,4;429;51,4;71,1;89,5;194,1;
Karlskrona;Kommunal;340;48,0;74,1;88,2;204,4;369;52,0;68,8;88,3;190,6;
Karlskrona;Enskild;66;52,4;93,9;~100;240,9;60;47,6;85,0;~100;215,4;
Karlstad;Samtliga;512;49,9;84,6;91,4;225,5;515;50,1;83,5;91,5;202,3;
Karlstad;Kommunal;512;49,9;84,6;91,4;225,5;515;50,1;83,5;91,5;202,3;
Katrineholm;Samtliga;237;47,8;83,5;89,0;213,9;259;52,2;68,7;77,2;180,1;
Katrineholm;Kommunal;237;47,8;83,5;89,0;213,9;259;52,2;68,7;77,2;180,1;
Kil;Samtliga;103;51,0;75,7;85,4;206,0;99;49,0;74,7;90,9;203,4;
Kil;Kommunal;103;51,0;75,7;85,4;206,0;99;49,0;74,7;90,9;203,4;
Kinda;Samtliga;81;54,4;77,8;91,4;213,0;68;45,6;75,0;92,6;194,3;
Kinda;Kommunal;81;54,4;77,8;91,4;213,0;68;45,6;75,0;92,6;194,3;
Kiruna;Samtliga;174;49,9;79,9;88,5;220,0;175;50,1;66,3;78,3;187,1;
Kiruna;Kommunal;174;49,9;79,9;88,5;220,0;175;50,1;66,3;78,3;187,1;
Klippan;Samtliga;118;52,9;79,7;94,1;215,1;105;47,1;70,5;87,6;194,2;
Klippan;Kommunal;118;52,9;79,7;94,1;215,1;105;47,1;70,5;87,6;194,2;
Knivsta;Samtliga;103;50,7;76,7;90,3;219,6;100;49,3;73,0;90,0;197,5;
Knivsta;Kommunal;92;49,7;75,0;89,1;219,4;93;50,3;72,0;89,2;197,7;
Knivsta;Enskild;..;..;90,9;100,0;221,4;..;..;..;..;..;
Kramfors;Samtliga;134;45,6;75,4;87,3;208,9;160;54,4;61,9;74,4;165,8;
Kramfors;Kommunal;134;45,6;75,4;87,3;208,9;160;54,4;61,9;74,4;165,8;
Kristianstad;Samtliga;575;51,9;79,0;90,3;214,6;532;48,1;65,2;83,6;188,1;
Kristianstad;Kommunal;531;51,4;79,5;89,8;215,0;503;48,6;64,2;82,9;187,5;
Kristianstad;Enskild;44;60,3;72,7;~100;208,8;29;39,7;82,8;~100;199,0;
Kristinehamn;Samtliga;153;47,8;76,5;86,3;210,7;167;52,2;73,1;80,8;188,3;
Kristinehamn;Kommunal;153;47,8;76,5;86,3;210,7;167;52,2;73,1;80,8;188,3;
Krokom;Samtliga;105;47,7;86,7;94,3;225,5;115;52,3;78,3;87,8;202,3;
Krokom;Kommunal;105;47,7;86,7;94,3;225,5;115;52,3;78,3;87,8;202,3;
Kumla;Samtliga;152;50,2;76,3;85,5;205,6;151;49,8;72,2;84,1;185,0;
Kumla;Kommunal;152;50,2;76,3;85,5;205,6;151;49,8;72,2;84,1;185,0;
Kungsbacka;Samtliga;594;51,0;86,5;94,6;230,5;570;49,0;81,1;95,0;212,8;
Kungsbacka;Kommunal;530;51,0;85,7;94,3;229,0;510;49,0;79,8;94,9;210,0;
Kungsbacka;Enskild;64;51,6;97,4;~100;249,7;60;48,4;94,1;~100;240,0;
Kungsör;Samtliga;72;63,2;69,4;84,7;187,4;42;36,8;64,3;76,2;194,2;
Kungsör;Kommunal;72;63,2;69,4;84,7;187,4;42;36,8;64,3;76,2;194,2;
Kungälv;Samtliga;303;47,2;84,0;91,6;219,3;339;52,8;84,2;91,1;202,0;
Kungälv;Kommunal;259;47,5;82,6;90,7;218,5;286;52,5;84,3;91,3;201,6;
Kungälv;Enskild;44;45,4;96,4;100,0;226,8;53;54,6;83,3;~100;205,5;
Kävlinge;Samtliga;155;48,3;71,6;85,2;204,8;166;51,7;66,9;88,6;190,8;
Kävlinge;Kommunal;155;48,3;71,6;85,2;204,8;166;51,7;66,9;88,6;190,8;
Köping;Samtliga;167;49,3;75,4;92,2;214,9;172;50,7;66,9;85,5;190,0;
Köping;Kommunal;167;49,3;75,4;92,2;214,9;172;50,7;66,9;85,5;190,0;
Laholm;Samtliga;164;48,4;75,6;86,0;215,1;175;51,6;67,4;77,7;189,8;
Laholm;Kommunal;164;48,4;75,6;86,0;215,1;175;51,6;67,4;77,7;189,8;
Landskrona;Samtliga;218;45,0;67,0;83,5;206,2;266;55,0;58,3;78,6;176,2;
Landskrona;Kommunal;185;45,3;69,2;83,2;204,8;223;54,7;58,3;78,0;176,9;
Landskrona;Enskild;33;43,4;54,5;84,8;214,4;43;56,6;58,1;81,4;172,3;
Laxå;Samtliga;42;51,2;69,0;85,7;199,0;40;48,8;62,5;~100;180,9;
Laxå;Kommunal;42;51,2;69,0;85,7;199,0;40;48,8;62,5;~100;180,9;
Lekeberg;Samtliga;48;50,5;83,3;~100;217,3;47;49,5;63,8;89,4;180,2;
Lekeberg;Kommunal;48;50,5;83,3;~100;217,3;47;49,5;63,8;89,4;180,2;
Leksand;Samtliga;128;52,7;80,5;86,7;214,7;115;47,3;84,3;93,9;204,7;
Leksand;Kommunal;124;52,5;80,6;86,3;214,4;112;47,5;83,9;93,8;203,2;
Leksand;Enskild;..;..;..;..;..;..;..;..;..;..;
Lerum;Samtliga;313;46,4;81,7;92,5;222,5;361;53,6;80,9;91,7;201,6;
Lerum;Kommunal;295;45,7;81,7;92,5;222,5;350;54,3;80,9;91,7;201,6;
Lerum;Enskild;18;62,1;.;.;.;11;37,9;.;.;.;
Lessebo;Samtliga;58;43,3;82,8;~100;225,7;76;56,7;73,7;86,8;184,3;
Lessebo;Kommunal;58;43,3;82,8;~100;225,7;76;56,7;73,7;86,8;184,3;
Lidingö;Samtliga;244;47,4;89,8;96,7;249,1;271;52,6;86,3;95,9;227,4;
Lidingö;Kommunal;226;47,6;89,4;96,5;248,4;249;52,4;85,5;95,6;225,6;
Lidingö;Enskild;18;45,0;94,4;100,0;257,8;22;55,0;95,5;100,0;248,0;
