Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2009/10

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Askersund;Kommunal;54;44,3;70,4;87,0;199,1;68;55,7;54,4;79,4;175,8;
Avesta;Samtliga;130;48,3;82,3;92,3;219,7;139;51,7;69,1;89,2;189,2;
Avesta;Kommunal;130;48,3;82,3;92,3;219,7;139;51,7;69,1;89,2;189,2;
Bengtsfors;Samtliga;53;51,5;67,9;77,4;204,5;50;48,5;70,0;82,0;193,0;
Bengtsfors;Kommunal;53;51,5;67,9;77,4;204,5;50;48,5;70,0;82,0;193,0;
Berg;Samtliga;53;57,0;86,8;~100;222,3;40;43,0;77,5;~100;198,1;
Berg;Kommunal;53;57,0;86,8;~100;222,3;40;43,0;77,5;~100;198,1;
Bjurholm;Samtliga;14;43,8;100,0;100,0;235,7;18;56,3;94,4;100,0;208,1;
Bjurholm;Kommunal;14;43,8;100,0;100,0;235,7;18;56,3;94,4;100,0;208,1;
Bjuv;Samtliga;94;53,4;63,8;83,0;204,0;82;46,6;61,0;84,1;187,3;
Bjuv;Kommunal;78;53,1;57,7;80,8;196,6;69;46,9;55,1;82,6;181,0;
Bjuv;Enskild;16;55,2;93,8;~100;240,0;13;44,8;92,3;~100;219,2;
Boden;Samtliga;174;47,5;85,6;90,8;220,7;192;52,5;79,2;85,9;192,4;
Boden;Kommunal;163;47,5;86,5;91,4;222,0;180;52,5;79,4;86,7;193,8;
Boden;Enskild;11;47,8;..;..;201,4;12;52,2;..;..;171,3;
Bollebygd;Samtliga;63;52,9;81,0;85,7;210,1;56;47,1;80,4;91,1;192,9;
Bollebygd;Kommunal;63;52,9;81,0;85,7;210,1;56;47,1;80,4;91,1;192,9;
Bollnäs;Samtliga;112;42,3;78,6;84,8;204,9;153;57,7;76,5;84,3;190,4;
Bollnäs;Kommunal;110;42,3;78,2;84,5;204,7;150;57,7;77,3;85,3;190,6;
Bollnäs;Enskild;..;..;..;..;..;..;..;..;..;..;
Borgholm;Samtliga;57;49,6;75,4;91,2;216,0;58;50,4;69,0;~100;187,5;
Borgholm;Kommunal;57;49,6;75,4;91,2;216,0;58;50,4;69,0;~100;187,5;
Borlänge;Samtliga;319;47,8;72,1;82,8;208,4;348;52,2;66,7;84,2;185,4;
Borlänge;Kommunal;306;47,2;73,9;84,3;209,3;342;52,8;67,5;85,4;186,4;
Borlänge;Enskild;..;..;..;..;184,5;..;..;..;..;..;
Borås;Samtliga;650;50,2;78,5;88,2;223,8;646;49,8;70,3;84,1;195,3;
Borås;Kommunal;591;49,7;77,8;87,1;221,9;598;50,3;69,9;83,8;194,2;
Borås;Enskild;59;55,1;84,7;~100;243,5;48;44,9;75,0;87,5;207,9;
Botkyrka;Samtliga;546;51,5;76,7;85,7;216,2;515;48,5;69,3;86,6;195,9;
Botkyrka;Kommunal;453;52,1;75,7;84,5;212,4;416;47,9;66,3;84,1;189,7;
Botkyrka;Enskild;93;48,4;81,7;91,4;234,9;99;51,6;81,8;~100;221,8;
Boxholm;Samtliga;36;43,9;83,3;~100;216,7;46;56,1;56,5;84,8;181,8;
Boxholm;Kommunal;36;43,9;83,3;~100;216,7;46;56,1;56,5;84,8;181,8;
Bromölla;Samtliga;87;55,8;82,8;88,5;217,6;69;44,2;73,9;81,2;193,8;
Bromölla;Kommunal;87;55,8;82,8;88,5;217,6;69;44,2;73,9;81,2;193,8;
Bräcke;Samtliga;44;44,0;59,1;88,6;197,5;56;56,0;80,4;87,5;194,9;
Bräcke;Kommunal;44;44,0;59,1;88,6;197,5;56;56,0;80,4;87,5;194,9;
Burlöv;Samtliga;81;43,3;70,4;90,1;212,4;106;56,7;75,5;92,5;206,7;
Burlöv;Kommunal;81;43,3;70,4;90,1;212,4;106;56,7;75,5;92,5;206,7;
Båstad;Samtliga;88;53,3;94,3;~100;226,4;77;46,7;83,1;93,5;190,3;
Båstad;Kommunal;88;53,3;94,3;~100;226,4;77;46,7;83,1;93,5;190,3;
Dals-Ed;Samtliga;27;49,1;59,3;74,1;183,0;28;50,9;53,6;78,6;193,2;
Dals-Ed;Kommunal;27;49,1;59,3;74,1;183,0;28;50,9;53,6;78,6;193,2;
Danderyd;Samtliga;230;48,0;94,3;~100;268,3;249;52,0;90,8;97,2;237,3;
Danderyd;Kommunal;150;48,2;98,0;~100;265,6;161;51,8;91,3;~100;232,2;
Danderyd;Enskild;80;47,6;87,5;100,0;273,2;88;52,4;89,8;~100;246,7;
Degerfors;Samtliga;56;47,5;62,5;78,6;194,7;62;52,5;58,1;74,2;156,8;
Degerfors;Kommunal;56;47,5;62,5;78,6;194,7;62;52,5;58,1;74,2;156,8;
Dorotea;Samtliga;17;51,5;82,4;~100;216,2;16;48,5;75,0;~100;171,9;
Dorotea;Kommunal;17;51,5;82,4;~100;216,2;16;48,5;75,0;~100;171,9;
Eda;Samtliga;44;41,9;88,6;~100;230,7;61;58,1;72,1;80,3;185,4;
Eda;Kommunal;44;41,9;88,6;~100;230,7;61;58,1;72,1;80,3;185,4;
Ekerö;Samtliga;159;47,5;86,2;96,2;227,5;176;52,5;81,8;96,0;210,1;
Ekerö;Kommunal;145;48,3;84,8;95,9;224,9;155;51,7;81,3;95,5;208,1;
Ekerö;Enskild;14;40,0;100,0;100,0;254,6;21;60,0;85,7;100,0;225,0;
Eksjö;Samtliga;104;49,1;80,8;92,3;221,9;108;50,9;71,3;87,0;181,8;
Eksjö;Kommunal;103;51,8;81,6;93,2;223,2;96;48,2;80,2;94,8;194,5;
Eksjö;Enskild;..;..;.;.;..;..;..;.;..;80,8;
Emmaboda;Samtliga;63;52,9;79,4;88,9;212,6;56;47,1;75,0;89,3;192,2;
Emmaboda;Kommunal;63;52,9;79,4;88,9;212,6;56;47,1;75,0;89,3;192,2;
Enköping;Samtliga;248;45,7;75,8;87,5;215,7;295;54,3;74,2;84,4;194,4;
Enköping;Kommunal;183;41,9;73,2;85,2;211,4;254;58,1;72,4;83,1;190,7;
Enköping;Enskild;65;61,3;83,1;~100;227,9;41;38,7;85,4;~100;216,7;
Eskilstuna;Samtliga;619;51,2;76,9;85,9;214,6;591;48,8;70,6;81,0;190,4;
Eskilstuna;Kommunal;513;50,9;74,1;83,8;203,4;495;49,1;66,3;78,2;178,0;
Eskilstuna;Enskild;106;52,5;90,6;~100;267,8;96;47,5;92,7;~100;253,5;
Eslöv;Samtliga;201;47,7;83,1;89,1;217,4;220;52,3;66,4;78,2;188,1;
Eslöv;Kommunal;201;47,7;83,1;89,1;217,4;220;52,3;66,4;78,2;188,1;
Essunga;Samtliga;37;45,7;94,6;100,0;245,4;44;54,3;97,7;100,0;224,8;
Essunga;Kommunal;37;45,7;94,6;100,0;245,4;44;54,3;97,7;100,0;224,8;
Fagersta;Samtliga;69;47,6;87,0;89,9;210,9;76;52,4;75,0;90,8;188,0;
Fagersta;Kommunal;69;47,6;87,0;89,9;210,9;76;52,4;75,0;90,8;188,0;
Falkenberg;Samtliga;264;50,2;78,4;88,3;202,5;262;49,8;64,9;79,4;177,8;
Falkenberg;Kommunal;264;50,2;78,4;88,3;202,5;262;49,8;64,9;79,4;177,8;
Falköping;Samtliga;192;50,0;76,0;88,5;211,9;192;50,0;70,8;87,5;192,8;
Falköping;Kommunal;192;50,3;76,0;88,5;211,9;190;49,7;71,6;88,4;194,5;
Falköping;Enskild;..;..;.;.;.;..;..;.;.;..;
Falun;Samtliga;366;50,3;80,3;87,2;218,3;361;49,7;74,5;85,0;192,8;
Falun;Kommunal;337;50,1;81,0;87,2;217,9;336;49,9;73,8;83,9;191,6;
Falun;Enskild;29;53,7;72,4;~100;223,2;25;46,3;84,0;100,0;208,6;
Filipstad;Samtliga;51;41,5;66,7;86,3;213,8;72;58,5;75,0;79,2;202,4;
Filipstad;Kommunal;51;41,5;66,7;86,3;213,8;72;58,5;75,0;79,2;202,4;
Finspång;Samtliga;147;52,7;78,9;87,1;211,3;132;47,3;78,8;87,9;201,1;
Finspång;Kommunal;147;52,7;78,9;87,1;211,3;132;47,3;78,8;87,9;201,1;
Flen;Samtliga;118;50,9;62,7;85,6;201,4;114;49,1;50,0;80,7;175,6;
Flen;Kommunal;109;49,1;64,2;85,3;205,2;113;50,9;49,6;80,5;175,2;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;85;52,8;82,4;89,4;202,8;76;47,2;77,6;82,9;190,5;
Forshaga;Kommunal;85;52,8;82,4;89,4;202,8;76;47,2;77,6;82,9;190,5;
Färgelanda;Samtliga;49;47,6;75,5;~100;205,8;54;52,4;59,3;85,2;168,9;
Färgelanda;Kommunal;49;47,6;75,5;~100;205,8;54;52,4;59,3;85,2;168,9;
Gagnef;Samtliga;71;48,6;88,7;~100;231,2;75;51,4;86,7;~100;206,6;
Gagnef;Kommunal;71;48,6;88,7;~100;231,2;75;51,4;86,7;~100;206,6;
Gislaved;Samtliga;230;52,8;80,0;87,0;213,4;206;47,2;64,6;80,1;178,2;
Gislaved;Kommunal;230;52,8;80,0;87,0;213,4;206;47,2;64,6;80,1;178,2;
Gnesta;Samtliga;67;46,5;88,1;92,5;233,9;77;53,5;70,1;85,7;185,8;
Gnesta;Kommunal;62;46,3;88,7;~100;236,9;72;53,7;69,4;86,1;183,9;
Gnesta;Enskild;..;..;..;..;..;..;..;..;..;..;
Gnosjö;Samtliga;78;51,0;76,9;85,9;207,3;75;49,0;68,0;85,3;204,5;
Gnosjö;Kommunal;78;51,0;76,9;85,9;207,3;75;49,0;68,0;85,3;204,5;
Gotland;Samtliga;361;48,5;81,3;89,7;215,4;383;51,5;79,1;86,9;200,0;
Gotland;Kommunal;312;47,9;84,3;90,7;218,5;339;52,1;79,9;87,0;202,0;
Gotland;Enskild;49;52,7;61,7;83,0;193,6;44;47,3;72,7;86,4;184,4;
Grums;Samtliga;51;48,1;68,6;76,5;186,2;55;51,9;65,5;80,0;175,5;
Grums;Kommunal;51;48,1;68,6;76,5;186,2;55;51,9;65,5;80,0;175,5;
Grästorp;Samtliga;35;46,7;74,3;85,7;184,6;40;53,3;82,5;~100;196,3;
Grästorp;Kommunal;35;46,7;74,3;85,7;184,6;40;53,3;82,5;~100;196,3;
Gullspång;Samtliga;21;38,2;81,0;~100;219,8;34;61,8;64,7;82,4;180,7;
Gullspång;Kommunal;21;38,2;81,0;~100;219,8;34;61,8;64,7;82,4;180,7;
Gällivare;Samtliga;110;48,2;89,1;90,0;237,8;118;51,8;84,7;92,4;208,8;
Gällivare;Kommunal;102;49,0;88,2;89,2;237,2;106;51,0;83,0;91,5;206,7;
Gällivare;Enskild;..;..;..;..;..;..;..;100,0;100,0;227,1;
Gävle;Samtliga;552;49,5;79,3;92,6;220,6;563;50,5;67,7;87,9;188,8;
Gävle;Kommunal;430;49,4;75,8;90,7;212,7;440;50,6;65,9;85,9;183,4;
Gävle;Enskild;122;49,8;91,8;~100;248,1;123;50,2;74,0;95,1;207,8;
Göteborg;Samtliga;2 588;50,4;75,1;87,7;218,5;2 552;49,6;72,4;86,6;202,2;
Göteborg;Kommunal;1 994;49,8;73,8;86,1;214,1;2 014;50,2;71,3;85,3;197,4;
Göteborg;Enskild;594;52,5;79,6;93,5;234,4;538;47,5;77,0;92,1;221,0;
Götene;Samtliga;88;48,4;87,5;~100;211,3;94;51,6;86,2;92,6;190,5;
Götene;Kommunal;88;48,4;87,5;~100;211,3;94;51,6;86,2;92,6;190,5;
Habo;Samtliga;72;56,3;91,7;~100;221,9;56;43,8;66,1;83,9;197,5;
Habo;Kommunal;72;56,3;91,7;~100;221,9;56;43,8;66,1;83,9;197,5;
Hagfors;Samtliga;58;46,8;82,8;89,7;228,4;66;53,2;71,2;78,8;189,1;
Hagfors;Kommunal;58;46,8;82,8;89,7;228,4;66;53,2;71,2;78,8;189,1;
Hallsberg;Samtliga;98;53,0;65,3;77,6;205,1;87;47,0;57,5;77,0;183,9;
Hallsberg;Kommunal;98;53,0;65,3;77,6;205,1;87;47,0;57,5;77,0;183,9;
Hallstahammar;Samtliga;94;47,7;71,3;83,0;218,7;103;52,3;63,1;79,6;186,7;
Hallstahammar;Kommunal;94;47,7;71,3;83,0;218,7;103;52,3;63,1;79,6;186,7;
Halmstad;Samtliga;578;51,4;82,4;90,1;218,7;546;48,6;77,7;90,5;198,7;
Halmstad;Kommunal;542;52,1;81,9;89,9;219,0;499;47,9;76,2;89,6;196,8;
Halmstad;Enskild;36;43,4;88,9;~100;215,0;47;56,6;93,6;100,0;218,9;
Hammarö;Samtliga;94;47,5;91,5;~100;238,5;104;52,5;93,3;~100;214,7;
Hammarö;Kommunal;94;47,5;91,5;~100;238,5;104;52,5;93,3;~100;214,7;
Haninge;Samtliga;411;45,1;67,2;82,7;204,1;501;54,9;63,3;78,6;190,2;
Haninge;Kommunal;366;44,9;66,7;82,2;204,5;449;55,1;60,6;76,8;186,5;
Haninge;Enskild;45;46,4;71,1;86,7;201,4;52;53,6;86,5;~100;222,4;
Haparanda;Samtliga;54;45,0;75,9;85,2;215,5;66;55,0;72,7;78,8;183,4;
Haparanda;Kommunal;54;45,0;75,9;85,2;215,5;66;55,0;72,7;78,8;183,4;
Heby;Samtliga;86;48,0;82,6;93,0;216,5;93;52,0;60,2;88,2;176,1;
Heby;Kommunal;86;48,0;82,6;93,0;216,5;93;52,0;60,2;88,2;176,1;
Hedemora;Samtliga;100;47,8;88,5;92,7;215,1;109;52,2;80,6;85,2;191,9;
Hedemora;Kommunal;88;46,6;89,8;93,2;215,2;101;53,4;80,2;84,2;190,8;
Hedemora;Enskild;..;..;..;..;..;..;..;..;..;..;
Helsingborg;Samtliga;760;50,3;81,4;89,2;223,3;750;49,7;70,3;85,1;195,3;
Helsingborg;Kommunal;554;49,5;78,9;87,4;215,8;566;50,5;68,2;82,5;192,8;
Helsingborg;Enskild;206;52,8;88,3;94,2;243,2;184;47,2;76,6;92,9;202,6;
Herrljunga;Samtliga;53;45,3;77,4;84,9;221,0;64;54,7;76,6;84,4;200,6;
Herrljunga;Kommunal;53;45,3;77,4;84,9;221,0;64;54,7;76,6;84,4;200,6;
Hjo;Samtliga;64;53,3;82,8;~100;228,6;56;46,7;85,7;~100;200,9;
Hjo;Kommunal;64;53,3;82,8;~100;228,6;56;46,7;85,7;~100;200,9;
Hofors;Samtliga;55;50,9;67,3;85,5;199,7;53;49,1;54,7;81,1;172,6;
Hofors;Kommunal;55;51,9;67,3;85,5;199,7;51;48,1;56,9;82,4;174,4;
Hofors;Enskild;..;..;.;.;.;..;..;.;..;..;
Huddinge;Samtliga;572;47,6;81,3;87,9;221,0;630;52,4;79,5;89,2;204,3;
Huddinge;Kommunal;513;46,3;80,1;87,1;220,6;595;53,7;79,0;89,1;203,2;
Huddinge;Enskild;59;62,8;91,5;~100;224,1;35;37,2;88,6;~100;222,1;
Hudiksvall;Samtliga;213;47,2;72,9;89,0;213,1;238;52,8;70,5;84,2;189,3;
Hudiksvall;Kommunal;210;47,3;72,9;89,0;213,1;234;52,7;70,5;84,2;189,3;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;81;46,6;82,7;87,7;210,7;93;53,4;75,3;84,9;189,4;
Hultsfred;Kommunal;81;46,6;82,7;87,7;210,7;93;53,4;75,3;84,9;189,4;
Hylte;Samtliga;86;50,0;69,8;89,5;210,4;86;50,0;60,5;87,2;185,4;
Hylte;Kommunal;83;51,2;68,7;89,2;207,7;79;48,8;57,0;86,1;183,3;
Hylte;Enskild;..;..;..;..;..;..;..;..;..;..;
Håbo;Samtliga;142;48,6;74,6;88,0;224,6;150;51,4;69,3;88,7;192,3;
Håbo;Kommunal;129;47,8;72,1;86,8;220,3;141;52,2;67,4;87,9;189,5;
Håbo;Enskild;..;..;100,0;100,0;266,9;..;..;..;..;..;
Hällefors;Samtliga;52;54,7;69,2;78,8;206,2;43;45,3;76,7;88,4;179,0;
Hällefors;Kommunal;52;54,7;69,2;78,8;206,2;43;45,3;76,7;88,4;179,0;
Härjedalen;Samtliga;64;56,1;76,6;82,8;224,8;50;43,9;66,0;76,0;181,0;
Härjedalen;Kommunal;64;56,1;76,6;82,8;224,8;50;43,9;66,0;76,0;181,0;
Härnösand;Samtliga;146;47,7;87,0;95,9;219,7;160;52,3;76,9;90,6;191,1;
Härnösand;Kommunal;142;47,7;87,3;95,8;218,5;156;52,3;76,9;90,4;190,0;
Härnösand;Enskild;..;..;..;..;..;..;..;..;..;..;
Härryda;Samtliga;264;50,0;87,9;96,6;227,7;264;50,0;88,6;96,2;215,2;
Härryda;Kommunal;256;50,6;88,3;97,3;229,7;250;49,4;88,4;96,0;215,9;
Härryda;Enskild;..;..;..;..;..;..;..;92,9;100,0;202,5;
Hässleholm;Samtliga;301;46,5;78,7;89,0;213,5;347;53,5;71,2;85,3;189,9;
Hässleholm;Kommunal;301;46,5;78,7;89,0;213,5;347;53,5;71,2;85,3;189,9;
Höganäs;Samtliga;158;51,0;88,6;93,7;232,1;152;49,0;78,9;90,1;207,4;
Höganäs;Kommunal;139;51,9;89,2;94,2;233,0;129;48,1;81,4;89,9;208,3;
Höganäs;Enskild;19;45,2;84,2;~100;225,8;23;54,8;65,2;~100;202,6;
Högsby;Samtliga;36;47,4;80,6;83,3;223,5;40;52,6;75,0;~100;190,9;
Högsby;Kommunal;36;47,4;80,6;83,3;223,5;40;52,6;75,0;~100;190,9;
Hörby;Samtliga;94;50,5;77,7;89,4;217,9;92;49,5;60,9;88,0;182,2;
Hörby;Kommunal;94;50,5;77,7;89,4;217,9;92;49,5;60,9;88,0;182,2;
Höör;Samtliga;101;49,8;83,7;93,9;221,6;102;50,2;71,7;90,2;191,6;
Höör;Kommunal;96;51,9;84,4;94,8;221,6;89;48,1;70,8;89,9;189,3;
Höör;Enskild;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;Samtliga;32;47,8;78,1;~100;205,3;35;52,2;91,4;~100;196,0;
Jokkmokk;Kommunal;32;47,8;78,1;~100;205,3;35;52,2;91,4;~100;196,0;
Järfälla;Samtliga;408;47,3;78,2;87,7;221,2;455;52,7;77,8;90,8;204,5;
Järfälla;Kommunal;323;47,2;76,2;85,4;217,0;362;52,8;76,0;90,6;202,0;
Järfälla;Enskild;85;47,8;85,9;~100;236,6;93;52,2;84,9;91,4;214,1;
Jönköping;Samtliga;788;50,1;82,9;89,0;221,8;784;49,9;75,1;87,0;196,3;
Jönköping;Kommunal;706;50,5;82,6;88,5;221,2;691;49,5;73,5;86,4;195,2;
Jönköping;Enskild;82;46,9;85,4;92,7;226,8;93;53,1;87,1;91,4;204,8;
Kalix;Samtliga;94;52,2;84,0;92,6;225,2;86;47,8;51,2;76,7;167,8;
Kalix;Kommunal;84;54,2;86,9;92,9;227,9;71;45,8;49,3;76,1;165,9;
Kalix;Enskild;10;40,0;..;..;202,0;15;60,0;..;~100;176,3;
Kalmar;Samtliga;377;48,8;85,0;94,7;220,4;395;51,2;81,9;90,7;198,9;
Kalmar;Kommunal;317;46,6;83,0;94,0;216,2;363;53,4;81,3;90,6;197,4;
Kalmar;Enskild;60;65,2;100,0;100,0;250,6;32;34,8;91,3;~100;222,6;
Karlsborg;Samtliga;49;60,5;83,7;100,0;211,5;32;39,5;84,4;~100;203,0;
Karlsborg;Kommunal;49;60,5;83,7;100,0;211,5;32;39,5;84,4;~100;203,0;
Karlshamn;Samtliga;191;51,9;73,8;88,0;210,7;177;48,1;68,4;83,1;195,1;
Karlshamn;Kommunal;188;52,7;73,9;88,3;210,6;169;47,3;66,9;82,2;193,0;
Karlshamn;Enskild;..;..;..;..;..;..;..;..;..;..;
Karlskoga;Samtliga;164;44,7;77,4;85,4;213,7;203;55,3;76,8;86,2;183,4;
Karlskoga;Kommunal;164;44,7;77,4;85,4;213,7;203;55,3;76,8;86,2;183,4;
Karlskrona;Samtliga;362;48,7;83,1;93,1;217,2;381;51,3;70,6;86,6;186,0;
Karlskrona;Kommunal;262;46,8;77,5;90,8;207,5;298;53,2;67,8;84,9;180,0;
Karlskrona;Enskild;100;54,6;98,0;~100;242,8;83;45,4;80,7;92,8;207,2;
Karlstad;Samtliga;443;49,9;84,2;91,2;219,2;444;50,1;85,4;94,6;204,0;
Karlstad;Kommunal;429;49,4;84,4;91,1;219,0;440;50,6;85,5;94,5;203,7;
Karlstad;Enskild;..;..;78,6;~100;226,8;..;..;..;..;..;
Katrineholm;Samtliga;212;50,2;74,1;84,0;205,2;210;49,8;71,9;78,1;186,1;
Katrineholm;Kommunal;212;50,2;74,1;84,0;205,2;210;49,8;71,9;78,1;186,1;
Kil;Samtliga;71;51,1;87,3;~100;219,9;68;48,9;77,9;89,7;199,9;
Kil;Kommunal;71;51,1;87,3;~100;219,9;68;48,9;77,9;89,7;199,9;
Kinda;Samtliga;66;44,9;92,4;92,4;227,3;81;55,1;74,1;87,7;182,8;
Kinda;Kommunal;66;44,9;92,4;92,4;227,3;81;55,1;74,1;87,7;182,8;
Kiruna;Samtliga;154;48,9;78,6;90,9;226,9;161;51,1;77,6;88,2;198,2;
Kiruna;Kommunal;143;48,3;76,9;90,2;224,1;153;51,7;76,5;87,6;194,8;
Kiruna;Enskild;..;..;100,0;100,0;263,6;..;..;..;..;..;
Klippan;Samtliga;113;52,8;82,3;91,2;224,0;101;47,2;68,3;84,2;182,0;
Klippan;Kommunal;113;52,8;82,3;91,2;224,0;101;47,2;68,3;84,2;182,0;
Knivsta;Samtliga;98;51,0;86,7;91,8;216,2;94;49,0;75,5;83,0;196,3;
Knivsta;Kommunal;91;52,0;86,8;92,3;216,2;84;48,0;76,2;83,3;197,0;
Knivsta;Enskild;..;..;..;..;..;..;..;..;..;191,0;
Kramfors;Samtliga;116;55,0;79,3;89,7;210,2;95;45,0;57,9;80,0;177,6;
Kramfors;Kommunal;116;55,0;79,3;89,7;210,2;95;45,0;57,9;80,0;177,6;
Kristianstad;Samtliga;468;48,9;76,3;87,4;213,7;490;51,1;66,5;81,6;188,1;
Kristianstad;Kommunal;436;48,9;76,1;87,4;214,8;456;51,1;65,4;80,7;186,5;
Kristianstad;Enskild;32;48,5;78,1;~100;199,2;34;51,5;82,4;~100;209,7;
Kristinehamn;Samtliga;136;51,9;74,3;87,5;205,9;126;48,1;80,2;90,5;196,4;
Kristinehamn;Kommunal;136;51,9;74,3;87,5;205,9;126;48,1;80,2;90,5;196,4;
Krokom;Samtliga;99;48,5;78,8;85,9;205,6;105;51,5;73,3;86,7;188,8;
Krokom;Kommunal;99;48,5;78,8;85,9;205,6;105;51,5;73,3;86,7;188,8;
Kumla;Samtliga;128;47,4;78,1;89,8;216,7;142;52,6;69,7;83,1;193,0;
Kumla;Kommunal;128;47,4;78,1;89,8;216,7;142;52,6;69,7;83,1;193,0;
Kungsbacka;Samtliga;558;49,3;89,8;95,2;234,4;574;50,7;88,3;96,7;216,3;
Kungsbacka;Kommunal;489;49,2;88,5;94,5;232,2;505;50,8;87,9;96,2;212,3;
Kungsbacka;Enskild;69;50,0;98,6;100,0;249,5;69;50,0;91,3;100,0;245,1;
Kungsör;Samtliga;46;47,4;71,7;~100;218,6;51;52,6;60,8;88,2;170,6;
Kungsör;Kommunal;46;47,4;71,7;~100;218,6;51;52,6;60,8;88,2;170,6;
Kungälv;Samtliga;287;48,4;79,6;89,5;215,9;306;51,6;84,0;92,5;203,1;
Kungälv;Kommunal;255;49,8;78,4;89,0;213,7;257;50,2;81,7;91,4;201,7;
Kungälv;Enskild;32;39,5;95,0;~100;244,3;49;60,5;100,0;100,0;213,1;
Kävlinge;Samtliga;155;44,9;81,9;91,6;222,1;190;55,1;77,9;96,3;210,5;
Kävlinge;Kommunal;143;45,5;82,5;91,6;221,3;171;54,5;77,8;96,5;208,9;
Kävlinge;Enskild;12;38,7;..;~100;230,8;19;61,3;78,9;~100;224,7;
Köping;Samtliga;171;55,7;70,2;88,3;209,8;136;44,3;80,1;90,4;200,6;
Köping;Kommunal;171;55,7;70,2;88,3;209,8;136;44,3;80,1;90,4;200,6;
Laholm;Samtliga;134;46,7;73,9;82,8;213,2;153;53,3;76,5;85,6;194,5;
Laholm;Kommunal;134;46,7;73,9;82,8;213,2;153;53,3;76,5;85,6;194,5;
Landskrona;Samtliga;218;49,2;73,4;84,9;211,7;225;50,8;60,4;83,1;184,6;
Landskrona;Kommunal;178;47,5;73,0;84,8;204,9;197;52,5;59,9;83,2;183,1;
Landskrona;Enskild;40;58,8;75,0;85,0;242,8;28;41,2;64,3;82,1;195,4;
Laxå;Samtliga;33;49,3;87,9;~100;207,1;34;50,7;64,7;85,3;165,6;
Laxå;Kommunal;33;49,3;87,9;~100;207,1;34;50,7;64,7;85,3;165,6;
Lekeberg;Samtliga;39;56,5;59,0;82,1;202,8;30;43,5;66,7;~100;195,2;
Lekeberg;Kommunal;39;56,5;59,0;82,1;202,8;30;43,5;66,7;~100;195,2;
Leksand;Samtliga;84;49,4;84,5;90,5;219,0;86;50,6;82,6;91,9;213,0;
Leksand;Kommunal;82;49,7;84,1;90,2;217,1;83;50,3;81,9;91,6;212,0;
Leksand;Enskild;..;..;..;..;..;..;..;..;..;..;
