Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2008/09

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Burlöv;Samtliga;82;47,7;73,2;92,7;221,4;90;52,3;75,6;84,4;204,0;
Burlöv;Kommunal;82;47,7;73,2;92,7;221,4;90;52,3;75,6;84,4;204,0;
Båstad;Samtliga;97;54,5;90,7;~100;228,2;81;45,5;86,4;91,4;207,2;
Båstad;Kommunal;97;54,5;90,7;~100;228,2;81;45,5;86,4;91,4;207,2;
Dals-Ed;Samtliga;29;52,7;93,1;~100;229,0;26;47,3;57,7;76,9;173,7;
Dals-Ed;Kommunal;29;52,7;93,1;~100;229,0;26;47,3;57,7;76,9;173,7;
Danderyd;Samtliga;244;50,2;94,7;~100;270,5;242;49,8;91,7;97,1;239,1;
Danderyd;Kommunal;162;52,1;96,3;100,0;273,6;149;47,9;90,6;~100;234,6;
Danderyd;Enskild;82;46,9;91,5;~100;264,2;93;53,1;93,5;~100;246,2;
Degerfors;Samtliga;65;44,2;66,2;78,5;182,7;82;55,8;57,3;82,9;172,7;
Degerfors;Kommunal;65;44,2;66,2;78,5;182,7;82;55,8;57,3;82,9;172,7;
Dorotea;Samtliga;21;51,2;81,0;~100;216,7;20;48,8;85,0;~100;204,5;
Dorotea;Kommunal;21;51,2;81,0;~100;216,7;20;48,8;85,0;~100;204,5;
Eda;Samtliga;48;48,5;79,2;81,3;206,0;51;51,5;64,7;84,3;186,3;
Eda;Kommunal;48;48,5;79,2;81,3;206,0;51;51,5;64,7;84,3;186,3;
Ekerö;Samtliga;165;45,2;89,1;96,4;240,1;200;54,8;78,7;93,4;207,1;
Ekerö;Kommunal;148;46,3;87,8;95,9;239,1;172;53,8;76,2;92,4;202,0;
Ekerö;Enskild;17;37,8;100,0;100,0;248,5;28;62,2;96,0;100,0;242,6;
Eksjö;Samtliga;109;47,4;78,0;90,8;206,6;121;52,6;55,4;87,6;175,5;
Eksjö;Kommunal;105;49,3;81,0;93,3;210,3;108;50,7;62,0;92,6;188,7;
Eksjö;Enskild;..;..;.;..;..;..;..;.;..;65,8;
Emmaboda;Samtliga;64;52,5;65,6;79,7;195,3;58;47,5;69,0;87,9;188,4;
Emmaboda;Kommunal;64;52,5;65,6;79,7;195,3;58;47,5;69,0;87,9;188,4;
Enköping;Samtliga;274;52,7;75,9;88,3;219,3;246;47,3;79,7;89,4;198,5;
Enköping;Kommunal;225;52,6;72,4;87,1;209,4;203;47,4;76,8;87,2;191,4;
Enköping;Enskild;49;53,3;91,8;~100;263,1;43;46,7;93,0;100,0;231,0;
Eskilstuna;Samtliga;638;49,4;74,1;86,8;208,6;654;50,6;70,0;84,9;191,2;
Eskilstuna;Kommunal;574;49,6;72,0;85,5;202,9;584;50,4;67,0;83,2;184,7;
Eskilstuna;Enskild;64;47,8;93,8;~100;258,4;70;52,2;95,7;~100;243,5;
Eslöv;Samtliga;195;47,6;77,4;87,7;207,7;215;52,4;72,6;84,2;199,1;
Eslöv;Kommunal;195;47,6;77,4;87,7;207,7;215;52,4;72,6;84,2;199,1;
Essunga;Samtliga;37;51,4;89,2;~100;244,6;35;48,6;71,4;~100;191,3;
Essunga;Kommunal;37;51,4;89,2;~100;244,6;35;48,6;71,4;~100;191,3;
Fagersta;Samtliga;75;56,4;77,3;88,0;211,4;58;43,6;67,2;87,9;191,5;
Fagersta;Kommunal;75;56,4;77,3;88,0;211,4;58;43,6;67,2;87,9;191,5;
Falkenberg;Samtliga;306;49,5;77,8;89,5;209,1;312;50,5;69,9;88,5;192,6;
Falkenberg;Kommunal;306;49,5;77,8;89,5;209,1;312;50,5;69,9;88,5;192,6;
Falköping;Samtliga;214;48,4;79,9;89,7;207,2;228;51,6;71,5;87,3;190,6;
Falköping;Kommunal;214;48,5;79,9;89,7;207,2;227;51,5;71,8;87,2;190,8;
Falköping;Enskild;..;..;.;.;.;..;..;.;..;..;
Falun;Samtliga;370;48,6;84,1;89,5;221,3;392;51,4;81,9;88,8;199,4;
Falun;Kommunal;341;48,3;84,5;89,7;220,6;365;51,7;81,6;88,8;198,5;
Falun;Enskild;29;51,8;79,3;~100;229,0;27;48,2;85,2;~100;211,7;
Filipstad;Samtliga;58;47,5;72,4;84,5;211,2;64;52,5;59,4;73,4;177,9;
Filipstad;Kommunal;58;47,5;72,4;84,5;211,2;64;52,5;59,4;73,4;177,9;
Finspång;Samtliga;119;46,1;74,8;88,2;214,6;139;53,9;72,7;83,5;187,7;
Finspång;Kommunal;119;46,1;74,8;88,2;214,6;139;53,9;72,7;83,5;187,7;
Flen;Samtliga;101;49,5;68,3;84,2;204,7;103;50,5;55,3;78,6;174,6;
Flen;Kommunal;94;48,5;70,2;86,2;212,7;100;51,5;56,0;79,0;175,8;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;91;46,2;84,6;91,2;212,6;106;53,8;66,0;84,9;175,6;
Forshaga;Kommunal;91;46,2;84,6;91,2;212,6;106;53,8;66,0;84,9;175,6;
Färgelanda;Samtliga;53;44,5;86,8;90,6;219,2;66;55,5;69,7;83,3;184,2;
Färgelanda;Kommunal;53;44,5;86,8;90,6;219,2;66;55,5;69,7;83,3;184,2;
Gagnef;Samtliga;71;47,3;85,9;~100;223,5;79;52,7;81,0;93,7;202,7;
Gagnef;Kommunal;71;47,3;85,9;~100;223,5;79;52,7;81,0;93,7;202,7;
Gislaved;Samtliga;227;48,6;74,9;85,5;202,8;240;51,4;70,8;85,0;190,7;
Gislaved;Kommunal;227;48,6;74,9;85,5;202,8;240;51,4;70,8;85,0;190,7;
Gnesta;Samtliga;72;49,3;72,1;~100;221,6;74;50,7;71,8;87,3;185,7;
Gnesta;Kommunal;68;48,9;72,1;~100;221,6;71;51,1;71,8;87,3;185,7;
Gnesta;Enskild;..;..;.;.;.;..;..;.;.;.;
Gnosjö;Samtliga;62;47,3;82,3;~100;220,5;69;52,7;78,3;87,0;195,6;
Gnosjö;Kommunal;62;47,3;82,3;~100;220,5;69;52,7;78,3;87,0;195,6;
Gotland;Samtliga;383;47,1;78,5;89,7;213,2;430;52,9;76,1;89,2;196,0;
Gotland;Kommunal;324;45,6;79,6;89,5;215,0;386;54,4;77,7;90,2;197,8;
Gotland;Enskild;59;57,3;71,7;90,6;202,1;44;42,7;60,0;80,0;178,3;
Grums;Samtliga;73;53,3;80,8;86,3;214,9;64;46,7;57,8;79,7;174,0;
Grums;Kommunal;73;53,3;80,8;86,3;214,9;64;46,7;57,8;79,7;174,0;
Grästorp;Samtliga;57;57,0;86,0;~100;214,1;43;43,0;81,4;88,4;201,0;
Grästorp;Kommunal;57;57,0;86,0;~100;214,1;43;43,0;81,4;88,4;201,0;
Gullspång;Samtliga;31;50,0;87,1;~100;218,9;31;50,0;80,6;~100;192,9;
Gullspång;Kommunal;31;50,0;87,1;~100;218,9;31;50,0;80,6;~100;192,9;
Gällivare;Samtliga;104;49,1;88,5;92,3;236,7;108;50,9;82,4;92,6;200,3;
Gällivare;Kommunal;93;48,2;87,1;91,4;235,5;100;51,8;81,0;92,0;200,7;
Gällivare;Enskild;..;..;100,0;100,0;246,8;..;..;..;..;..;
Gävle;Samtliga;593;48,3;79,8;91,4;212,8;635;51,7;75,6;87,6;194,3;
Gävle;Kommunal;496;49,1;77,8;90,1;207,0;514;50,9;73,3;86,2;189,5;
Gävle;Enskild;97;44,5;89,7;~100;242,4;121;55,5;85,1;93,4;214,5;
Göteborg;Samtliga;2 552;49,0;76,7;86,8;221,4;2 660;51,0;71,3;84,3;200,7;
Göteborg;Kommunal;1 971;48,1;74,4;85,1;216,5;2 127;51,9;68,8;82,1;195,6;
Göteborg;Enskild;581;52,2;85,6;93,2;239,6;533;47,8;81,9;93,5;222,4;
Götene;Samtliga;82;45,6;82,9;90,2;214,6;98;54,4;76,5;91,8;189,3;
Götene;Kommunal;82;45,6;82,9;90,2;214,6;98;54,4;76,5;91,8;189,3;
Habo;Samtliga;59;40,4;98,3;~100;229,6;87;59,6;88,5;90,8;207,5;
Habo;Kommunal;59;40,4;98,3;~100;229,6;87;59,6;88,5;90,8;207,5;
Hagfors;Samtliga;66;48,9;78,8;84,8;214,3;69;51,1;69,6;72,5;180,7;
Hagfors;Kommunal;66;48,9;78,8;84,8;214,3;69;51,1;69,6;72,5;180,7;
Hallsberg;Samtliga;92;43,4;66,3;76,1;196,2;120;56,6;54,2;72,5;178,8;
Hallsberg;Kommunal;92;43,4;66,3;76,1;196,2;120;56,6;54,2;72,5;178,8;
Hallstahammar;Samtliga;103;47,0;79,6;92,2;225,4;116;53,0;63,8;76,7;189,5;
Hallstahammar;Kommunal;103;47,0;79,6;92,2;225,4;116;53,0;63,8;76,7;189,5;
Halmstad;Samtliga;570;49,8;85,3;92,6;221,3;574;50,2;79,4;90,6;199,6;
Halmstad;Kommunal;532;49,7;84,8;92,3;220,0;538;50,3;79,4;90,9;199,0;
Halmstad;Enskild;38;51,4;92,1;~100;239,2;36;48,6;80,6;86,1;208,3;
Hammarö;Samtliga;112;50,2;92,0;~100;233,3;111;49,8;94,6;~100;209,2;
Hammarö;Kommunal;112;50,2;92,0;~100;233,3;111;49,8;94,6;~100;209,2;
Haninge;Samtliga;480;48,6;71,5;85,2;208,2;507;51,4;69,6;87,8;191,0;
Haninge;Kommunal;423;48,3;70,2;84,4;207,8;452;51,7;67,9;86,5;192,3;
Haninge;Enskild;57;50,9;80,7;91,2;210,9;55;49,1;83,6;~100;180,7;
Haparanda;Samtliga;76;44,7;84,2;89,5;229,5;94;55,3;72,3;77,7;182,8;
Haparanda;Kommunal;76;44,7;84,2;89,5;229,5;94;55,3;72,3;77,7;182,8;
Heby;Samtliga;92;44,4;75,0;87,0;211,0;115;55,6;61,7;79,1;174,8;
Heby;Kommunal;92;44,4;75,0;87,0;211,0;115;55,6;61,7;79,1;174,8;
Hedemora;Samtliga;107;51,9;79,2;88,1;206,9;99;48,1;80,4;86,6;187,7;
Hedemora;Kommunal;99;52,4;79,8;87,9;206,8;90;47,6;80,0;86,7;188,8;
Hedemora;Enskild;..;..;..;..;..;..;..;..;..;..;
Helsingborg;Samtliga;779;48,1;80,7;90,1;226,3;839;51,9;74,4;87,7;201,0;
Helsingborg;Kommunal;561;46,5;79,3;88,8;223,0;645;53,5;71,2;85,7;197,4;
Helsingborg;Enskild;218;52,9;84,4;93,6;234,6;194;47,1;85,1;94,3;212,6;
Herrljunga;Samtliga;52;41,3;71,2;80,8;215,5;74;58,7;67,6;82,4;192,6;
Herrljunga;Kommunal;52;41,3;71,2;80,8;215,5;74;58,7;67,6;82,4;192,6;
Hjo;Samtliga;56;45,9;87,5;~100;233,4;66;54,1;78,8;87,9;187,3;
Hjo;Kommunal;56;45,9;87,5;~100;233,4;66;54,1;78,8;87,9;187,3;
Hofors;Samtliga;62;48,1;72,6;82,3;189,4;67;51,9;58,2;76,1;168,0;
Hofors;Kommunal;61;48,4;73,8;83,6;191,8;65;51,6;60,0;78,5;170,2;
Hofors;Enskild;..;..;.;.;..;..;..;.;.;..;
Huddinge;Samtliga;592;47,7;83,1;90,2;222,9;650;52,3;77,7;90,8;204,3;
Huddinge;Kommunal;511;46,4;82,0;89,2;221,4;591;53,6;76,1;90,0;202,0;
Huddinge;Enskild;81;57,9;90,1;~100;232,3;59;42,1;93,2;~100;226,9;
Hudiksvall;Samtliga;241;50,7;79,0;87,4;211,0;234;49,3;73,7;85,3;193,3;
Hudiksvall;Kommunal;238;50,6;79,0;87,4;211,0;232;49,4;73,7;85,3;193,3;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;85;44,7;81,2;85,9;211,8;105;55,3;60,0;82,9;182,5;
Hultsfred;Kommunal;85;44,7;81,2;85,9;211,8;105;55,3;60,0;82,9;182,5;
Hylte;Samtliga;67;43,8;59,7;76,1;186,6;86;56,2;66,3;86,0;192,5;
Hylte;Kommunal;67;44,7;59,7;76,1;186,6;83;55,3;65,1;85,5;190,6;
Hylte;Enskild;..;..;.;.;.;..;..;..;..;..;
Håbo;Samtliga;110;40,1;73,6;89,1;216,8;164;59,9;63,4;87,8;186,1;
Håbo;Kommunal;93;38,1;72,0;89,2;216,5;151;61,9;60,9;86,8;184,9;
Håbo;Enskild;17;56,7;82,4;~100;218,2;13;43,3;92,3;100,0;200,0;
Hällefors;Samtliga;50;56,8;78,0;90,0;208,0;38;43,2;84,2;~100;187,5;
Hällefors;Kommunal;50;56,8;78,0;90,0;208,0;38;43,2;84,2;~100;187,5;
Härjedalen;Samtliga;78;59,1;73,1;85,9;200,5;54;40,9;79,6;~100;212,5;
Härjedalen;Kommunal;78;59,1;73,1;85,9;200,5;54;40,9;79,6;~100;212,5;
Härnösand;Samtliga;154;52,9;70,1;86,4;202,4;137;47,1;73,0;92,0;191,9;
Härnösand;Kommunal;147;52,1;70,1;86,4;202,9;135;47,9;72,6;91,9;190,6;
Härnösand;Enskild;..;..;..;..;..;..;..;..;..;..;
Härryda;Samtliga;269;50,1;87,7;95,2;229,7;268;49,9;90,7;96,3;214,5;
Härryda;Kommunal;257;49,6;87,9;95,3;230,1;261;50,4;90,4;96,2;213,8;
Härryda;Enskild;..;..;83,3;~100;221,3;..;..;..;..;..;
Hässleholm;Samtliga;318;48,4;77,7;88,4;210,6;339;51,6;69,9;84,1;189,8;
Hässleholm;Kommunal;318;48,4;77,7;88,4;210,6;339;51,6;69,9;84,1;189,8;
Höganäs;Samtliga;153;48,6;83,7;91,5;227,8;162;51,4;77,2;92,0;208,0;
Höganäs;Kommunal;133;46,8;83,5;90,2;227,7;151;53,2;76,8;91,4;206,0;
Höganäs;Enskild;20;64,5;85,0;100,0;228,3;11;35,5;..;100,0;234,5;
Högsby;Samtliga;33;37,9;66,7;78,8;212,9;54;62,1;64,8;75,9;189,2;
Högsby;Kommunal;33;37,9;66,7;78,8;212,9;54;62,1;64,8;75,9;189,2;
Hörby;Samtliga;103;50,7;70,9;87,4;202,1;100;49,3;66,0;86,0;185,7;
Hörby;Kommunal;102;51,5;70,6;87,3;202,3;96;48,5;68,8;86,5;188,0;
Hörby;Enskild;..;..;..;..;..;..;..;.;..;..;
Höör;Samtliga;96;51,3;85,2;93,2;222,1;91;48,7;75,6;93,0;203,6;
Höör;Kommunal;85;49,7;84,7;92,9;220,4;86;50,3;75,6;93,0;203,6;
Höör;Enskild;..;..;..;..;..;..;..;.;.;.;
Jokkmokk;Samtliga;42;54,5;83,3;85,7;228,9;35;45,5;68,6;74,3;178,7;
Jokkmokk;Kommunal;42;54,5;83,3;85,7;228,9;35;45,5;68,6;74,3;178,7;
Järfälla;Samtliga;399;46,3;79,2;92,7;224,7;463;53,7;74,7;89,6;206,0;
Järfälla;Kommunal;316;45,6;76,6;90,8;221,7;377;54,4;73,2;88,1;202,3;
Järfälla;Enskild;83;49,1;89,2;100,0;236,3;86;50,9;81,4;~100;222,0;
Jönköping;Samtliga;789;48,9;81,0;91,9;223,0;825;51,1;76,6;89,5;202,9;
Jönköping;Kommunal;739;49,9;80,9;91,7;222,1;741;50,1;75,2;88,8;201,8;
Jönköping;Enskild;50;37,3;82,0;~100;236,2;84;62,7;89,3;~100;212,5;
Kalix;Samtliga;100;48,8;84,0;92,0;221,6;105;51,2;61,0;83,8;175,3;
Kalix;Kommunal;94;49,2;87,2;~100;224,6;97;50,8;60,8;84,5;176,2;
Kalix;Enskild;..;..;..;..;..;..;..;..;..;..;
Kalmar;Samtliga;385;50,0;85,4;92,8;216,9;385;50,0;79,0;90,7;193,4;
Kalmar;Kommunal;351;49,6;84,6;92,6;215,8;357;50,4;77,9;90,2;192,7;
Kalmar;Enskild;34;54,8;96,2;~100;231,7;28;45,2;100,0;100,0;205,8;
Karlsborg;Samtliga;61;58,7;86,9;~100;213,1;43;41,3;95,3;~100;204,3;
Karlsborg;Kommunal;61;58,7;86,9;~100;213,1;43;41,3;95,3;~100;204,3;
Karlshamn;Samtliga;156;41,4;79,5;89,7;213,1;221;58,6;72,4;84,6;194,3;
Karlshamn;Kommunal;156;41,4;79,5;89,7;213,1;221;58,6;72,4;84,6;194,3;
Karlskoga;Samtliga;174;49,2;81,0;92,5;222,0;180;50,8;72,8;84,4;195,5;
Karlskoga;Kommunal;174;49,2;81,0;92,5;222,0;180;50,8;72,8;84,4;195,5;
Karlskrona;Samtliga;385;50,7;77,4;86,8;210,9;374;49,3;77,0;89,3;198,2;
Karlskrona;Kommunal;282;47,7;73,0;83,7;203,6;309;52,3;73,5;87,7;192,6;
Karlskrona;Enskild;103;61,3;89,3;95,1;230,6;65;38,7;93,8;~100;224,4;
Karlstad;Samtliga;496;50,0;85,9;91,3;224,9;496;50,0;85,1;91,3;207,1;
Karlstad;Kommunal;496;50,0;85,9;91,3;224,9;496;50,0;85,1;91,3;207,1;
Katrineholm;Samtliga;238;53,5;78,2;85,7;210,9;207;46,5;73,9;83,6;186,0;
Katrineholm;Kommunal;238;53,5;78,2;85,7;210,9;207;46,5;73,9;83,6;186,0;
Kil;Samtliga;86;49,1;73,3;94,2;216,3;89;50,9;66,3;93,3;197,0;
Kil;Kommunal;86;49,1;73,3;94,2;216,3;89;50,9;66,3;93,3;197,0;
Kinda;Samtliga;56;47,9;89,3;~100;227,9;61;52,1;75,4;90,2;194,3;
Kinda;Kommunal;56;47,9;89,3;~100;227,9;61;52,1;75,4;90,2;194,3;
Kiruna;Samtliga;140;46,8;76,4;85,0;215,1;159;53,2;74,2;89,3;194,4;
Kiruna;Kommunal;130;46,6;75,4;84,6;215,8;149;53,4;73,2;89,3;193,6;
Kiruna;Enskild;10;50,0;..;..;206,5;10;50,0;..;..;206,0;
Klippan;Samtliga;100;49,0;78,0;91,0;215,4;104;51,0;62,5;82,7;173,6;
Klippan;Kommunal;100;49,0;78,0;91,0;215,4;104;51,0;62,5;82,7;173,6;
Knivsta;Samtliga;84;44,4;91,7;~100;242,6;105;55,6;82,9;94,3;214,0;
Knivsta;Kommunal;74;45,4;91,9;~100;239,3;89;54,6;79,8;93,3;211,1;
Knivsta;Enskild;10;38,5;..;..;267,0;16;61,5;100,0;100,0;230,3;
Kramfors;Samtliga;109;45,8;76,1;85,3;206,1;129;54,2;65,1;82,9;181,3;
Kramfors;Kommunal;109;45,8;76,1;85,3;206,1;129;54,2;65,1;82,9;181,3;
Kristianstad;Samtliga;523;51,4;72,7;88,0;212,4;494;48,6;72,9;87,2;196,5;
Kristianstad;Kommunal;488;51,5;72,7;87,3;212,7;460;48,5;73,3;86,7;197,1;
Kristianstad;Enskild;35;50,7;71,4;~100;208,0;34;49,3;67,6;~100;188,0;
Kristinehamn;Samtliga;171;47,9;80,1;84,8;210,1;186;52,1;72,6;82,8;192,0;
Kristinehamn;Kommunal;171;47,9;80,1;84,8;210,1;186;52,1;72,6;82,8;192,0;
Krokom;Samtliga;99;47,8;83,8;92,9;216,3;108;52,2;84,3;89,8;198,3;
Krokom;Kommunal;99;47,8;83,8;92,9;216,3;108;52,2;84,3;89,8;198,3;
Kumla;Samtliga;128;47,9;82,0;89,8;210,6;139;52,1;67,6;82,7;184,9;
Kumla;Kommunal;128;47,9;82,0;89,8;210,6;139;52,1;67,6;82,7;184,9;
Kungsbacka;Samtliga;592;49,1;91,2;97,1;232,4;613;50,9;86,8;95,4;214,0;
Kungsbacka;Kommunal;526;49,5;90,7;96,8;231,0;536;50,5;85,6;95,1;210,1;
Kungsbacka;Enskild;66;46,2;95,5;100,0;243,7;77;53,8;94,8;~100;241,5;
Kungsör;Samtliga;53;53,5;71,7;90,6;195,9;46;46,5;65,2;82,6;193,6;
Kungsör;Kommunal;53;53,5;71,7;90,6;195,9;46;46,5;65,2;82,6;193,6;
Kungälv;Samtliga;265;47,4;83,5;94,0;230,4;294;52,6;76,8;88,4;204,8;
Kungälv;Kommunal;220;46,5;83,2;93,2;228,9;253;53,5;74,7;87,4;203,6;
Kungälv;Enskild;45;52,3;86,2;100,0;242,2;41;47,7;93,8;~100;213,8;
Kävlinge;Samtliga;174;53,2;90,2;~100;226,2;153;46,8;71,2;90,8;199,2;
Kävlinge;Kommunal;174;53,2;90,2;~100;226,2;153;46,8;71,2;90,8;199,2;
Köping;Samtliga;170;50,4;66,5;86,5;203,0;167;49,6;64,7;91,0;195,2;
Köping;Kommunal;170;50,4;66,5;86,5;203,0;167;49,6;64,7;91,0;195,2;
Laholm;Samtliga;157;48,2;84,1;89,8;217,5;169;51,8;77,5;86,4;189,9;
Laholm;Kommunal;157;48,2;84,1;89,8;217,5;169;51,8;77,5;86,4;189,9;
Landskrona;Samtliga;212;46,4;69,3;82,1;206,2;245;53,6;58,8;80,4;178,4;
Landskrona;Kommunal;162;43,9;65,4;78,4;191,0;207;56,1;57,0;78,3;171,7;
Landskrona;Enskild;50;56,8;82,0;~100;254,4;38;43,2;68,4;~100;213,9;
Laxå;Samtliga;33;42,9;93,9;100,0;218,3;44;57,1;77,3;~100;180,7;
Laxå;Kommunal;33;42,9;93,9;100,0;218,3;44;57,1;77,3;~100;180,7;
Lekeberg;Samtliga;46;46,9;80,4;89,1;216,0;52;53,1;65,4;82,7;183,8;
Lekeberg;Kommunal;46;46,9;80,4;89,1;216,0;52;53,1;65,4;82,7;183,8;
Leksand;Samtliga;110;49,3;89,1;93,6;224,1;113;50,7;85,0;86,7;199,1;
Leksand;Kommunal;104;48,4;89,4;93,3;222,8;111;51,6;84,7;86,5;198,1;
Leksand;Enskild;..;..;..;..;..;..;..;..;..;..;
Lerum;Samtliga;315;49,3;83,4;92,0;225,1;324;50,7;85,1;93,2;213,1;
Lerum;Kommunal;301;49,4;83,4;92,0;225,1;308;50,6;85,1;93,2;213,1;
Lerum;Enskild;14;46,7;.;.;.;16;53,3;.;.;.;
