Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2007/08

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Haninge;Enskild;54;56,8;74,1;83,3;210,4;41;43,2;63,4;78,0;165,9;
Haparanda;Samtliga;86;56,2;87,2;93,0;230,3;67;43,8;88,1;~100;216,9;
Haparanda;Kommunal;86;56,2;87,2;93,0;230,3;67;43,8;88,1;~100;216,9;
Heby;Samtliga;94;45,0;87,2;93,6;212,3;115;55,0;67,8;87,0;185,0;
Heby;Kommunal;94;45,0;87,2;93,6;212,3;115;55,0;67,8;87,0;185,0;
Hedemora;Samtliga;111;46,8;81,3;89,7;203,5;126;53,2;74,8;82,1;191,6;
Hedemora;Kommunal;99;45,6;80,8;89,9;202,0;118;54,4;74,6;82,2;192,7;
Hedemora;Enskild;..;..;..;..;..;..;..;..;..;..;
Helsingborg;Samtliga;791;47,8;78,9;85,8;220,4;865;52,2;69,5;84,2;193,1;
Helsingborg;Kommunal;601;47,3;78,2;84,9;217,5;669;52,7;70,6;83,7;192,0;
Helsingborg;Enskild;190;49,2;81,1;88,9;229,8;196;50,8;65,8;85,7;196,6;
Herrljunga;Samtliga;65;47,4;80,0;~100;230,9;72;52,6;70,8;81,9;201,1;
Herrljunga;Kommunal;65;47,4;80,0;~100;230,9;72;52,6;70,8;81,9;201,1;
Hjo;Samtliga;65;50,4;76,9;92,3;209,0;64;49,6;73,4;~100;213,8;
Hjo;Kommunal;65;50,4;76,9;92,3;209,0;64;49,6;73,4;~100;213,8;
Hofors;Samtliga;67;45,6;80,6;89,6;198,1;80;54,4;57,5;80,0;174,6;
Hofors;Kommunal;66;46,2;81,8;90,9;200,9;77;53,8;59,7;81,8;177,5;
Hofors;Enskild;..;..;.;.;..;..;..;.;..;..;
Huddinge;Samtliga;557;46,7;75,6;86,9;214,7;636;53,3;76,1;88,5;200,4;
Huddinge;Kommunal;505;45,7;75,0;86,1;215,1;599;54,3;76,0;88,5;200,8;
Huddinge;Enskild;52;58,4;80,8;~100;211,1;37;41,6;78,4;~100;193,5;
Hudiksvall;Samtliga;242;45,1;80,8;88,8;208,6;294;54,9;70,1;84,4;187,0;
Hudiksvall;Kommunal;240;45,5;80,8;88,8;208,6;288;54,5;70,1;84,4;187,0;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;102;49,5;76,5;84,3;203,6;104;50,5;68,3;88,5;191,6;
Hultsfred;Kommunal;102;49,5;76,5;84,3;203,6;104;50,5;68,3;88,5;191,6;
Hylte;Samtliga;94;50,8;74,5;90,4;216,6;91;49,2;69,2;85,7;189,5;
Hylte;Kommunal;89;50,9;73,0;89,9;214,8;86;49,1;68,6;84,9;187,7;
Hylte;Enskild;..;..;..;..;..;..;..;..;..;..;
Håbo;Samtliga;147;47,6;74,8;88,4;211,0;162;52,4;62,3;87,7;194,2;
Håbo;Kommunal;144;47,8;74,3;88,2;209,9;157;52,2;62,4;87,3;193,8;
Håbo;Enskild;..;..;..;..;..;..;..;..;..;..;
Hällefors;Samtliga;64;56,1;73,4;89,1;196,8;50;43,9;74,0;86,0;189,8;
Hällefors;Kommunal;64;56,1;73,4;89,1;196,8;50;43,9;74,0;86,0;189,8;
Härjedalen;Samtliga;62;46,6;80,6;91,9;225,9;71;53,4;69,0;83,1;190,4;
Härjedalen;Kommunal;62;46,6;80,6;91,9;225,9;71;53,4;69,0;83,1;190,4;
Härnösand;Samtliga;146;43,2;71,9;87,7;208,3;192;56,8;63,5;81,8;180,9;
Härnösand;Kommunal;141;43,1;72,3;88,7;208,3;186;56,9;62,4;81,2;179,2;
Härnösand;Enskild;..;..;..;..;..;..;..;..;..;..;
Härryda;Samtliga;270;46,8;82,6;93,7;218,5;307;53,2;87,0;95,8;207,0;
Härryda;Kommunal;261;47,1;83,5;93,9;218,7;293;52,9;86,3;95,6;206,5;
Härryda;Enskild;..;..;..;..;..;..;..;100,0;100,0;217,5;
Hässleholm;Samtliga;372;49,3;73,7;87,1;209,0;383;50,7;70,0;84,9;187,8;
Hässleholm;Kommunal;372;49,3;73,7;87,1;209,0;383;50,7;70,0;84,9;187,8;
Höganäs;Samtliga;141;45,2;80,9;90,1;218,2;171;54,8;79,5;90,1;206,1;
Höganäs;Kommunal;126;44,8;81,0;89,7;215,3;155;55,2;78,1;89,0;202,5;
Höganäs;Enskild;15;48,4;80,0;~100;242,0;16;51,6;93,8;100,0;240,0;
Högsby;Samtliga;40;48,8;70,0;80,0;197,3;42;51,2;73,8;~100;188,4;
Högsby;Kommunal;40;48,8;70,0;80,0;197,3;42;51,2;73,8;~100;188,4;
Hörby;Samtliga;92;48,4;80,4;93,5;219,9;98;51,6;78,6;92,9;197,9;
Hörby;Kommunal;91;48,1;81,3;93,4;220,7;98;51,9;78,6;92,9;197,9;
Hörby;Enskild;..;..;.;..;..;..;..;.;.;.;
Höör;Samtliga;103;51,0;76,0;91,0;212,2;99;49,0;79,3;88,0;193,5;
Höör;Kommunal;98;52,1;75,5;90,8;210,8;90;47,9;78,9;87,8;193,1;
Höör;Enskild;..;..;..;..;..;..;..;..;..;..;
Jokkmokk;Samtliga;37;50,7;91,9;~100;235,5;36;49,3;75,0;~100;185,4;
Jokkmokk;Kommunal;37;50,7;91,9;~100;235,5;36;49,3;75,0;~100;185,4;
Järfälla;Samtliga;406;48,0;78,8;88,2;222,8;440;52,0;73,6;90,9;205,4;
Järfälla;Kommunal;306;45,7;76,1;86,9;219,6;364;54,3;72,3;89,6;202,2;
Järfälla;Enskild;100;56,8;87,0;92,0;232,6;76;43,2;80,3;~100;220,5;
Jönköping;Samtliga;833;50,0;82,0;88,8;219,2;832;50,0;75,4;89,3;201,1;
Jönköping;Kommunal;769;50,2;82,1;88,8;218,5;762;49,8;76,0;89,4;201,6;
Jönköping;Enskild;64;47,8;81,3;89,1;227,6;70;52,2;68,6;88,6;195,5;
Kalix;Samtliga;105;47,9;64,8;84,8;215,5;114;52,1;50,0;81,6;173,2;
Kalix;Kommunal;105;47,9;64,8;84,8;215,5;114;52,1;50,0;81,6;173,2;
Kalmar;Samtliga;373;45,4;89,7;95,8;224,2;449;54,6;86,9;94,1;203,8;
Kalmar;Kommunal;350;44,9;89,4;95,7;223,5;430;55,1;86,5;94,0;203,4;
Kalmar;Enskild;23;54,8;..;..;..;19;45,2;100,0;100,0;215,0;
Karlsborg;Samtliga;47;45,2;87,2;~100;207,2;57;54,8;93,0;~100;186,7;
Karlsborg;Kommunal;47;45,2;87,2;~100;207,2;57;54,8;93,0;~100;186,7;
Karlshamn;Samtliga;209;52,3;78,9;88,0;214,5;191;47,8;72,8;86,9;200,3;
Karlshamn;Kommunal;209;52,3;78,9;88,0;214,5;191;47,8;72,8;86,9;200,3;
Karlskoga;Samtliga;185;53,2;83,8;92,4;217,1;163;46,8;69,3;86,5;181,3;
Karlskoga;Kommunal;185;53,2;83,8;92,4;217,1;163;46,8;69,3;86,5;181,3;
Karlskrona;Samtliga;390;49,1;83,1;91,0;217,3;405;50,9;71,1;87,2;193,4;
Karlskrona;Kommunal;296;47,4;80,4;89,2;213,4;329;52,6;67,5;84,2;186,3;
Karlskrona;Enskild;94;55,3;91,5;~100;229,4;76;44,7;86,8;100,0;224,0;
Karlstad;Samtliga;471;47,0;84,5;91,3;217,5;531;53,0;82,9;90,2;204,4;
Karlstad;Kommunal;471;47,0;84,5;91,3;217,5;531;53,0;82,9;90,2;204,4;
Katrineholm;Samtliga;245;49,0;77,6;87,8;215,5;255;51,0;71,4;82,7;193,8;
Katrineholm;Kommunal;245;49,0;77,6;87,8;215,5;255;51,0;71,4;82,7;193,8;
Kil;Samtliga;94;51,4;79,8;93,6;206,2;89;48,6;77,5;86,5;200,8;
Kil;Kommunal;94;51,4;79,8;93,6;206,2;89;48,6;77,5;86,5;200,8;
Kinda;Samtliga;73;48,7;75,3;~100;211,8;77;51,3;84,4;~100;200,2;
Kinda;Kommunal;73;48,7;75,3;~100;211,8;77;51,3;84,4;~100;200,2;
Kiruna;Samtliga;156;47,6;84,6;91,7;224,0;172;52,4;75,6;80,8;193,2;
Kiruna;Kommunal;147;47,7;83,7;91,2;222,6;161;52,3;73,9;79,5;189,6;
Kiruna;Enskild;..;..;..;..;..;..;..;100,0;100,0;245,9;
Klippan;Samtliga;120;53,3;78,3;89,2;213,2;105;46,7;61,0;82,9;189,3;
Klippan;Kommunal;120;53,3;78,3;89,2;213,2;105;46,7;61,0;82,9;189,3;
Knivsta;Samtliga;102;49,0;86,3;92,2;222,8;106;51,0;83,0;94,3;208,3;
Knivsta;Kommunal;94;49,5;86,2;92,6;222,7;96;50,5;82,3;93,8;205,4;
Knivsta;Enskild;..;..;..;..;..;..;..;..;100,0;236,5;
Kramfors;Samtliga;133;50,6;70,7;84,2;206,3;130;49,4;63,8;80,8;186,8;
Kramfors;Kommunal;133;50,6;70,7;84,2;206,3;130;49,4;63,8;80,8;186,8;
Kristianstad;Samtliga;531;48,9;78,0;88,5;219,3;556;51,1;67,4;88,1;196,5;
Kristianstad;Kommunal;496;49,0;78,4;88,9;220,3;517;51,0;66,9;87,8;195,7;
Kristianstad;Enskild;35;47,3;71,4;82,9;205,1;39;52,7;74,4;~100;207,4;
Kristinehamn;Samtliga;162;50,3;81,5;93,8;216,4;160;49,7;78,1;88,1;194,5;
Kristinehamn;Kommunal;162;50,3;81,5;93,8;216,4;160;49,7;78,1;88,1;194,5;
Krokom;Samtliga;88;42,9;87,5;~100;218,3;117;57,1;86,3;94,0;202,0;
Krokom;Kommunal;88;42,9;87,5;~100;218,3;117;57,1;86,3;94,0;202,0;
Kumla;Samtliga;128;47,4;78,1;92,2;200,2;142;52,6;66,2;85,9;181,7;
Kumla;Kommunal;128;47,4;78,1;92,2;200,2;142;52,6;66,2;85,9;181,7;
Kungsbacka;Samtliga;567;48,9;88,2;95,9;234,2;593;51,1;81,6;93,3;209,8;
Kungsbacka;Kommunal;500;47,9;87,2;95,8;232,2;543;52,1;80,5;92,8;207,1;
Kungsbacka;Enskild;67;57,3;95,5;~100;249,6;50;42,7;94,0;~100;239,9;
Kungsör;Samtliga;51;42,9;72,5;82,4;209,7;68;57,1;54,4;76,5;177,7;
Kungsör;Kommunal;51;42,9;72,5;82,4;209,7;68;57,1;54,4;76,5;177,7;
Kungälv;Samtliga;315;46,9;84,1;91,6;220,9;356;53,1;86,0;93,6;205,7;
Kungälv;Kommunal;272;46,6;83,1;91,2;219,8;312;53,4;84,9;92,9;205,6;
Kungälv;Enskild;43;49,4;95,8;~100;232,9;44;50,6;96,7;100,0;207,7;
Kävlinge;Samtliga;171;48,0;80,1;90,6;219,4;185;52,0;67,0;90,8;196,5;
Kävlinge;Kommunal;171;48,0;80,1;90,6;219,4;185;52,0;67,0;90,8;196,5;
Köping;Samtliga;166;49,8;80,1;92,2;220,9;167;50,2;76,0;92,2;202,6;
Köping;Kommunal;166;49,8;80,1;92,2;220,9;167;50,2;76,0;92,2;202,6;
Laholm;Samtliga;165;51,6;81,8;89,1;220,9;155;48,4;69,7;78,7;185,5;
Laholm;Kommunal;165;51,6;81,8;89,1;220,9;155;48,4;69,7;78,7;185,5;
Landskrona;Samtliga;216;46,4;72,2;87,0;210,8;250;53,6;65,2;80,4;184,8;
Landskrona;Kommunal;183;46,1;73,8;86,9;208,9;214;53,9;65,0;79,9;183,1;
Landskrona;Enskild;33;47,8;63,6;~100;221,4;36;52,2;66,7;83,3;195,3;
Laxå;Samtliga;56;52,8;75,0;~100;203,0;50;47,2;62,0;~100;180,7;
Laxå;Kommunal;56;52,8;75,0;~100;203,0;50;47,2;62,0;~100;180,7;
Lekeberg;Samtliga;40;44,9;57,5;80,0;200,1;49;55,1;73,5;83,7;186,5;
Lekeberg;Kommunal;40;44,9;57,5;80,0;200,1;49;55,1;73,5;83,7;186,5;
Leksand;Samtliga;128;52,5;83,6;89,1;225,5;116;47,5;84,5;90,5;201,6;
Leksand;Kommunal;127;53,1;83,5;89,0;225,3;112;46,9;83,9;90,2;199,3;
Leksand;Enskild;..;..;..;..;..;..;..;..;..;..;
Lerum;Samtliga;296;46,7;84,6;94,0;220,4;338;53,3;80,9;91,3;208,8;
Lerum;Kommunal;285;47,1;84,6;94,0;220,4;320;52,9;80,9;91,3;208,8;
Lerum;Enskild;11;37,9;.;.;.;18;62,1;.;.;.;
Lessebo;Samtliga;86;57,7;79,1;90,7;223,4;63;42,3;50,8;76,2;166,1;
