Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2013/14

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Härjedalen;Samtliga;38;39,6;78,9;~100;218,7;58;60,4;65,5;74,1;191,2;
Härjedalen;Kommunal;38;39,6;78,9;~100;218,7;58;60,4;65,5;74,1;191,2;
Härnösand;Samtliga;122;48,0;82,8;85,2;213,3;132;52,0;76,5;86,4;198,1;
Härnösand;Kommunal;117;47,6;82,1;84,6;210,6;129;52,4;76,0;86,0;197,6;
Härnösand;Enskild;..;..;..;..;..;..;..;..;..;..;
Härryda;Samtliga;200;46,7;87,5;95,5;239,5;228;53,3;88,2;95,6;225,8;
Härryda;Kommunal;162;46,6;84,6;94,4;231,4;186;53,4;87,1;95,2;222,0;
Härryda;Enskild;38;47,5;100,0;100,0;273,9;42;52,5;92,9;~100;242,6;
Hässleholm;Samtliga;271;50,5;80,1;86,7;214,3;266;49,5;71,1;82,0;192,4;
Hässleholm;Kommunal;271;50,5;80,1;86,7;214,3;266;49,5;71,1;82,0;192,4;
Höganäs;Samtliga;131;48,3;88,5;92,4;243,6;140;51,7;81,4;94,3;205,2;
Höganäs;Kommunal;114;48,1;88,6;92,1;241,4;123;51,9;81,3;95,1;205,9;
Höganäs;Enskild;17;50,0;88,2;~100;258,2;17;50,0;82,4;~100;199,9;
Högsby;Samtliga;42;60,0;78,6;83,3;221,3;28;40,0;75,0;82,1;188,6;
Högsby;Kommunal;42;60,0;78,6;83,3;221,3;28;40,0;75,0;82,1;188,6;
Hörby;Samtliga;73;43,5;74,0;87,7;219,8;95;56,5;66,3;83,2;181,0;
Hörby;Kommunal;67;43,2;71,6;86,6;220,4;88;56,8;64,8;81,8;176,6;
Hörby;Enskild;..;..;..;..;..;..;..;..;..;..;
Höör;Samtliga;78;47,6;78,2;89,7;223,7;86;52,4;65,1;82,6;193,9;
Höör;Kommunal;68;47,6;77,9;88,2;222,8;75;52,4;62,7;81,3;187,2;
Höör;Enskild;10;47,6;..;100,0;229,5;11;52,4;..;~100;238,0;
Jokkmokk;Samtliga;28;51,9;75,0;~100;221,8;26;48,1;80,8;~100;214,5;
Jokkmokk;Kommunal;24;60,0;70,8;~100;220,5;16;40,0;87,5;~100;217,8;
Jokkmokk;Enskild;..;..;..;..;..;..;..;..;..;209,3;
Järfälla;Samtliga;357;50,4;78,2;87,7;230,0;352;49,6;74,7;89,8;206,7;
Järfälla;Kommunal;275;50,4;74,2;84,7;223,2;271;49,6;69,7;87,5;198,1;
Järfälla;Enskild;82;50,3;91,5;~100;253,0;81;49,7;91,4;~100;235,0;
Jönköping;Samtliga;728;50,6;78,4;87,1;224,9;712;49,4;72,5;84,4;199,0;
Jönköping;Kommunal;582;49,6;78,7;86,4;221,8;591;50,4;72,1;84,3;197,2;
Jönköping;Enskild;146;54,7;77,4;89,7;237,1;121;45,3;74,4;85,1;207,8;
Kalix;Samtliga;77;44,5;81,8;88,3;226,8;96;55,5;79,2;90,6;198,1;
Kalix;Kommunal;74;44,8;83,8;87,8;228,2;91;55,2;79,1;90,1;194,9;
Kalix;Enskild;..;..;..;..;..;..;..;..;..;..;
Kalmar;Samtliga;281;47,3;84,0;88,6;216,4;313;52,7;78,9;89,8;204,9;
Kalmar;Kommunal;241;47,7;83,4;88,0;212,4;264;52,3;78,0;89,8;201,9;
Kalmar;Enskild;40;44,9;87,5;~100;240,4;49;55,1;83,7;89,8;220,7;
Karlsborg;Samtliga;31;50,8;90,3;~100;217,3;30;49,2;93,3;~100;209,1;
Karlsborg;Kommunal;31;50,8;90,3;~100;217,3;30;49,2;93,3;~100;209,1;
Karlshamn;Samtliga;162;49,2;72,2;88,3;221,0;167;50,8;72,5;88,6;199,2;
Karlshamn;Kommunal;145;49,7;72,4;88,3;220,8;147;50,3;70,7;87,8;196,0;
Karlshamn;Enskild;17;45,9;70,6;~100;222,6;20;54,1;85,0;~100;222,9;
Karlskoga;Samtliga;181;54,7;77,9;85,6;218,7;150;45,3;60,0;76,0;177,2;
Karlskoga;Kommunal;181;54,7;77,9;85,6;218,7;150;45,3;60,0;76,0;177,2;
Karlskrona;Samtliga;334;51,5;81,1;87,7;221,3;315;48,5;78,4;87,9;201,7;
Karlskrona;Kommunal;234;51,1;76,9;84,2;213,2;224;48,9;78,1;84,8;200,9;
Karlskrona;Enskild;100;52,4;91,0;~100;240,1;91;47,6;79,1;~100;203,8;
Karlstad;Samtliga;445;51,3;84,5;92,1;226,5;423;48,7;81,3;89,1;203,0;
Karlstad;Kommunal;356;48,9;81,7;90,7;220,0;372;51,1;79,0;87,6;198,5;
Karlstad;Enskild;89;63,6;95,5;~100;252,6;51;36,4;98,0;100,0;235,8;
Katrineholm;Samtliga;180;48,6;75,6;83,9;214,8;190;51,4;51,6;70,0;173,8;
Katrineholm;Kommunal;147;46,8;74,1;83,0;214,9;167;53,2;51,5;71,3;174,7;
Katrineholm;Enskild;33;58,9;81,8;~100;214,1;23;41,1;52,2;60,9;167,0;
Kil;Samtliga;71;50,7;62,0;84,5;201,6;69;49,3;68,1;82,6;198,7;
Kil;Kommunal;71;50,7;62,0;84,5;201,6;69;49,3;68,1;82,6;198,7;
Kinda;Samtliga;42;45,7;85,7;~100;211,8;50;54,3;88,0;~100;198,9;
Kinda;Kommunal;42;45,7;85,7;~100;211,8;50;54,3;88,0;~100;198,9;
Kiruna;Samtliga;139;52,1;82,0;87,8;227,0;128;47,9;74,2;77,3;192,3;
Kiruna;Kommunal;127;51,8;80,3;86,6;223,8;118;48,2;72,0;75,4;188,0;
Kiruna;Enskild;12;54,5;100,0;100,0;260,6;10;45,5;100,0;100,0;242,5;
Klippan;Samtliga;80;48,8;73,8;80,0;214,6;84;51,2;77,4;84,5;196,3;
Klippan;Kommunal;76;49,0;73,7;80,3;215,8;79;51,0;77,2;84,8;195,7;
Klippan;Enskild;..;..;..;..;..;..;..;..;..;..;
Knivsta;Samtliga;67;50,4;94,0;~100;239,3;66;49,6;77,3;83,3;207,0;
Knivsta;Kommunal;64;53,3;96,9;~100;241,6;56;46,7;75,0;82,1;199,0;
Knivsta;Enskild;..;..;..;..;..;..;..;..;..;251,8;
Kramfors;Samtliga;105;53,3;81,9;86,7;227,9;92;46,7;69,6;81,5;194,8;
Kramfors;Kommunal;105;53,3;81,9;86,7;227,9;92;46,7;69,6;81,5;194,8;
Kristianstad;Samtliga;412;49,1;76,9;88,8;222,7;427;50,9;74,2;84,1;199,5;
Kristianstad;Kommunal;369;49,1;76,2;88,1;222,2;383;50,9;72,6;82,8;199,4;
Kristianstad;Enskild;43;49,4;83,7;~100;226,9;44;50,6;88,6;~100;200,2;
Kristinehamn;Samtliga;121;48,0;81,8;89,3;223,2;131;52,0;67,2;79,4;183,3;
Kristinehamn;Kommunal;121;48,0;81,8;89,3;223,2;131;52,0;67,2;79,4;183,3;
Krokom;Samtliga;71;48,6;87,3;90,1;223,7;75;51,4;78,7;85,3;198,7;
Krokom;Kommunal;71;48,6;87,3;90,1;223,7;75;51,4;78,7;85,3;198,7;
Kumla;Samtliga;118;49,0;83,9;89,0;220,8;123;51,0;69,9;80,5;195,2;
Kumla;Kommunal;118;49,0;83,9;89,0;220,8;123;51,0;69,9;80,5;195,2;
Kungsbacka;Samtliga;447;46,7;90,6;95,1;241,1;510;53,3;86,1;92,9;216,2;
Kungsbacka;Kommunal;396;46,6;89,9;94,9;238,5;454;53,4;84,6;92,3;214,4;
Kungsbacka;Enskild;51;47,7;96,1;~100;261,2;56;52,3;98,2;~100;230,7;
Kungsör;Samtliga;41;51,9;70,7;82,9;198,6;38;48,1;65,8;76,3;179,1;
Kungsör;Kommunal;41;51,9;70,7;82,9;198,6;38;48,1;65,8;76,3;179,1;
Kungälv;Samtliga;235;54,0;87,7;94,9;225,4;200;46,0;77,5;89,0;201,9;
Kungälv;Kommunal;189;52,8;87,8;94,2;224,2;169;47,2;74,6;87,6;197,1;
Kungälv;Enskild;46;59,7;87,0;~100;230,3;31;40,3;93,5;~100;228,8;
Kävlinge;Samtliga;137;48,2;84,7;92,0;228,7;147;51,8;79,6;94,6;206,1;
Kävlinge;Kommunal;103;47,2;80,6;89,3;226,5;115;52,8;80,9;94,8;208,3;
Kävlinge;Enskild;34;51,5;97,1;100,0;235,1;32;48,5;75,0;~100;198,4;
Köping;Samtliga;132;48,9;79,5;90,2;220,3;138;51,1;66,7;84,1;190,8;
Köping;Kommunal;132;48,9;79,5;90,2;220,3;138;51,1;66,7;84,1;190,8;
Laholm;Samtliga;100;44,4;84,0;88,0;227,9;125;55,6;79,2;89,6;205,3;
Laholm;Kommunal;100;44,4;84,0;88,0;227,9;125;55,6;79,2;89,6;205,3;
Landskrona;Samtliga;217;46,6;77,4;86,6;227,8;249;53,4;68,3;78,3;200,9;
Landskrona;Kommunal;175;46,1;73,1;84,0;222,0;205;53,9;67,3;75,1;198,2;
Landskrona;Enskild;42;48,8;95,2;~100;251,9;44;51,2;72,7;~100;213,4;
