Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2001/02

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
BORLÄNGE;Samtliga;280;46,8;75,0;91,1;222,4;318;53,2;67,3;85,2;193,9;
BORLÄNGE;Kommunal;280;46,8;75,0;91,1;222,4;318;53,2;67,3;85,2;193,9;
BORÅS;Samtliga;563;49,1;78,7;87,6;209,7;584;50,9;73,1;85,1;190,4;
BORÅS;Kommunal;560;49,3;78,6;87,5;209,6;577;50,7;73,5;85,3;190,2;
BORÅS;Enskild;..;..;..;..;..;..;..;..;..;..;
BOTKYRKA;Samtliga;482;51,0;72,4;85,9;201,3;463;49,0;63,5;84,0;184,1;
BOTKYRKA;Kommunal;453;50,6;71,3;85,2;199,7;442;49,4;63,8;83,7;183,2;
BOTKYRKA;Enskild;29;58,0;89,7;~100;225,9;21;42,0;57,1;~100;202,6;
BOXHOLM;Samtliga;33;46,5;72,7;~100;215,6;38;53,5;81,6;~100;220,5;
BOXHOLM;Kommunal;33;46,5;72,7;~100;215,6;38;53,5;81,6;~100;220,5;
BROMÖLLA;Samtliga;65;46,1;67,7;84,6;205,7;76;53,9;63,2;80,3;188,4;
BROMÖLLA;Kommunal;65;46,1;67,7;84,6;205,7;76;53,9;63,2;80,3;188,4;
BRÄCKE;Samtliga;42;42,9;92,9;~100;234,4;56;57,1;80,4;87,5;177,6;
BRÄCKE;Kommunal;42;42,9;92,9;~100;234,4;56;57,1;80,4;87,5;177,6;
BURLÖV;Samtliga;83;45,4;91,6;~100;237,7;100;54,6;70,0;88,0;200,0;
BURLÖV;Kommunal;83;45,4;91,6;~100;237,7;100;54,6;70,0;88,0;200,0;
BÅSTAD;Samtliga;83;47,7;89,2;~100;230,3;91;52,3;85,7;~100;203,9;
BÅSTAD;Kommunal;83;47,7;89,2;~100;230,3;91;52,3;85,7;~100;203,9;
DALS-ED;Samtliga;25;39,7;76,0;~100;217,2;38;60,3;73,7;~100;194,6;
DALS-ED;Kommunal;25;39,7;76,0;~100;217,2;38;60,3;73,7;~100;194,6;
DANDERYD;Samtliga;195;47,9;88,7;~100;244,7;212;52,1;92,5;~100;233,7;
DANDERYD;Kommunal;193;47,9;89,6;100,0;246,5;210;52,1;93,3;~100;235,4;
DANDERYD;Enskild;..;..;.;..;..;..;..;.;.;..;
DEGERFORS;Samtliga;59;40,7;76,3;~100;201,9;86;59,3;61,6;91,9;181,0;
DEGERFORS;Kommunal;59;40,7;76,3;~100;201,9;86;59,3;61,6;91,9;181,0;
DOROTEA;Samtliga;19;46,3;84,2;100,0;201,3;22;53,7;77,3;~100;179,1;
DOROTEA;Kommunal;19;46,3;84,2;100,0;201,3;22;53,7;77,3;~100;179,1;
EDA;Samtliga;53;46,9;84,9;86,8;212,4;60;53,1;70,0;90,0;188,6;
EDA;Kommunal;53;46,9;84,9;86,8;212,4;60;53,1;70,0;90,0;188,6;
EKERÖ;Samtliga;144;50,2;82,6;93,1;224,7;143;49,8;62,2;88,1;198,5;
EKERÖ;Kommunal;144;51,1;82,6;93,1;224,7;138;48,9;60,9;87,7;199,1;
EKERÖ;Enskild;..;..;.;.;.;..;..;..;..;..;
EKSJÖ;Samtliga;109;48,4;83,5;94,5;215,0;116;51,6;73,3;89,7;192,9;
EKSJÖ;Kommunal;109;48,4;83,5;94,5;215,0;116;51,6;73,3;89,7;192,9;
EMMABODA;Samtliga;54;47,0;79,6;~100;214,3;61;53,0;77,0;91,8;190,3;
EMMABODA;Kommunal;54;47,0;79,6;~100;214,3;61;53,0;77,0;91,8;190,3;
ENKÖPING;Samtliga;268;53,7;69,4;87,3;201,2;231;46,3;69,3;83,1;188,5;
ENKÖPING;Kommunal;268;53,7;69,4;87,3;201,2;231;46,3;69,3;83,1;188,5;
ESKILSTUNA;Samtliga;521;49,9;70,2;84,3;202,0;524;50,1;66,4;84,2;187,9;
ESKILSTUNA;Kommunal;517;49,9;70,0;84,1;202,1;520;50,1;66,5;84,4;188,4;
ESKILSTUNA;Enskild;..;..;..;..;..;..;..;..;..;..;
ESLÖV;Samtliga;182;48,9;81,9;92,3;215,6;190;51,1;67,9;88,9;195,6;
ESLÖV;Kommunal;182;48,9;81,9;92,3;215,6;190;51,1;67,9;88,9;195,6;
ESSUNGA;Samtliga;36;46,2;72,2;~100;211,8;42;53,8;66,7;88,1;197,5;
ESSUNGA;Kommunal;36;46,2;72,2;~100;211,8;42;53,8;66,7;88,1;197,5;
FAGERSTA;Samtliga;88;52,4;80,7;92,0;228,2;80;47,6;71,3;90,0;203,1;
FAGERSTA;Kommunal;88;52,4;80,7;92,0;228,2;80;47,6;71,3;90,0;203,1;
FALKENBERG;Samtliga;257;48,3;83,7;92,2;220,3;275;51,7;65,8;80,4;182,0;
FALKENBERG;Kommunal;257;48,3;83,7;92,2;220,3;275;51,7;65,8;80,4;182,0;
FALKÖPING;Samtliga;230;52,8;80,9;94,8;218,9;206;47,2;74,3;88,8;186,7;
FALKÖPING;Kommunal;230;52,8;80,9;94,8;218,9;206;47,2;74,3;88,8;186,7;
FALUN;Samtliga;335;45,3;84,8;94,3;221,6;404;54,7;79,0;91,6;198,1;
FALUN;Kommunal;315;45,1;83,8;94,0;219,9;384;54,9;78,9;91,4;196,8;
FALUN;Enskild;20;50,0;100,0;100,0;249,5;20;50,0;80,0;~100;223,8;
FILIPSTAD;Samtliga;68;57,1;79,4;92,6;206,3;51;42,9;64,7;~100;174,6;
FILIPSTAD;Kommunal;68;57,1;79,4;92,6;206,3;51;42,9;64,7;~100;174,6;
FINSPÅNG;Samtliga;136;47,2;80,1;95,6;210,7;152;52,8;72,4;90,8;195,5;
FINSPÅNG;Kommunal;136;47,2;80,1;95,6;210,7;152;52,8;72,4;90,8;195,5;
FLEN;Samtliga;108;47,6;73,6;92,5;209,7;119;52,4;72,6;94,9;204,7;
FLEN;Kommunal;103;47,0;72,8;92,2;208,3;116;53,0;72,4;94,8;204,4;
FLEN;Enskild;..;..;..;..;..;..;..;..;..;..;
FORSHAGA;Samtliga;83;49,4;73,5;89,2;212,2;85;50,6;72,9;85,9;183,6;
FORSHAGA;Kommunal;83;49,4;73,5;89,2;212,2;85;50,6;72,9;85,9;183,6;
FÄRGELANDA;Samtliga;48;45,3;81,3;~100;201,7;58;54,7;65,5;89,7;178,5;
FÄRGELANDA;Kommunal;48;45,3;81,3;~100;201,7;58;54,7;65,5;89,7;178,5;
GAGNEF;Samtliga;63;43,8;84,1;~100;215,8;81;56,3;77,8;90,1;191,4;
GAGNEF;Kommunal;63;43,8;84,1;~100;215,8;81;56,3;77,8;90,1;191,4;
GISLAVED;Samtliga;197;44,7;73,6;88,3;206,4;244;55,3;63,9;84,0;185,6;
GISLAVED;Kommunal;197;44,7;73,6;88,3;206,4;244;55,3;63,9;84,0;185,6;
GNESTA;Samtliga;72;50,0;72,2;91,7;206,5;72;50,0;59,7;87,5;173,4;
GNESTA;Kommunal;70;52,6;74,3;92,9;211,1;63;47,4;68,3;~100;184,3;
GNESTA;Enskild;..;..;.;..;..;..;..;.;..;..;
GNOSJÖ;Samtliga;75;45,2;86,7;92,0;208,1;91;54,8;79,1;87,9;194,9;
GNOSJÖ;Kommunal;75;45,2;86,7;92,0;208,1;91;54,8;79,1;87,9;194,9;
GOTLAND;Samtliga;395;51,3;76,7;89,6;204,6;375;48,7;70,1;86,1;185,6;
GOTLAND;Kommunal;382;51,4;79,3;91,1;208,5;361;48,6;72,9;87,3;189,2;
GOTLAND;Enskild;13;48,1;.;..;91,2;14;51,9;.;..;95,0;
GRUMS;Samtliga;55;45,1;80,0;~100;217,0;67;54,9;83,6;91,0;199,6;
GRUMS;Kommunal;55;45,1;80,0;~100;217,0;67;54,9;83,6;91,0;199,6;
GRÄSTORP;Samtliga;47;45,6;85,1;~100;220,6;56;54,4;76,8;~100;185,6;
GRÄSTORP;Kommunal;47;45,6;85,1;~100;220,6;56;54,4;76,8;~100;185,6;
GULLSPÅNG;Samtliga;52;57,1;82,7;~100;209,2;39;42,9;71,8;87,2;198,5;
GULLSPÅNG;Kommunal;52;57,1;82,7;~100;209,2;39;42,9;71,8;87,2;198,5;
GÄLLIVARE;Samtliga;117;48,3;89,7;~100;235,6;125;51,7;68,8;86,4;195,8;
GÄLLIVARE;Kommunal;109;48,9;90,8;~100;233,7;114;51,1;69,3;86,8;193,1;
GÄLLIVARE;Enskild;..;..;..;..;..;..;..;..;..;223,6;
GÄVLE;Samtliga;505;48,6;75,2;89,1;208,9;535;51,4;69,2;84,5;188,2;
GÄVLE;Kommunal;505;48,6;75,2;89,1;208,9;535;51,4;69,2;84,5;188,2;
GÖTEBORG;Samtliga;2 178;47,7;78,4;89,3;220,3;2 387;52,3;72,7;87,5;203,2;
GÖTEBORG;Kommunal;1 862;47,3;76,7;88,3;215,7;2 072;52,7;71,2;86,8;199,6;
GÖTEBORG;Enskild;316;50,1;89,4;96,1;250,3;315;49,9;83,9;92,6;228,5;
GÖTENE;Samtliga;87;52,7;80,5;92,0;201,2;78;47,3;82,1;91,0;202,3;
GÖTENE;Kommunal;87;52,7;80,5;92,0;201,2;78;47,3;82,1;91,0;202,3;
HABO;Samtliga;74;47,4;89,2;90,5;214,6;82;52,6;81,7;87,8;198,8;
HABO;Kommunal;74;47,4;89,2;90,5;214,6;82;52,6;81,7;87,8;198,8;
HAGFORS;Samtliga;99;56,6;66,7;86,9;204,7;76;43,4;63,2;90,8;185,8;
HAGFORS;Kommunal;99;56,6;66,7;86,9;204,7;76;43,4;63,2;90,8;185,8;
HALLSBERG;Samtliga;107;49,3;68,2;85,0;191,7;110;50,7;59,1;87,3;184,4;
HALLSBERG;Kommunal;107;49,3;68,2;85,0;191,7;110;50,7;59,1;87,3;184,4;
HALLSTAHAMMAR;Samtliga;93;46,0;78,5;87,1;214,6;109;54,0;69,7;78,9;194,8;
HALLSTAHAMMAR;Kommunal;93;46,0;78,5;87,1;214,6;109;54,0;69,7;78,9;194,8;
HALMSTAD;Samtliga;459;45,1;83,4;93,9;218,1;559;54,9;75,7;88,0;193,7;
HALMSTAD;Kommunal;450;45,1;83,1;93,8;217,2;548;54,9;75,4;87,8;193,3;
HALMSTAD;Enskild;..;..;..;..;..;..;..;90,9;100,0;213,2;
HAMMARÖ;Samtliga;94;49,5;87,2;~100;225,3;96;50,5;83,3;~100;204,4;
HAMMARÖ;Kommunal;94;49,5;87,2;~100;225,3;96;50,5;83,3;~100;204,4;
HANINGE;Samtliga;446;50,2;65,0;88,1;200,1;442;49,8;52,7;80,8;177,2;
HANINGE;Kommunal;446;50,2;65,0;88,1;200,1;442;49,8;52,7;80,8;177,2;
HAPARANDA;Samtliga;69;45,7;79,7;91,3;231,2;82;54,3;79,3;84,1;209,8;
HAPARANDA;Kommunal;69;45,7;79,7;91,3;231,2;82;54,3;79,3;84,1;209,8;
HEBY;Samtliga;97;45,8;67,0;88,7;197,2;115;54,2;43,5;87,8;168,5;
HEBY;Kommunal;97;45,8;67,0;88,7;197,2;115;54,2;43,5;87,8;168,5;
HEDEMORA;Samtliga;95;49,2;69,8;93,0;212,8;98;50,8;76,9;94,5;195,1;
HEDEMORA;Kommunal;86;48,6;69,8;93,0;212,8;91;51,4;76,9;94,5;195,1;
HEDEMORA;Enskild;..;..;.;.;.;..;..;.;.;.;
HELSINGBORG;Samtliga;663;50,8;73,6;87,3;213,6;641;49,2;60,2;82,5;180,8;
HELSINGBORG;Kommunal;628;50,9;74,2;87,1;213,4;605;49,1;58,5;81,8;178,6;
HELSINGBORG;Enskild;35;49,3;62,9;~100;219,0;36;50,7;88,9;~100;217,5;
HERRLJUNGA;Samtliga;73;52,1;80,8;84,9;213,3;67;47,9;76,1;80,6;196,1;
HERRLJUNGA;Kommunal;73;52,1;80,8;84,9;213,3;67;47,9;76,1;80,6;196,1;
HJO;Samtliga;51;48,6;80,4;90,2;210,1;54;51,4;70,4;88,9;209,0;
HJO;Kommunal;51;48,6;80,4;90,2;210,1;54;51,4;70,4;88,9;209,0;
HOFORS;Samtliga;67;49,3;77,6;82,1;197,0;69;50,7;68,1;76,8;179,1;
HOFORS;Kommunal;67;49,3;77,6;82,1;197,0;69;50,7;68,1;76,8;179,1;
HUDDINGE;Samtliga;479;47,5;74,7;88,9;207,1;530;52,5;70,2;86,2;190,9;
HUDDINGE;Kommunal;444;47,7;76,6;91,2;211,2;486;52,3;73,5;88,5;194,9;
HUDDINGE;Enskild;35;44,3;51,4;60,0;152,4;44;55,7;34,1;61,4;146,1;
HUDIKSVALL;Samtliga;253;50,6;82,4;93,2;219,5;247;49,4;67,8;86,5;192,0;
HUDIKSVALL;Kommunal;250;50,5;82,4;93,2;219,5;245;49,5;67,8;86,5;192,0;
HUDIKSVALL;Enskild;..;..;.;.;.;..;..;.;.;.;
HULTSFRED;Samtliga;102;52,3;70,6;82,4;202,9;93;47,7;58,1;80,6;181,3;
HULTSFRED;Kommunal;102;52,3;70,6;82,4;202,9;93;47,7;58,1;80,6;181,3;
HYLTE;Samtliga;68;53,5;79,4;89,7;207,7;59;46,5;84,7;88,1;199,2;
HYLTE;Kommunal;68;53,5;79,4;89,7;207,7;59;46,5;84,7;88,1;199,2;
HÅBO;Samtliga;115;50,2;73,0;87,8;206,4;114;49,8;60,5;84,2;173,9;
HÅBO;Kommunal;112;50,2;72,3;87,5;205,5;111;49,8;60,4;84,7;172,8;
HÅBO;Enskild;..;..;..;..;..;..;..;..;..;..;
HÄLLEFORS;Samtliga;48;54,5;68,8;81,3;205,3;40;45,5;47,5;82,5;178,4;
HÄLLEFORS;Kommunal;48;54,5;68,8;81,3;205,3;40;45,5;47,5;82,5;178,4;
HÄRJEDALEN;Samtliga;74;52,9;87,8;93,2;222,3;66;47,1;75,8;90,9;193,5;
HÄRJEDALEN;Kommunal;74;52,9;87,8;93,2;222,3;66;47,1;75,8;90,9;193,5;
HÄRNÖSAND;Samtliga;155;48,7;83,2;~100;209,4;163;51,3;68,1;93,9;186,4;
HÄRNÖSAND;Kommunal;155;48,7;83,2;~100;209,4;163;51,3;68,1;93,9;186,4;
HÄRRYDA;Samtliga;197;49,7;83,2;94,9;214,2;199;50,3;76,9;93,0;207,5;
HÄRRYDA;Kommunal;197;49,7;83,2;94,9;214,2;199;50,3;76,9;93,0;207,5;
HÄSSLEHOLM;Samtliga;304;47,6;76,0;91,1;206,3;335;52,4;70,1;89,6;186,6;
HÄSSLEHOLM;Kommunal;304;47,6;76,0;91,1;206,3;335;52,4;70,1;89,6;186,6;
HÖGANÄS;Samtliga;159;56,0;82,4;95,0;225,4;125;44,0;72,8;86,4;186,0;
HÖGANÄS;Kommunal;148;55,6;81,1;94,6;222,8;118;44,4;73,7;88,1;185,5;
HÖGANÄS;Enskild;..;..;100,0;100,0;261,4;..;..;..;..;..;
HÖGSBY;Samtliga;35;39,3;68,6;82,9;186,6;54;60,7;79,6;90,7;187,1;
HÖGSBY;Kommunal;35;39,3;68,6;82,9;186,6;54;60,7;79,6;90,7;187,1;
HÖRBY;Samtliga;98;56,0;79,6;~100;216,8;77;44,0;55,8;80,5;181,8;
HÖRBY;Kommunal;98;56,0;79,6;~100;216,8;77;44,0;55,8;80,5;181,8;
HÖÖR;Samtliga;103;50,5;68,0;87,6;205,9;101;49,5;58,8;83,5;179,7;
HÖÖR;Kommunal;96;50,3;67,7;87,5;206,2;95;49,7;57,9;83,2;178,1;
HÖÖR;Enskild;..;..;..;..;..;..;..;..;..;..;
JOKKMOKK;Samtliga;42;53,2;88,1;~100;240,5;37;46,8;75,7;~100;198,0;
JOKKMOKK;Kommunal;42;53,2;88,1;~100;240,5;37;46,8;75,7;~100;198,0;
JÄRFÄLLA;Samtliga;367;47,5;77,1;94,3;224,8;406;52,5;65,5;87,2;198,6;
JÄRFÄLLA;Kommunal;360;47,7;77,2;94,7;225,0;395;52,3;65,1;87,1;199,2;
JÄRFÄLLA;Enskild;..;..;..;..;..;..;..;..;~100;175,9;
JÖNKÖPING;Samtliga;688;47,5;77,3;89,0;213,1;761;52,5;68,6;86,2;189,2;
JÖNKÖPING;Kommunal;676;47,5;77,7;88,8;213,1;746;52,5;68,5;86,2;189,4;
JÖNKÖPING;Enskild;12;44,4;..;100,0;209,2;15;55,6;73,3;~100;180,7;
KALIX;Samtliga;113;49,1;77,0;91,2;203,1;117;50,9;67,5;84,6;175,6;
KALIX;Kommunal;113;49,1;77,0;91,2;203,1;117;50,9;67,5;84,6;175,6;
KALMAR;Samtliga;356;50,5;82,3;90,4;217,9;349;49,5;79,9;92,0;197,6;
KALMAR;Kommunal;356;50,5;82,3;90,4;217,9;349;49,5;79,9;92,0;197,6;
KARLSBORG;Samtliga;42;46,2;95,2;~100;217,6;49;53,8;85,7;~100;196,3;
KARLSBORG;Kommunal;42;46,2;95,2;~100;217,6;49;53,8;85,7;~100;196,3;
KARLSHAMN;Samtliga;174;46,8;78,2;93,1;211,9;198;53,2;66,7;89,4;185,6;
KARLSHAMN;Kommunal;174;46,8;78,2;93,1;211,9;198;53,2;66,7;89,4;185,6;
KARLSKOGA;Samtliga;164;44,4;73,2;90,2;207,3;205;55,6;64,4;87,3;184,1;
KARLSKOGA;Kommunal;164;44,4;73,2;90,2;207,3;205;55,6;64,4;87,3;184,1;
KARLSKRONA;Samtliga;351;46,8;72,4;88,9;207,5;399;53,2;69,2;86,2;191,4;
KARLSKRONA;Kommunal;328;47,3;71,3;88,1;206,0;366;52,7;67,8;85,2;189,3;
KARLSKRONA;Enskild;23;41,1;87,0;100,0;228,0;33;58,9;84,8;~100;213,9;
KARLSTAD;Samtliga;409;46,1;84,8;94,4;219,5;479;53,9;81,6;93,7;198,0;
KARLSTAD;Kommunal;409;46,1;84,8;94,4;219,5;479;53,9;81,6;93,7;198,0;
KATRINEHOLM;Samtliga;200;45,5;75,0;90,0;213,0;240;54,5;69,6;89,2;186,3;
KATRINEHOLM;Kommunal;200;45,5;75,0;90,0;213,0;240;54,5;69,6;89,2;186,3;
KIL;Samtliga;79;51,0;68,4;87,3;203,7;76;49,0;67,1;82,9;182,6;
KIL;Kommunal;79;51,0;68,4;87,3;203,7;76;49,0;67,1;82,9;182,6;
KINDA;Samtliga;69;49,6;78,3;89,9;209,1;70;50,4;68,6;81,4;187,5;
KINDA;Kommunal;69;49,6;78,3;89,9;209,1;70;50,4;68,6;81,4;187,5;
KIRUNA;Samtliga;165;52,2;83,0;92,1;224,3;151;47,8;75,5;85,4;191,5;
KIRUNA;Kommunal;165;52,2;83,0;92,1;224,3;151;47,8;75,5;85,4;191,5;
KLIPPAN;Samtliga;109;52,7;79,8;89,9;217,9;98;47,3;76,5;86,7;189,9;
KLIPPAN;Kommunal;109;52,7;79,8;89,9;217,9;98;47,3;76,5;86,7;189,9;
KRAMFORS;Samtliga;128;49,4;85,2;93,0;217,0;131;50,6;69,5;86,3;180,3;
KRAMFORS;Kommunal;128;49,4;85,2;93,0;217,0;131;50,6;69,5;86,3;180,3;
KRISTIANSTAD;Samtliga;475;51,2;78,9;92,0;209,8;453;48,8;68,9;88,1;190,2;
KRISTIANSTAD;Kommunal;466;51,0;78,5;91,8;209,0;447;49,0;68,5;87,9;189,5;
KRISTIANSTAD;Enskild;..;..;..;..;..;..;..;..;..;..;
KRISTINEHAMN;Samtliga;138;47,3;81,9;95,7;219,6;154;52,7;68,2;79,9;179,2;
KRISTINEHAMN;Kommunal;138;47,3;81,9;95,7;219,6;154;52,7;68,2;79,9;179,2;
KROKOM;Samtliga;107;49,8;86,0;92,5;204,2;108;50,2;83,3;90,7;198,6;
KROKOM;Kommunal;107;49,8;86,0;92,5;204,2;108;50,2;83,3;90,7;198,6;
KUMLA;Samtliga;117;46,2;85,5;91,5;210,5;136;53,8;77,2;89,0;187,0;
KUMLA;Kommunal;117;46,2;85,5;91,5;210,5;136;53,8;77,2;89,0;187,0;
KUNGSBACKA;Samtliga;400;47,2;89,0;97,0;229,9;448;52,8;83,0;94,6;206,0;
KUNGSBACKA;Kommunal;387;47,1;88,6;96,9;228,4;434;52,9;82,7;94,5;205,1;
KUNGSBACKA;Enskild;13;48,1;100,0;100,0;273,8;14;51,9;92,9;100,0;232,1;
KUNGSÖR;Samtliga;49;51,0;63,3;83,7;196,0;47;49,0;66,0;89,4;191,5;
KUNGSÖR;Kommunal;49;51,0;63,3;83,7;196,0;47;49,0;66,0;89,4;191,5;
KUNGÄLV;Samtliga;238;47,8;92,1;96,5;226,8;260;52,2;82,4;91,4;200,3;
KUNGÄLV;Kommunal;227;48,2;92,1;96,5;226,8;244;51,8;82,4;91,4;200,2;
KUNGÄLV;Enskild;11;40,7;.;.;.;16;59,3;..;..;..;
KÄVLINGE;Samtliga;150;47,6;80,0;89,3;215,5;165;52,4;68,5;90,3;189,4;
KÄVLINGE;Kommunal;150;47,6;80,0;89,3;215,5;165;52,4;68,5;90,3;189,4;
KÖPING;Samtliga;177;52,8;68,9;86,4;199,9;158;47,2;63,3;82,9;183,7;
KÖPING;Kommunal;177;52,8;68,9;86,4;199,9;158;47,2;63,3;82,9;183,7;
LAHOLM;Samtliga;138;45,7;86,2;92,0;219,3;164;54,3;72,6;86,6;185,6;
LAHOLM;Kommunal;138;45,7;86,2;92,0;219,3;164;54,3;72,6;86,6;185,6;
LANDSKRONA;Samtliga;210;49,1;73,3;84,8;208,1;218;50,9;69,3;82,1;189,6;
LANDSKRONA;Kommunal;210;49,2;73,3;84,8;208,1;217;50,8;69,6;82,5;189,7;
LANDSKRONA;Enskild;..;..;.;.;.;..;..;.;.;..;
LAXÅ;Samtliga;42;46,7;78,6;100,0;199,0;48;53,3;70,8;~100;195,4;
LAXÅ;Kommunal;42;46,7;78,6;100,0;199,0;48;53,3;70,8;~100;195,4;
LEKEBERG;Samtliga;46;50,5;73,9;~100;212,7;45;49,5;62,2;86,7;183,6;
LEKEBERG;Kommunal;46;50,5;73,9;~100;212,7;45;49,5;62,2;86,7;183,6;
LEKSAND;Samtliga;65;42,5;89,2;~100;234,8;88;57,5;85,2;90,9;217,2;
LEKSAND;Kommunal;63;42,0;88,9;~100;234,8;87;58,0;85,1;90,8;217,2;
LEKSAND;Enskild;..;..;..;..;..;..;..;..;..;..;
LERUM;Samtliga;274;50,6;84,4;93,4;220,4;267;49,4;78,0;91,4;208,4;
LERUM;Kommunal;257;50,2;84,4;93,4;220,4;255;49,8;78,0;91,4;208,4;
LERUM;Enskild;17;58,6;.;.;.;12;41,4;.;.;.;
LESSEBO;Samtliga;48;43,6;89,6;100,0;226,6;62;56,4;87,1;100,0;204,6;
LESSEBO;Kommunal;48;43,6;89,6;100,0;226,6;62;56,4;87,1;100,0;204,6;
LIDINGÖ;Samtliga;228;51,7;91,7;96,5;247,3;213;48,3;88,3;96,2;228,4;
LIDINGÖ;Kommunal;190;50,4;90,0;95,8;243,0;187;49,6;86,6;95,7;224,1;
LIDINGÖ;Enskild;38;59,4;100,0;100,0;268,4;26;40,6;100,0;100,0;259,2;
LIDKÖPING;Samtliga;223;52,1;83,0;93,7;221,4;205;47,9;78,0;94,1;197,8;
LIDKÖPING;Kommunal;223;52,1;83,0;93,7;221,4;205;47,9;78,0;94,1;197,8;
LILLA EDET;Samtliga;86;49,1;69,8;89,5;198,8;89;50,9;56,2;85,4;177,8;
LILLA EDET;Kommunal;86;49,1;69,8;89,5;198,8;89;50,9;56,2;85,4;177,8;
LINDESBERG;Samtliga;153;50,2;77,8;86,9;204,2;152;49,8;59,2;74,3;176,4;
