Statistik från Skolverket, http://www.skolverket.se

Grundskolan - Slutbetyg årskurs 9, uppdelat per kön
Valt läsår: 2005/06

;;Flickor;Flickor;Flickor;Flickor;Flickor;Pojkar;Pojkar;Pojkar;Pojkar;Pojkar;
Dals-Ed;Samtliga;42;46,7;78,6;~100;231,5;48;53,3;64,6;~100;200,0;
Dals-Ed;Kommunal;42;46,7;78,6;~100;231,5;48;53,3;64,6;~100;200,0;
Danderyd;Samtliga;234;48,9;93,2;~100;251,7;245;51,1;89,4;~100;235,4;
Danderyd;Kommunal;149;48,9;94,0;~100;253,1;156;51,1;87,8;~100;230,7;
Danderyd;Enskild;85;48,9;91,8;~100;249,3;89;51,1;92,1;~100;243,7;
Degerfors;Samtliga;71;48,0;74,6;88,7;195,8;77;52,0;68,8;81,8;173,8;
Degerfors;Kommunal;71;48,0;74,6;88,7;195,8;77;52,0;68,8;81,8;173,8;
Dorotea;Samtliga;21;58,3;95,2;~100;215,2;15;41,7;86,7;~100;182,3;
Dorotea;Kommunal;21;58,3;95,2;~100;215,2;15;41,7;86,7;~100;182,3;
Eda;Samtliga;63;47,7;81,0;~100;209,4;69;52,3;82,6;92,8;201,9;
Eda;Kommunal;63;47,7;81,0;~100;209,4;69;52,3;82,6;92,8;201,9;
Ekerö;Samtliga;193;50,4;79,3;91,2;222,9;190;49,6;75,3;89,5;200,2;
Ekerö;Kommunal;177;50,6;78,0;91,0;219,5;173;49,4;75,7;91,3;199,6;
Ekerö;Enskild;16;48,5;93,8;~100;260,9;17;51,5;70,6;70,6;206,6;
Eksjö;Samtliga;120;45,5;81,7;94,2;215,5;144;54,5;74,3;88,2;190,0;
Eksjö;Kommunal;119;46,5;82,4;94,1;216,6;137;53,5;77,4;90,5;192,2;
Eksjö;Enskild;..;..;.;..;..;..;..;..;..;..;
Emmaboda;Samtliga;70;50,4;80,0;91,4;215,9;69;49,6;65,2;89,9;188,8;
Emmaboda;Kommunal;70;50,4;80,0;91,4;215,9;69;49,6;65,2;89,9;188,8;
Enköping;Samtliga;291;48,0;74,2;86,3;209,2;315;52,0;70,2;84,1;184,7;
Enköping;Kommunal;234;45,0;70,5;84,2;198,6;286;55,0;67,5;82,5;179,6;
Enköping;Enskild;57;66,3;89,5;~100;251,6;29;33,7;96,6;100,0;232,6;
Eskilstuna;Samtliga;654;50,1;73,2;85,2;204,7;651;49,9;67,0;83,9;184,9;
Eskilstuna;Kommunal;646;50,1;73,5;85,3;205,3;643;49,9;67,5;84,3;185,5;
Eskilstuna;Enskild;..;..;..;..;..;..;..;..;..;..;
Eslöv;Samtliga;220;48,2;78,2;84,5;213,6;236;51,8;66,5;85,2;192,2;
Eslöv;Kommunal;220;48,2;78,2;84,5;213,6;236;51,8;66,5;85,2;192,2;
Essunga;Samtliga;37;46,8;78,4;~100;207,8;42;53,2;59,5;71,4;189,1;
Essunga;Kommunal;37;46,8;78,4;~100;207,8;42;53,2;59,5;71,4;189,1;
Fagersta;Samtliga;99;47,6;76,8;92,9;214,5;109;52,4;84,4;93,6;205,0;
Fagersta;Kommunal;99;47,6;76,8;92,9;214,5;109;52,4;84,4;93,6;205,0;
Falkenberg;Samtliga;287;47,0;81,5;92,0;213,5;324;53,0;72,2;88,3;190,9;
Falkenberg;Kommunal;287;47,0;81,5;92,0;213,5;324;53,0;72,2;88,3;190,9;
Falköping;Samtliga;217;45,3;78,8;90,8;216,8;262;54,7;76,3;89,3;199,7;
Falköping;Kommunal;217;45,6;78,8;90,8;216,8;259;54,4;77,2;90,3;201,5;
Falköping;Enskild;..;..;.;.;.;..;..;.;.;..;
Falun;Samtliga;435;50,0;83,4;93,8;220,6;435;50,0;86,4;94,0;201,6;
Falun;Kommunal;406;49,6;84,2;93,6;220,4;412;50,4;86,4;94,2;200,4;
Falun;Enskild;29;55,8;72,4;~100;222,8;23;44,2;87,0;~100;224,1;
Filipstad;Samtliga;58;41,4;81,0;~100;228,9;82;58,6;74,4;85,4;191,5;
Filipstad;Kommunal;58;41,4;81,0;~100;228,9;82;58,6;74,4;85,4;191,5;
Finspång;Samtliga;146;52,3;65,1;83,6;192,2;133;47,7;72,9;89,5;190,5;
Finspång;Kommunal;146;52,3;65,1;83,6;192,2;133;47,7;72,9;89,5;190,5;
Flen;Samtliga;133;49,6;75,2;90,2;216,9;135;50,4;65,2;81,5;184,3;
Flen;Kommunal;124;48,4;76,6;89,5;218,3;132;51,6;65,2;81,1;184,5;
Flen;Enskild;..;..;..;..;..;..;..;..;..;..;
Forshaga;Samtliga;94;53,1;81,9;90,4;217,7;83;46,9;67,5;85,5;181,0;
Forshaga;Kommunal;94;53,1;81,9;90,4;217,7;83;46,9;67,5;85,5;181,0;
Färgelanda;Samtliga;59;56,7;66,1;~100;203,1;45;43,3;77,8;~100;191,2;
Färgelanda;Kommunal;59;56,7;66,1;~100;203,1;45;43,3;77,8;~100;191,2;
Gagnef;Samtliga;81;47,6;91,4;~100;234,1;89;52,4;80,9;89,9;188,8;
Gagnef;Kommunal;81;47,6;91,4;~100;234,1;89;52,4;80,9;89,9;188,8;
Gislaved;Samtliga;257;50,9;69,3;87,2;201,1;248;49,1;54,4;78,6;171,9;
Gislaved;Kommunal;257;50,9;69,3;87,2;201,1;248;49,1;54,4;78,6;171,9;
Gnesta;Samtliga;91;49,5;80,2;90,1;207,2;93;50,5;71,0;79,6;194,7;
Gnesta;Kommunal;90;50,0;81,1;90,0;207,9;90;50,0;72,2;78,9;195,3;
Gnesta;Enskild;..;..;.;..;..;..;..;..;..;..;
Gnosjö;Samtliga;93;53,1;76,3;89,2;203,7;82;46,9;84,1;92,7;211,6;
Gnosjö;Kommunal;93;53,1;76,3;89,2;203,7;82;46,9;84,1;92,7;211,6;
Gotland;Samtliga;504;51,4;76,2;88,1;203,7;476;48,6;75,8;88,2;193,6;
Gotland;Kommunal;462;50,8;78,4;88,1;204,6;448;49,2;77,0;88,2;194,7;
Gotland;Enskild;42;60,0;52,4;88,1;193,2;28;40,0;57,1;~100;175,9;
Grums;Samtliga;62;46,3;85,5;~100;233,6;72;53,7;70,8;91,7;194,9;
Grums;Kommunal;62;46,3;85,5;~100;233,6;72;53,7;70,8;91,7;194,9;
Grästorp;Samtliga;57;59,4;89,5;91,2;224,6;39;40,6;87,2;~100;196,7;
Grästorp;Kommunal;57;59,4;89,5;91,2;224,6;39;40,6;87,2;~100;196,7;
Gullspång;Samtliga;48;47,5;81,3;~100;226,1;53;52,5;79,2;88,7;196,6;
Gullspång;Kommunal;48;47,5;81,3;~100;226,1;53;52,5;79,2;88,7;196,6;
Gällivare;Samtliga;150;49,5;81,3;88,7;234,4;153;50,5;69,3;84,3;197,5;
Gällivare;Kommunal;137;48,4;79,6;87,6;232,7;146;51,6;68,5;84,2;197,0;
Gällivare;Enskild;..;..;100,0;100,0;251,5;..;..;..;..;..;
Gävle;Samtliga;575;47,6;71,0;83,6;201,6;634;52,4;70,0;83,7;187,0;
Gävle;Kommunal;477;46,8;70,6;83,6;201,5;542;53,2;69,9;83,6;187,0;
Gävle;Enskild;98;51,6;83,3;~100;204,5;92;48,4;71,4;~100;187,0;
Göteborg;Samtliga;2 624;48,3;77,9;90,3;222,0;2 805;51,7;72,1;87,8;205,0;
Göteborg;Kommunal;2 120;48,3;76,3;89,1;217,5;2 266;51,7;69,9;86,6;201,3;
Göteborg;Enskild;504;48,3;85,4;96,0;242,8;539;51,7;82,5;93,7;222,6;
Götene;Samtliga;91;45,7;89,0;94,5;222,6;108;54,3;83,3;93,5;195,8;
Götene;Kommunal;91;45,7;89,0;94,5;222,6;108;54,3;83,3;93,5;195,8;
Habo;Samtliga;90;50,0;87,8;94,4;223,4;90;50,0;83,3;~100;204,6;
Habo;Kommunal;90;50,0;87,8;94,4;223,4;90;50,0;83,3;~100;204,6;
Hagfors;Samtliga;75;44,9;76,0;85,3;197,5;92;55,1;76,1;83,7;184,3;
Hagfors;Kommunal;75;44,9;76,0;85,3;197,5;92;55,1;76,1;83,7;184,3;
Hallsberg;Samtliga;121;51,5;72,7;83,5;216,3;114;48,5;57,0;78,9;180,2;
Hallsberg;Kommunal;121;51,5;72,7;83,5;216,3;114;48,5;57,0;78,9;180,2;
Hallstahammar;Samtliga;125;48,4;70,4;89,6;204,8;133;51,6;53,4;80,5;168,2;
Hallstahammar;Kommunal;125;48,4;70,4;89,6;204,8;133;51,6;53,4;80,5;168,2;
Halmstad;Samtliga;571;49,8;83,9;93,2;222,7;575;50,2;78,8;90,8;198,4;
Halmstad;Kommunal;544;49,8;83,8;92,8;222,9;549;50,2;78,3;90,5;197,2;
Halmstad;Enskild;27;50,9;85,2;100,0;217,8;26;49,1;88,5;~100;224,8;
Hammarö;Samtliga;113;43,6;92,9;~100;232,4;146;56,4;86,3;~100;210,8;
Hammarö;Kommunal;113;43,6;92,9;~100;232,4;146;56,4;86,3;~100;210,8;
Haninge;Samtliga;488;48,7;69,3;88,7;209,1;514;51,3;58,4;84,6;185,4;
Haninge;Kommunal;488;48,7;69,3;88,7;209,1;514;51,3;58,4;84,6;185,4;
Haparanda;Samtliga;77;47,2;77,9;84,4;212,6;86;52,8;75,6;87,2;192,9;
Haparanda;Kommunal;77;47,2;77,9;84,4;212,6;86;52,8;75,6;87,2;192,9;
Heby;Samtliga;105;46,1;76,2;89,5;216,5;123;53,9;58,5;82,9;167,9;
Heby;Kommunal;105;46,1;76,2;89,5;216,5;123;53,9;58,5;82,9;167,9;
Hedemora;Samtliga;127;46,4;76,0;89,3;203,4;147;53,6;72,2;85,0;185,2;
Hedemora;Kommunal;121;47,6;76,0;89,3;203,4;133;52,4;72,2;85,0;185,2;
Hedemora;Enskild;..;..;.;.;.;..;..;.;.;.;
Helsingborg;Samtliga;768;48,0;78,6;90,4;221,8;833;52,0;68,8;87,3;195,8;
Helsingborg;Kommunal;596;47,1;77,9;89,3;220,4;670;52,9;68,7;86,1;194,1;
Helsingborg;Enskild;172;51,3;81,4;94,2;226,6;163;48,7;69,3;92,0;202,8;
Herrljunga;Samtliga;67;45,9;71,6;88,1;208,5;79;54,1;64,6;81,0;190,6;
Herrljunga;Kommunal;67;45,9;71,6;88,1;208,5;79;54,1;64,6;81,0;190,6;
Hjo;Samtliga;67;49,6;82,1;~100;215,3;68;50,4;79,4;89,7;193,4;
Hjo;Kommunal;67;49,6;82,1;~100;215,3;68;50,4;79,4;89,7;193,4;
Hofors;Samtliga;71;55,5;70,4;84,5;197,8;57;44,5;61,4;75,4;176,1;
Hofors;Kommunal;71;55,5;70,4;84,5;197,8;57;44,5;61,4;75,4;176,1;
Huddinge;Samtliga;634;49,7;80,1;90,2;214,5;641;50,3;74,7;89,9;196,1;
Huddinge;Kommunal;556;48,3;80,9;90,8;217,1;596;51,7;75,2;89,8;197,4;
Huddinge;Enskild;78;63,4;74,4;85,9;196,0;45;36,6;68,9;~100;179,1;
Hudiksvall;Samtliga;272;49,5;76,0;84,9;212,9;277;50,5;75,5;87,9;187,7;
Hudiksvall;Kommunal;271;49,8;76,0;84,9;212,9;273;50,2;75,5;87,9;187,7;
Hudiksvall;Enskild;..;..;.;.;.;..;..;.;.;.;
Hultsfred;Samtliga;119;49,8;72,3;89,9;206,6;120;50,2;64,2;86,7;179,8;
Hultsfred;Kommunal;119;49,8;72,3;89,9;206,6;120;50,2;64,2;86,7;179,8;
Hylte;Samtliga;77;47,0;74,0;85,7;216,9;87;53,0;65,5;85,1;185,5;
Hylte;Kommunal;77;47,0;74,0;85,7;216,9;87;53,0;65,5;85,1;185,5;
Håbo;Samtliga;140;50,7;78,6;87,9;213,2;136;49,3;61,0;83,8;185,9;
Håbo;Kommunal;136;50,9;78,7;87,5;213,6;131;49,1;59,5;83,2;184,4;
Håbo;Enskild;..;..;..;..;..;..;..;..;..;..;
Hällefors;Samtliga;52;46,0;80,8;82,7;210,7;61;54,0;77,0;83,6;185,6;
Hällefors;Kommunal;52;46,0;80,8;82,7;210,7;61;54,0;77,0;83,6;185,6;
Härjedalen;Samtliga;76;45,0;77,6;88,2;215,3;93;55,0;71,0;81,7;183,7;
Härjedalen;Kommunal;76;45,0;77,6;88,2;215,3;93;55,0;71,0;81,7;183,7;
Härnösand;Samtliga;198;52,1;79,3;88,9;208,1;182;47,9;77,5;91,8;189,7;
Härnösand;Kommunal;198;52,1;79,3;88,9;208,1;182;47,9;77,5;91,8;189,7;
Härryda;Samtliga;230;43,0;83,5;93,9;220,9;305;57,0;79,0;94,8;198,8;
Härryda;Kommunal;219;42,4;83,6;94,1;222,0;298;57,6;79,2;95,3;197,9;
Härryda;Enskild;..;..;..;~100;199,1;..;..;..;..;..;
Hässleholm;Samtliga;367;50,4;75,5;90,2;205,3;361;49,6;72,6;85,9;190,2;
Hässleholm;Kommunal;367;50,4;75,5;90,2;205,3;361;49,6;72,6;85,9;190,2;
Höganäs;Samtliga;134;43,5;89,6;94,0;225,1;174;56,5;79,9;94,8;202,6;
Höganäs;Kommunal;126;43,4;88,9;93,7;222,5;164;56,6;79,3;94,5;200,6;
Höganäs;Enskild;..;..;..;..;..;..;..;..;100,0;235,5;
Högsby;Samtliga;49;43,8;75,5;83,7;210,4;63;56,3;60,3;76,2;183,5;
Högsby;Kommunal;49;43,8;75,5;83,7;210,4;63;56,3;60,3;76,2;183,5;
Hörby;Samtliga;121;55,0;78,5;91,7;217,8;99;45,0;80,8;~100;196,8;
Hörby;Kommunal;121;55,0;78,5;91,7;217,8;99;45,0;80,8;~100;196,8;
Höör;Samtliga;126;51,9;71,3;88,5;208,2;117;48,1;71,0;91,6;204,2;
Höör;Kommunal;122;53,5;71,3;88,5;208,2;106;46,5;70,8;91,5;204,5;
Höör;Enskild;..;..;.;.;.;..;..;..;..;..;
Jokkmokk;Samtliga;43;48,3;86,0;~100;237,2;46;51,7;89,1;~100;191,3;
Jokkmokk;Kommunal;43;48,3;86,0;~100;237,2;46;51,7;89,1;~100;191,3;
Järfälla;Samtliga;425;46,1;75,5;90,4;219,5;497;53,9;72,8;92,2;203,4;
Järfälla;Kommunal;355;47,3;74,4;90,1;216,2;396;52,7;72,5;91,7;197,4;
Järfälla;Enskild;70;40,9;81,4;91,4;236,2;101;59,1;74,3;94,1;226,2;
Jönköping;Samtliga;854;49,0;81,5;91,3;221,0;889;51,0;73,9;88,9;195,9;
Jönköping;Kommunal;786;48,9;81,0;90,8;219,7;822;51,1;73,0;88,4;196,0;
Jönköping;Enskild;68;50,4;86,8;~100;236,5;67;49,6;85,1;~100;195,6;
Kalix;Samtliga;106;42,7;72,6;87,7;203,8;142;57,3;64,1;79,6;174,7;
Kalix;Kommunal;106;42,7;72,6;87,7;203,8;142;57,3;64,1;79,6;174,7;
Kalmar;Samtliga;407;49,3;85,6;95,4;218,1;418;50,7;78,2;91,8;196,9;
Kalmar;Kommunal;395;49,5;85,6;95,4;218,1;403;50,5;78,2;91,8;196,9;
Kalmar;Enskild;12;44,4;.;.;.;15;55,6;.;.;.;
Karlsborg;Samtliga;46;45,5;87,0;~100;206,3;55;54,5;85,5;~100;189,5;
Karlsborg;Kommunal;46;45,5;87,0;~100;206,3;55;54,5;85,5;~100;189,5;
Karlshamn;Samtliga;224;51,1;83,9;88,8;213,8;214;48,9;67,8;86,0;187,9;
Karlshamn;Kommunal;224;51,1;83,9;88,8;213,8;214;48,9;67,8;86,0;187,9;
Karlskoga;Samtliga;185;44,2;74,6;89,7;204,2;234;55,8;63,2;85,5;179,3;
Karlskoga;Kommunal;185;44,2;74,6;89,7;204,2;234;55,8;63,2;85,5;179,3;
Karlskrona;Samtliga;407;48,7;82,8;91,9;214,6;428;51,3;69,6;85,0;189,2;
Karlskrona;Kommunal;355;49,0;80,8;91,0;211,3;370;51,0;66,2;83,2;182,6;
Karlskrona;Enskild;52;47,3;96,2;~100;236,7;58;52,7;91,4;~100;230,4;
Karlstad;Samtliga;498;48,9;89,6;93,8;217,1;520;51,1;81,5;89,8;197,6;
Karlstad;Kommunal;498;48,9;89,6;93,8;217,1;520;51,1;81,5;89,8;197,6;
Katrineholm;Samtliga;273;48,8;76,2;83,9;206,3;286;51,2;66,1;82,2;190,5;
Katrineholm;Kommunal;273;48,8;76,2;83,9;206,3;286;51,2;66,1;82,2;190,5;
Kil;Samtliga;108;48,4;74,1;89,8;207,2;115;51,6;76,5;92,2;193,8;
Kil;Kommunal;108;48,4;74,1;89,8;207,2;115;51,6;76,5;92,2;193,8;
Kinda;Samtliga;90;51,7;62,2;92,2;198,8;84;48,3;48,8;86,9;177,6;
Kinda;Kommunal;90;51,7;62,2;92,2;198,8;84;48,3;48,8;86,9;177,6;
Kiruna;Samtliga;175;48,6;84,0;89,1;223,2;185;51,4;58,4;73,0;175,3;
Kiruna;Kommunal;175;48,6;84,0;89,1;223,2;185;51,4;58,4;73,0;175,3;
Klippan;Samtliga;105;44,5;81,0;92,4;211,4;131;55,5;71,0;87,0;188,9;
Klippan;Kommunal;105;44,5;81,0;92,4;211,4;131;55,5;71,0;87,0;188,9;
Knivsta;Samtliga;115;51,6;81,7;92,2;226,2;108;48,4;73,1;87,0;206,0;
Knivsta;Kommunal;103;52,3;80,6;91,3;225,1;94;47,7;74,5;87,2;207,4;
Knivsta;Enskild;12;46,2;91,7;100,0;235,0;14;53,8;..;~100;196,8;
Kramfors;Samtliga;119;44,1;79,0;94,1;215,0;151;55,9;76,8;88,7;188,7;
Kramfors;Kommunal;119;44,1;79,0;94,1;215,0;151;55,9;76,8;88,7;188,7;
Kristianstad;Samtliga;550;50,6;77,6;91,3;211,3;538;49,4;65,8;84,4;190,7;
Kristianstad;Kommunal;525;50,0;78,3;92,4;211,9;525;50,0;65,7;84,2;190,8;
Kristianstad;Enskild;25;65,8;64,0;68,0;197,2;13;34,2;..;~100;184,2;
Kristinehamn;Samtliga;154;47,0;81,8;87,0;218,2;174;53,0;73,6;87,9;197,3;
Kristinehamn;Kommunal;154;47,0;81,8;87,0;218,2;174;53,0;73,6;87,9;197,3;
Krokom;Samtliga;117;48,5;87,2;93,2;215,2;124;51,5;81,5;91,1;196,8;
Krokom;Kommunal;117;48,5;87,2;93,2;215,2;124;51,5;81,5;91,1;196,8;
Kumla;Samtliga;141;47,5;78,7;89,4;201,6;156;52,5;71,2;87,2;184,3;
Kumla;Kommunal;141;47,5;78,7;89,4;201,6;156;52,5;71,2;87,2;184,3;
Kungsbacka;Samtliga;556;48,2;88,0;95,5;228,3;597;51,8;83,5;95,4;206,8;
Kungsbacka;Kommunal;489;48,0;87,1;95,1;225,2;530;52,0;83,2;95,7;204,0;
Kungsbacka;Enskild;67;50,0;97,7;100,0;263,8;67;50,0;86,3;~100;235,0;
Kungsör;Samtliga;52;47,3;78,8;~100;210,6;58;52,7;56,9;84,5;178,7;
Kungsör;Kommunal;52;47,3;78,8;~100;210,6;58;52,7;56,9;84,5;178,7;
Kungälv;Samtliga;304;49,4;88,1;93,0;220,3;312;50,6;83,9;92,1;201,5;
Kungälv;Kommunal;256;48,1;86,7;92,2;218,1;276;51,9;83,3;91,7;202,1;
Kungälv;Enskild;48;57,1;100,0;100,0;239,0;36;42,9;89,7;~100;195,5;
Kävlinge;Samtliga;171;44,9;70,8;88,3;209,4;210;55,1;67,6;88,1;198,1;
Kävlinge;Kommunal;171;44,9;70,8;88,3;209,4;210;55,1;67,6;88,1;198,1;
Köping;Samtliga;166;47,0;78,3;89,2;218,1;187;53,0;56,7;83,4;178,9;
Köping;Kommunal;166;47,0;78,3;89,2;218,1;187;53,0;56,7;83,4;178,9;
Laholm;Samtliga;154;45,8;87,7;90,9;225,4;182;54,2;74,2;86,8;190,4;
Laholm;Kommunal;154;45,8;87,7;90,9;225,4;182;54,2;74,2;86,8;190,4;
Landskrona;Samtliga;263;48,9;72,2;83,7;212,5;275;51,1;67,6;85,1;193,7;
Landskrona;Kommunal;214;49,0;71,0;80,4;205,2;223;51,0;68,6;83,4;188,9;
Landskrona;Enskild;49;48,5;77,6;~100;244,4;52;51,5;63,5;~100;214,5;
Laxå;Samtliga;42;46,2;61,9;88,1;190,7;49;53,8;87,8;~100;200,6;
Laxå;Kommunal;42;46,2;61,9;88,1;190,7;49;53,8;87,8;~100;200,6;
Lekeberg;Samtliga;48;47,1;77,1;89,6;206,4;54;52,9;57,4;83,3;180,5;
Lekeberg;Kommunal;48;47,1;77,1;89,6;206,4;54;52,9;57,4;83,3;180,5;
Leksand;Samtliga;96;45,1;82,3;86,5;215,4;117;54,9;79,5;87,2;194,1;
Leksand;Kommunal;95;45,7;82,1;86,3;215,2;113;54,3;81,4;86,7;193,1;
Leksand;Enskild;..;..;..;..;..;..;..;..;..;..;
Lerum;Samtliga;294;48,4;84,1;91,2;223,6;313;51,6;69,7;85,2;193,3;
Lerum;Kommunal;283;48,8;84,1;91,2;223,6;297;51,2;69,7;85,2;193,3;
Lerum;Enskild;11;40,7;.;.;.;16;59,3;.;.;.;
Lessebo;Samtliga;53;46,5;83,0;88,7;221,5;61;53,5;73,8;88,5;180,9;
Lessebo;Kommunal;53;46,5;83,0;88,7;221,5;61;53,5;73,8;88,5;180,9;
Lidingö;Samtliga;233;47,5;91,4;~100;249,5;258;52,5;86,0;~100;223,2;
Lidingö;Kommunal;209;47,0;90,4;~100;246,5;236;53,0;85,2;~100;220,8;
Lidingö;Enskild;24;52,2;100,0;100,0;275,8;22;47,8;95,5;100,0;248,4;
Lidköping;Samtliga;296;51,1;83,8;89,9;223,8;283;48,9;72,8;91,9;194,9;
Lidköping;Kommunal;296;51,1;83,8;89,9;223,8;283;48,9;72,8;91,9;194,9;
Lilla Edet;Samtliga;117;52,2;68,4;84,6;207,1;107;47,8;57,0;82,2;176,6;
Lilla Edet;Kommunal;117;52,2;68,4;84,6;207,1;107;47,8;57,0;82,2;176,6;
